Entity_normed|Entity|Link|latitude|longitude|geocode_query|geocode_status|Subfolder|SourceFileStem|distance_to_dresden_km|historical spelling|Certainty|Index|Year|Title|Author|Travel Period|Pages|Full Page Count|Link_meta|Folder|Digitally Available at|Citable_URL|Gender|Full Sentence|osm_feature_found
Dresden|Dresden|https://de.wikipedia.org/wiki/Dresden|510493286|137381437|Dresden|ok|075_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|201|1.3293315314514328e+16||certain|75|1793|Briefe auf einer Reise durch Deutschland im Jahre 1791|Karl Martin Plümicke|1791|Seite(n)197-201|444|https://www.digitale-sammlungen.de/de/view/bsb11095835?page=215|075_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|BSB München|https://reise.isgv.de/logs/Q109944045|male|Von den vielen, mit Recht gepriesenen, Natur-schönheiten des Wege von Dresden nach Leipzig, besonders wenn man über Meißen reiset, sage ich dir nichts: denn das hieße nur oft ertönte Lob-preisung wiederholen.|False
Dresden|Dresden|https://de.wikipedia.org/wiki/Dresden|510493286|137381437|Dresden|ok|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|154|1.3293315314514328e+16||certain|76|1793|Briefe auf einer Reise durch Deutschland im Jahre 1791|Karl Gottlob Köhler|Kein Eintrag vorhanden|Seite(n)154-197|259|https://www.digitale-sammlungen.de/de/view/bsb11095835?page=172|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|Kein Eintrag vorhanden|https://reise.isgv.de/logs/Q109944002|male|Hier bin ich nun in Dresden, wo ich in meinem ehemaligen Wirthshause, dem Hôtel de Mairé, abtrat, und mich gleich deselben Nachmit-tags bei dem Herrn Kommissionsrat Riem (be-ständigen Sekretär der Leipziger ökonomischen Societät) melden ließ, mit welchem ich durch Briefwechsel bekannt war.|False
Dresden|Dresden|https://de.wikipedia.org/wiki/Dresden|510493286|137381437|Dresden|ok|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|155|1.3293315314514328e+16||certain|76|1793|Briefe auf einer Reise durch Deutschland im Jahre 1791|Karl Gottlob Köhler|Kein Eintrag vorhanden|Seite(n)154-197|259|https://www.digitale-sammlungen.de/de/view/bsb11095835?page=172|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|Kein Eintrag vorhanden|https://reise.isgv.de/logs/Q109944002|male|Bei einer Promenade im princess Antonischten Garten trat ic wasting von diesem Mittag in Wirthshausel kennen gelernten Personen zusammen, welche mir eine sehr angenehme Unterhaltung über Dresden verschaffte.|False
Dresden|Dresden|https://de.wikipedia.org/wiki/Dresden|510493286|137381437|Dresden|ok|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|156|1.3293315314514328e+16||certain|76|1793|Briefe auf einer Reise durch Deutschland im Jahre 1791|Karl Gottlob Köhler|Kein Eintrag vorhanden|Seite(n)154-197|259|https://www.digitale-sammlungen.de/de/view/bsb11095835?page=172|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|Kein Eintrag vorhanden|https://reise.isgv.de/logs/Q109944002|male|Dresden, den 28sten April 1791. Die hiesigen, zur Absicht meiner Reise gehörigen Bemerkungen werde ich dir erst der Reihe nach mittheilen, wenn ich dich zuvor mit etwas Allgemeinem über Dresden und die verschiedenen Klassen seiner Bewohner zu unterhalten gesuch dann — noch ehe ich am ersten Morgen meines Hierszenes weitergehen konnte, bekam ich eine Einladung vom Hrn. K. N. Riem für selbigen Nachmittag.|False
Dresden|Dresden|https://de.wikipedia.org/wiki/Dresden|510493286|137381437|Dresden|ok|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|160|1.3293315314514328e+16||certain|76|1793|Briefe auf einer Reise durch Deutschland im Jahre 1791|Karl Gottlob Köhler|Kein Eintrag vorhanden|Seite(n)154-197|259|https://www.digitale-sammlungen.de/de/view/bsb11095835?page=172|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|Kein Eintrag vorhanden|https://reise.isgv.de/logs/Q109944002|male|Dresden, den 28sten April 1791. Die hiesigen, zur Absicht meiner Reise gehörigen Bemerkungen werde ich dir erst der Reihe nach mittheilen, wenn ich dich zuvor mit etwas Allgemeinem über Dresden und die verschiedenen Klassen seiner Bewohner zu unterhalten gesuch dann — noch ehe ich am ersten Morgen meines Hierszenes weitergehen konnte, bekam ich eine Einladung vom Hrn. K. N. Riem für selbigen Nachmittag.|False
Dresden|Dresden|https://de.wikipedia.org/wiki/Dresden|510493286|137381437|Dresden|ok|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|161|1.3293315314514328e+16||certain|76|1793|Briefe auf einer Reise durch Deutschland im Jahre 1791|Karl Gottlob Köhler|Kein Eintrag vorhanden|Seite(n)154-197|259|https://www.digitale-sammlungen.de/de/view/bsb11095835?page=172|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|Kein Eintrag vorhanden|https://reise.isgv.de/logs/Q109944002|male|Hierauf machte ich dem damaligen Preußischen Gesandten, Herrn Grafen von Gessler, die Aufwartung, da ich ihn von Berlin zu kennen die Ehre hatte, und mit ihm erst voriges Jahr, bei Anwesenheit der Herzogin von Curland in Sagan, zusammen gewesen war, so schien er über meine Erscheinung in Dresden, wie über die Ursache dazu, von welcher ich ihn durch ein Empfehlungsschreiben Sr.|False
Niedersedlitz|Nieders Siegersdorf||509989308|138145926|Niedersedlitz|ok|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|161|787257057816059.0|Nieders Siegersdorf,|certain|76|1793|Briefe auf einer Reise durch Deutschland im Jahre 1791|Karl Gottlob Köhler|Kein Eintrag vorhanden|Seite(n)154-197|259|https://www.digitale-sammlungen.de/de/view/bsb11095835?page=172|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|Kein Eintrag vorhanden|https://reise.isgv.de/logs/Q109944002|male|v. Ralk-reuth (ein bekannter großer Dockonom) zu Nieders Siegersdorf, ohowweit Freistadt in Schlesen, abges legt hatte, auf Verlangen des Herrn K. R. Kiem [PAGE_BREAK] Ferner zeigte mir Hr. K. R. R. eine Pierprobe von Schlotten-oder Rohrkol-henwolle, die Herr Förster auf Deutsch-Oügen bei Görlitz, nebst Hüthen aus eben dergleichen Stoff, die sehr gut und schwarz ausfalen, an die Sozietät eingesandt hatte.|True
Radebeul|Ralkreuth||510999765|136767995|Radebeul|ok|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|161|6946601727772816.0||certain|76|1793|Briefe auf einer Reise durch Deutschland im Jahre 1791|Karl Gottlob Köhler|Kein Eintrag vorhanden|Seite(n)154-197|259|https://www.digitale-sammlungen.de/de/view/bsb11095835?page=172|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|Kein Eintrag vorhanden|https://reise.isgv.de/logs/Q109944002|male|Um bei meiner Zurückkunft den Wunsch ver-schiedener unsrer Herren Minister, wie auch des Herrn Grafen von Ralkreuth auf Siegersdorf, (von dessen Verhältnissen mit mir du unterrichtet bist) Genüge leisten zu können, erbat ich mir Modelle von beuen beiden Wirthschafts-Kochöfen (ad 8 u. 9,) von der Destillirischen Häckselmachine (ad 4,) und von der Buttermaschine (ad 5) — die mir sehr willig zugestanden wurden. **)|True
Dresden|Dresden|https://de.wikipedia.org/wiki/Dresden|510493286|137381437|Dresden|ok|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|164|1.3293315314514328e+16||certain|76|1793|Briefe auf einer Reise durch Deutschland im Jahre 1791|Karl Gottlob Köhler|Kein Eintrag vorhanden|Seite(n)154-197|259|https://www.digitale-sammlungen.de/de/view/bsb11095835?page=172|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|Kein Eintrag vorhanden|https://reise.isgv.de/logs/Q109944002|male|Veterinary, zu [PAGE_BREAK] 164 Die Angorischen Kaninchen, gemeinhin Seidenkaesen, am besten Seidenkanin-chen (Lepus cuniculus Angorenfis, pilis tenuissi-mis et longilimeis) genannt, waren (nach den Be-merkungen zu Obernreit in Franken (Dresden bei Walther, 1789), die viel wichtiges enthält, ist seit einigen Jahr-ren (bis zum 20. Dec.|False
Dresden|Dresden|https://de.wikipedia.org/wiki/Dresden|510493286|137381437|Dresden|ok|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|168|1.3293315314514328e+16||certain|76|1793|Briefe auf einer Reise durch Deutschland im Jahre 1791|Karl Gottlob Köhler|Kein Eintrag vorhanden|Seite(n)154-197|259|https://www.digitale-sammlungen.de/de/view/bsb11095835?page=172|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|Kein Eintrag vorhanden|https://reise.isgv.de/logs/Q109944002|male|Dresden, den 29ten April.|False
Dresden|Dresden|https://de.wikipedia.org/wiki/Dresden|510493286|137381437|Dresden|ok|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|169|1.3293315314514328e+16||certain|76|1793|Briefe auf einer Reise durch Deutschland im Jahre 1791|Karl Gottlob Köhler|Kein Eintrag vorhanden|Seite(n)154-197|259|https://www.digitale-sammlungen.de/de/view/bsb11095835?page=172|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|Kein Eintrag vorhanden|https://reise.isgv.de/logs/Q109944002|male|Bau-Inspektor Hesse, der mich öfters begleitete, [PAGE_BREAK] 174 und dem ich, als einem Eingenbhrten, den groß-fern Theil meiner Kenntniß von Dresden ver-danke, war mein Führer, da ich heute früh, um des Anblicss einer der reizendsten schönsten Ge-genden Deutschlands zu genießen, den schon we-gen seiner jetzigen massiven und vettBu Bauart merkwürdigen Creuzthurlm bestieg.|False
Weißeritz|Weisseritz|https://de.wikipedia.org/wiki/Weisseritz|510191561|13677797|Weisseritz|ok|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|169|5420478851941373.0||certain|76|1793|Briefe auf einer Reise durch Deutschland im Jahre 1791|Karl Gottlob Köhler|Kein Eintrag vorhanden|Seite(n)154-197|259|https://www.digitale-sammlungen.de/de/view/bsb11095835?page=172|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|Kein Eintrag vorhanden|https://reise.isgv.de/logs/Q109944002|male|Diese liegt an der Weisseritz, am Ende der Vorstadt, nichtweit des Plauischen Grunda.|False
Schauspielhaus|Schauspielhaus||510521808|13731906|Schauspielhaus|ok|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|173|4.258753447384597e+16||certain|76|1793|Briefe auf einer Reise durch Deutschland im Jahre 1791|Karl Gottlob Köhler|Kein Eintrag vorhanden|Seite(n)154-197|259|https://www.digitale-sammlungen.de/de/view/bsb11095835?page=172|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|Kein Eintrag vorhanden|https://reise.isgv.de/logs/Q109944002|male|Grazie fielt ihr ganz, und überall wandelt sich der Ausdruck des Traurens und des Schmerzes in eine Miene des Lachens, die eben so widrig ist, als ihre (so vielen Schauspielerinnen eigene) GeTrapnheit, im Schauspielhaus umher, besonders in den Hostelin-gen, eine beständige Augenkorrespondenz zu un-terhalten.|True
Dresden|Dresden|https://de.wikipedia.org/wiki/Dresden|510493286|137381437|Dresden|ok|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|174|1.3293315314514328e+16||certain|76|1793|Briefe auf einer Reise durch Deutschland im Jahre 1791|Karl Gottlob Köhler|Kein Eintrag vorhanden|Seite(n)154-197|259|https://www.digitale-sammlungen.de/de/view/bsb11095835?page=172|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|Kein Eintrag vorhanden|https://reise.isgv.de/logs/Q109944002|male|Bau-Inspektor Hesse, der mich öfters begleitete, [PAGE_BREAK] 174 und dem ich, als einem Eingenbhrten, den groß-fern Theil meiner Kenntniß von Dresden ver-danke, war mein Führer, da ich heute früh, um des Anblicss einer der reizendsten schönsten Ge-genden Deutschlands zu genießen, den schon we-gen seiner jetzigen massiven und vettBu Bauart merkwürdigen Creuzthurlm bestieg.|False
Dresden|Dresden|https://de.wikipedia.org/wiki/Dresden|510493286|137381437|Dresden|ok|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|178|1.3293315314514328e+16||certain|76|1793|Briefe auf einer Reise durch Deutschland im Jahre 1791|Karl Gottlob Köhler|Kein Eintrag vorhanden|Seite(n)154-197|259|https://www.digitale-sammlungen.de/de/view/bsb11095835?page=172|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|Kein Eintrag vorhanden|https://reise.isgv.de/logs/Q109944002|male|Dresden— Gewisse Gründe, die mir zum Theil von Berlin aus näher gelegt wurden, und worüber ich mich in einem Briefe, den ich der Post anvertrauen muß, nicht zugleich herauslassen mag, bestimmten mich von den Nachrichten und Bemerkungen, die sich in Beziehung auf den eigentlichen Fabrikenzustand und das Kommerzium sowohl hier als in Leipzig jedem aufmerksamen Beobachter darbieten, wenigstens vor jetzt (so reich auch meiner dieseällige Erndte gewesen ist, und noch weiterhin Seyn dürfte) keinen öffentlichen Gebrauch zu machen.|False
Dresden|Dresden|https://de.wikipedia.org/wiki/Dresden|510493286|137381437|Dresden|ok|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|179|1.3293315314514328e+16||certain|76|1793|Briefe auf einer Reise durch Deutschland im Jahre 1791|Karl Gottlob Köhler|Kein Eintrag vorhanden|Seite(n)154-197|259|https://www.digitale-sammlungen.de/de/view/bsb11095835?page=172|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|Kein Eintrag vorhanden|https://reise.isgv.de/logs/Q109944002|male|Dagegen aber nimm mit einigen Nachrichten vorlieb, die ich mit einem kurzen Précis in staatistischer und zum Theil topographischer Rücksicht begleiten werde, ohne mich auf die äußeren vielen Vorzüge von Dresden, an dessen Verschönierung zwei prachtliebende Könige während ihrer langgedauerten Regierungen Schätze verwenden, ausführlich einzulassen.|False
Brühlscher Garten|Brühlsche Garten|https://de.wikipedia.org/wiki/Brühl%27scher_Garten|510528441|137425547|Brühlsche Garten|ok|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|181|4.5691323627974584e+16||certain|76|1793|Briefe auf einer Reise durch Deutschland im Jahre 1791|Karl Gottlob Köhler|Kein Eintrag vorhanden|Seite(n)154-197|259|https://www.digitale-sammlungen.de/de/view/bsb11095835?page=172|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|Kein Eintrag vorhanden|https://reise.isgv.de/logs/Q109944002|male|"Yellow Quantum lenta solent inter vburna cupressi rechts an indem Elbuer die Schloßkapelle mit ihren schönen geschmackvollen Thurm, dann, wenn man das schwarze Thor passirt hat, das Rath haus, und die schönen Manseudcderlaustin aids, mit der herllichen |Allee zur Promenade, und der Statue Augusts II., die aber durchaus nicht gin gen die auf der langen Brücke von Friedrich Wilhelm dem Groiien, könnnt, und nur wegen der Kühnheit der Stellung des Pferdes, das in Galopp auf den Hinterbeinen steht, merk würdig ist—dann die prächtige Elbbriicke aus Quade-steinen, Abends mit ovalen Laternen erleuchtet, die, (nur weit réchner) wie die Brücke über den Arno in Florenz, dem Publikum eine beständige der Aussichten wegen sheds resteizende Promenade [PAGE_BREAK] abgiebt; und endlich links der Brühlsche Garten auf dem Walde mit der Brühlschen Bildergallerie, rechts die schöne katholische Kirche, und gerade zu das churfürstliche Schloß und die schöne Stadt selbst — denke, der du es nie sahst, dir diese Bilder, so lebhaft du willst; und du wirst die wahren Eindrücke nie erreichen."|True
Kreuzkirche|Kreuzkirche|https://de.wikipedia.org/wiki/Kreuzkirche_(Dresden)|510487258|137392255|Kreuzkirche|ok|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|181|2.297238350096841e+16||certain|76|1793|Briefe auf einer Reise durch Deutschland im Jahre 1791|Karl Gottlob Köhler|Kein Eintrag vorhanden|Seite(n)154-197|259|https://www.digitale-sammlungen.de/de/view/bsb11095835?page=172|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|Kein Eintrag vorhanden|https://reise.isgv.de/logs/Q109944002|male|Die eingeaçchtete Kreuzkirche nebst dem Thurm, dessen ich oben erwähnte, ist von Pirnaischen Sandsteinen wieder aufgebaut.|True
Dresden|Dresden|https://de.wikipedia.org/wiki/Dresden|510493286|137381437|Dresden|ok|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|181|1.3293315314514328e+16||certain|76|1793|Briefe auf einer Reise durch Deutschland im Jahre 1791|Karl Gottlob Köhler|Kein Eintrag vorhanden|Seite(n)154-197|259|https://www.digitale-sammlungen.de/de/view/bsb11095835?page=172|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|Kein Eintrag vorhanden|https://reise.isgv.de/logs/Q109944002|male|Dresden ist eine der schönsten Städte von meistenheils breiten, wohlgebaueten Straßen; M 3 aber [PAGE_BREAK] 183 aber es war (wie auch schon Rysbeck fand) einer der unglücklichsten Einfälle, diese schöne Stadt be-festigen zu wollen.|False
Dresden|Dresden|https://de.wikipedia.org/wiki/Dresden|510493286|137381437|Dresden|ok|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|182|1.3293315314514328e+16||certain|76|1793|Briefe auf einer Reise durch Deutschland im Jahre 1791|Karl Gottlob Köhler|Kein Eintrag vorhanden|Seite(n)154-197|259|https://www.digitale-sammlungen.de/de/view/bsb11095835?page=172|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|Kein Eintrag vorhanden|https://reise.isgv.de/logs/Q109944002|male|Eigentlich besteht Dresden aus dreystäd-ten, dem eigentlichen Dresden (Neudresden), welches 1020 angelegt ward, der Neustadt (oder Altdresden) das 808 seit der von K. Karl dem Großen angelegten Burg, und der Friedrichs-stadt (ehemals Östra), die erst 1670. entstand.|False
Zwinger|Zwinger|https://de.wikipedia.org/wiki/Zwinger_(Dresden)|510530296|137349775|Zwinger|ok|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|184|3.344421863687835e+16||certain|76|1793|Briefe auf einer Reise durch Deutschland im Jahre 1791|Karl Gottlob Köhler|Kein Eintrag vorhanden|Seite(n)154-197|259|https://www.digitale-sammlungen.de/de/view/bsb11095835?page=172|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|Kein Eintrag vorhanden|https://reise.isgv.de/logs/Q109944002|male|Auch im Zwinger Garten und dessen Pavillons, die (obwohl mit Verzierungen zu sehr überhäuft) in ihrer Art vielleicht nur durch einige Kunstwunder Italiens und des (ehemaligen) Frankreichs übertroffen werden, befindet sich eine vorzügliche Kunstkammer und ein Naturalienkabinet.|True
Brühlscher Garten|Brühlsche Garten|https://de.wikipedia.org/wiki/Br%C3%BChlscher_Garten|510528441|137425547|Brühlsche Garten|ok|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|185|4.5691323627974584e+16||certain|76|1793|Briefe auf einer Reise durch Deutschland im Jahre 1791|Karl Gottlob Köhler|Kein Eintrag vorhanden|Seite(n)154-197|259|https://www.digitale-sammlungen.de/de/view/bsb11095835?page=172|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|Kein Eintrag vorhanden|https://reise.isgv.de/logs/Q109944002|male|"Yellow Quantum lenta solent inter vburna cupressi rechts an indem Elbuer die Schloßkapelle mit ihren schönen geschmackvollen Thurm, dann, wenn man das schwarze Thor passirt hat, das Rath haus, und die schönen Manseudcderlaustin aids, mit der herllichen |Allee zur Promenade, und der Statue Augusts II., die aber durchaus nicht gin gen die auf der langen Brücke von Friedrich Wilhelm dem Groiien, könnnt, und nur wegen der Kühnheit der Stellung des Pferdes, das in Galopp auf den Hinterbeinen steht, merk würdig ist—dann die prächtige Elbbriicke aus Quade-steinen, Abends mit ovalen Laternen erleuchtet, die, (nur weit réchner) wie die Brücke über den Arno in Florenz, dem Publikum eine beständige der Aussichten wegen sheds resteizende Promenade [PAGE_BREAK] abgiebt; und endlich links der Brühlsche Garten auf dem Walde mit der Brühlschen Bildergallerie, rechts die schöne katholische Kirche, und gerade zu das churfürstliche Schloß und die schöne Stadt selbst — denke, der du es nie sahst, dir diese Bilder, so lebhaft du willst; und du wirst die wahren Eindrücke nie erreichen."|True
Plauenscher Grund|Plauenschen Grunde||510230112|13699525|Plauenscher Grund|ok|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|185|4031320384215671.0||certain|76|1793|Briefe auf einer Reise durch Deutschland im Jahre 1791|Karl Gottlob Köhler|Kein Eintrag vorhanden|Seite(n)154-197|259|https://www.digitale-sammlungen.de/de/view/bsb11095835?page=172|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|Kein Eintrag vorhanden|https://reise.isgv.de/logs/Q109944002|male|Im Garten, der gewöhnlich auch Reisewitzens ge-nannt wird, im Plauenschen Grunde, und im Brühlschen Garten habe ich in Gesellschaft mit Freunden manichmal vergnügte Stunden ver-lebt; welches aber in dem letztern zu Zeiten durch das Klirren der Ketten von Gefangenen unter-brochen wird, die täglich zu arbeiten hieher kommen.|False
Dresden|Dresden|https://de.wikipedia.org/wiki/Dresden|510493286|137381437|Dresden|ok|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|185|1.3293315314514328e+16||certain|76|1793|Briefe auf einer Reise durch Deutschland im Jahre 1791|Karl Gottlob Köhler|Kein Eintrag vorhanden|Seite(n)154-197|259|https://www.digitale-sammlungen.de/de/view/bsb11095835?page=172|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|Kein Eintrag vorhanden|https://reise.isgv.de/logs/Q109944002|male|In und um Dresden her werden viele schöne und kunftliche Waaren und Arbeit verfertiget.|False
Pillnitz|Pillnitz|https://de.wikipedia.org/wiki/Pillnitz|510126628|138713801|Pillnitz|ok|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|186|1.0272337221479124e+16||certain|76|1793|Briefe auf einer Reise durch Deutschland im Jahre 1791|Karl Gottlob Köhler|Kein Eintrag vorhanden|Seite(n)154-197|259|https://www.digitale-sammlungen.de/de/view/bsb11095835?page=172|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|Kein Eintrag vorhanden|https://reise.isgv.de/logs/Q109944002|male|Die angenehmsten Partien über Land sind von hier aus nach Pillnitz, Uibis-gau, Moritzburg und Radeberg, woselbst ein Bad ist.|True
Moritzburg|Moritzburg|https://de.wikipedia.org/wiki/Moritzburg|511592018|136819406|Moritzburg|ok|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|186|1.2700644687472688e+16||certain|76|1793|Briefe auf einer Reise durch Deutschland im Jahre 1791|Karl Gottlob Köhler|Kein Eintrag vorhanden|Seite(n)154-197|259|https://www.digitale-sammlungen.de/de/view/bsb11095835?page=172|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|Kein Eintrag vorhanden|https://reise.isgv.de/logs/Q109944002|male|Die angenehmsten Partien über Land sind von hier aus nach Pillnitz, Uibis-gau, Moritzburg und Radeberg, woselbst ein Bad ist.|True
Radeberg|Radeberg|https://de.wikipedia.org/wiki/Radeberg|511151413|139175257|Radeberg|ok|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|186|1.4502144229515732e+16||certain|76|1793|Briefe auf einer Reise durch Deutschland im Jahre 1791|Karl Gottlob Köhler|Kein Eintrag vorhanden|Seite(n)154-197|259|https://www.digitale-sammlungen.de/de/view/bsb11095835?page=172|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|Kein Eintrag vorhanden|https://reise.isgv.de/logs/Q109944002|male|Die angenehmsten Partien über Land sind von hier aus nach Pillnitz, Uibis-gau, Moritzburg und Radeberg, woselbst ein Bad ist.|True
Dresden|Dresden|https://de.wikipedia.org/wiki/Dresden|510493286|137381437|Dresden|ok|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|186|1.3293315314514328e+16||certain|76|1793|Briefe auf einer Reise durch Deutschland im Jahre 1791|Karl Gottlob Köhler|Kein Eintrag vorhanden|Seite(n)154-197|259|https://www.digitale-sammlungen.de/de/view/bsb11095835?page=172|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|Kein Eintrag vorhanden|https://reise.isgv.de/logs/Q109944002|male|In und um Dresden her werden viele schöne und kunftliche Waaren und Arbeit verfertiget.|False
Weißer|Weissertz|https://de.wikipedia.org/wiki/Weißeritz|510191561|13677797|Weißeritz|ok|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|187|5420478851941373.0||certain|76|1793|Briefe auf einer Reise durch Deutschland im Jahre 1791|Karl Gottlob Köhler|Kein Eintrag vorhanden|Seite(n)154-197|259|https://www.digitale-sammlungen.de/de/view/bsb11095835?page=172|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|Kein Eintrag vorhanden|https://reise.isgv.de/logs/Q109944002|male|In der Glashütte an der Weissertz werden schöne Glä-ser geschnitten; der Spiegelpoliermühle vor dem Wilsdruffer Thore habe ich bei Gelegenheit der Spiegelniederlage erwähnt; Die Ufer der Weisse-ritz, wie sich besonders bei einem Spaziergange nach dem Plauenschen Grunde zeigt, bestehn aus hartem Granitstein, welcher bearbeitet wird; und die hiesige Glocken- und Stückgießerei liefern vorzügliche Arbeit Derjenigen Kunstwerke nicht zu gedenken, welche Maler, Marmorschneider und Bildhauer liefern.|False
Weißeritz|Weisseritz|https://de.wikipedia.org/wiki/Weißeritz|510191561|13677797|Weisseritz|ok|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|187|5420478851941373.0||certain|76|1793|Briefe auf einer Reise durch Deutschland im Jahre 1791|Karl Gottlob Köhler|Kein Eintrag vorhanden|Seite(n)154-197|259|https://www.digitale-sammlungen.de/de/view/bsb11095835?page=172|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|Kein Eintrag vorhanden|https://reise.isgv.de/logs/Q109944002|male|Diese liegt an der Weisseritz, am Ende der Vorstadt, nichtweit des Plauischen Grunda.|False
Plauenscher Grund|Plauenschen Grunde||510230112|13699525|Plauenscher Grund|ok|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|187|4031320384215671.0||certain|76|1793|Briefe auf einer Reise durch Deutschland im Jahre 1791|Karl Gottlob Köhler|Kein Eintrag vorhanden|Seite(n)154-197|259|https://www.digitale-sammlungen.de/de/view/bsb11095835?page=172|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|Kein Eintrag vorhanden|https://reise.isgv.de/logs/Q109944002|male|Im Garten, der gewöhnlich auch Reisewitzens ge-nannt wird, im Plauenschen Grunde, und im Brühlschen Garten habe ich in Gesellschaft mit Freunden manichmal vergnügte Stunden ver-lebt; welches aber in dem letztern zu Zeiten durch das Klirren der Ketten von Gefangenen unter-brochen wird, die täglich zu arbeiten hieher kommen.|False
