Entity_normed|Entity|Link|latitude|longitude|geocode_query|geocode_status|Subfolder|SourceFileStem|distance_to_dresden_km|historical spelling|Certainty|Index|Year|Title|Author|Travel Period|Pages|Full Page Count|Link_meta|Folder|Digitally Available at|Citable_URL|Gender|Full Sentence|osm_feature_found
Dresden|Dresden|https://de.wikipedia.org/wiki/Dresden|510493286|137381437|Dresden|ok|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|1070|1.3293315314514328e+16||certain|15|1740|Neueste Reisen durch Deutschland, Böhmen, Ungarn, die Schweitz, Italien und Lothringen|Johann Andreas Silbermann|1741|Seite(n)1052-1097|438|https://www.digitale-sammlungen.de/de/view/bsb11211808?page=1022|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|SLUB Dresden|https://reise.isgv.de/logs/Q109944172|male|On Prag bis Dresden sind sechzehen Meilen.|False
Dresden|Dresden|https://de.wikipedia.org/wiki/Dresden|510493286|137381437|Dresden|ok|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|1071|1.3293315314514328e+16||certain|15|1740|Neueste Reisen durch Deutschland, Böhmen, Ungarn, die Schweitz, Italien und Lothringen|Johann Andreas Silbermann|1741|Seite(n)1052-1097|438|https://www.digitale-sammlungen.de/de/view/bsb11211808?page=1022|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|SLUB Dresden|https://reise.isgv.de/logs/Q109944172|male|vorbringt, gehört der Stadt zu, der Wein selbste ist gemeinage Dresden.|False
Dresden|Dresden|https://de.wikipedia.org/wiki/Dresden|510493286|137381437|Dresden|ok|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|1072|1.3293315314514328e+16||certain|15|1740|Neueste Reisen durch Deutschland, Böhmen, Ungarn, die Schweitz, Italien und Lothringen|Johann Andreas Silbermann|1741|Seite(n)1052-1097|438|https://www.digitale-sammlungen.de/de/view/bsb11211808?page=1022|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|SLUB Dresden|https://reise.isgv.de/logs/Q109944172|male|An dieselbe stößt eine Galerie, worin die raren Thiere, so in Dresden lebendig gewesen ausgestopft aufgestellet sind.|False
Dresden|Stadt Dresden|https://de.wikipedia.org/wiki/Dresden|510036169|138251491|Stadt Dresden|ok|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|1073|8050366948484427.0||certain|15|1740|Neueste Reisen durch Deutschland, Böhmen, Ungarn, die Schweitz, Italien und Lothringen|Johann Andreas Silbermann|1741|Seite(n)1052-1097|438|https://www.digitale-sammlungen.de/de/view/bsb11211808?page=1022|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|SLUB Dresden|https://reise.isgv.de/logs/Q109944172|male|[PAGE_BREAK] Nachricht der Stadt Dresden.|False
Dresden|Dresden|https://en.wikipedia.org/wiki/Dresden|510493286|137381437|Dresden|ok|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|1074|1.3293315314514328e+16||certain|15|1740|Neueste Reisen durch Deutschland, Böhmen, Ungarn, die Schweitz, Italien und Lothringen|Johann Andreas Silbermann|1741|Seite(n)1052-1097|438|https://www.digitale-sammlungen.de/de/view/bsb11211808?page=1022|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|SLUB Dresden|https://reise.isgv.de/logs/Q109944172|male|1053 sich mit den Vorstädten in allen etwa auf 2500. und was die Einwohner anbelanget, versichert der Superintendent D. Valentin Soßischer, und davon genaue Nachricht haben kann, dass ihre Anzahl in Alt- und Neu-Dresden sich nicht viel über 40000. Seelen beläuft, worunter sich annähernd bei 5000 Katholiken befinden.|False
Dresden|Stadt Dresden|https://de.wikipedia.org/wiki/Dresden|510036169|138251491|Stadt Dresden|ok|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|1075|8050366948484427.0||certain|15|1740|Neueste Reisen durch Deutschland, Böhmen, Ungarn, die Schweitz, Italien und Lothringen|Johann Andreas Silbermann|1741|Seite(n)1052-1097|438|https://www.digitale-sammlungen.de/de/view/bsb11211808?page=1022|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|SLUB Dresden|https://reise.isgv.de/logs/Q109944172|male|Nachricht der Stadt Dresden.|False
Dresden|Dresden|https://de.wikipedia.org/wiki/Dresden|510493286|137381437|Dresden|ok|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|1076|1.3293315314514328e+16||certain|15|1740|Neueste Reisen durch Deutschland, Böhmen, Ungarn, die Schweitz, Italien und Lothringen|Johann Andreas Silbermann|1741|Seite(n)1052-1097|438|https://www.digitale-sammlungen.de/de/view/bsb11211808?page=1022|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|SLUB Dresden|https://reise.isgv.de/logs/Q109944172|male|Der Weiker Squ Sickgenant, lbert noch in Alt- Dresden.|False
Dresden|Dresden|https://de.wikipedia.org/wiki/Dresden|510493286|137381437|Dresden|ok|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|1077|1.3293315314514328e+16||certain|15|1740|Neueste Reisen durch Deutschland, Böhmen, Ungarn, die Schweitz, Italien und Lothringen|Johann Andreas Silbermann|1741|Seite(n)1052-1097|438|https://www.digitale-sammlungen.de/de/view/bsb11211808?page=1022|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|SLUB Dresden|https://reise.isgv.de/logs/Q109944172|male|Die meisteman zu Sermegesdtirren und Wiit-kommen [PAGE_BREAK] Nachricht der Stadt Dresden.|False
Zwinger|Zwinger|https://de.wikipedia.org/wiki/Zwinger_(Dresden)|510530296|137349775|Zwinger|ok|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|1077|3.344421863687835e+16||certain|15|1740|Neueste Reisen durch Deutschland, Böhmen, Ungarn, die Schweitz, Italien und Lothringen|Johann Andreas Silbermann|1741|Seite(n)1052-1097|438|https://www.digitale-sammlungen.de/de/view/bsb11211808?page=1022|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|SLUB Dresden|https://reise.isgv.de/logs/Q109944172|male|Galerien des Anno 1711. wurde in dem Zwinger-Gorten der Anfang Zwingers zu einen schönen Gebäude und zu trefflichen Galerien vor die Orans-gerie gemacht; nachdem aber diese einen andern bequemern Platz ge-funden, so sind nunmehr die kostbaren Cabinete von Medalien, versteinerten Dingen, raren Thieren, Insecten, Muscheln, Bernstein, mancherley Gattungen Innen und ausländischen Holzes, nebst der Bibliothec, Anatomie-Cam-mer und Sammung so wohl der Instrumente als Curiositäten, die in die Chirurgie, Chymie, Metallurgie, Geometrie, Astronomie, Mathematique, Mechanique und Botanique lauffen, bieher ge-bracht worden.|True
Dresden|Dresden|https://de.wikipedia.org/wiki/Dresden|510493286|137381437|Dresden|ok|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|1078|1.3293315314514328e+16||certain|15|1740|Neueste Reisen durch Deutschland, Böhmen, Ungarn, die Schweitz, Italien und Lothringen|Johann Andreas Silbermann|1741|Seite(n)1052-1097|438|https://www.digitale-sammlungen.de/de/view/bsb11211808?page=1022|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|SLUB Dresden|https://reise.isgv.de/logs/Q109944172|male|Lincker Hand von Haupt-Eingange fangen die Seriefacta an, und fällt so gleich ein Skeleton in die Augen, so noch in Stein liegt und von ``` [PAGE_BREAK] Nachricht der Stadt Dresden.|False
Schloss Pillnitz|Königl. Lust‑Schlosse|https://de.wikipedia.org/wiki/Schloss_Pillnitz|510087637|138688717|Schloss Pillnitz|ok|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|1078|1.0300291033070446e+16|Königl. Lust-Schlosse|certain|15|1740|Neueste Reisen durch Deutschland, Böhmen, Ungarn, die Schweitz, Italien und Lothringen|Johann Andreas Silbermann|1741|Seite(n)1052-1097|438|https://www.digitale-sammlungen.de/de/view/bsb11211808?page=1022|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|SLUB Dresden|https://reise.isgv.de/logs/Q109944172|male|Die Orangerie ist jetzt meistentheils in die Königl.|True
Dresden|Stadt Dresden|https://de.wikipedia.org/wiki/Dresden|510036169|138251491|Stadt Dresden|ok|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|1079|8050366948484427.0||certain|15|1740|Neueste Reisen durch Deutschland, Böhmen, Ungarn, die Schweitz, Italien und Lothringen|Johann Andreas Silbermann|1741|Seite(n)1052-1097|438|https://www.digitale-sammlungen.de/de/view/bsb11211808?page=1022|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|SLUB Dresden|https://reise.isgv.de/logs/Q109944172|male|Mit diesen Dingen find 42. Canmern angefüllt, und findet man erstlich die altent Staats-Rükungen [PAGE_BREAK] Nachricht der Stadt Dresden.|False
Dresden|Dresden|https://de.wikipedia.org/wiki/Dresden|510493286|137381437|Dresden|ok|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|1080|1.3293315314514328e+16||certain|15|1740|Neueste Reisen durch Deutschland, Böhmen, Ungarn, die Schweitz, Italien und Lothringen|Johann Andreas Silbermann|1741|Seite(n)1052-1097|438|https://www.digitale-sammlungen.de/de/view/bsb11211808?page=1022|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|SLUB Dresden|https://reise.isgv.de/logs/Q109944172|male|In der Mitte des Zimmers ist zu sehen das Pferd und Zeug, welches der jetzige König seit Pferde-Zeug von Dànnemarck bey einem Ritter-Spiel in Dresden gebräucht hat.|False
Dresden|Stadt Dresden|https://de.wikipedia.org/wiki/Dresden|510036169|138251491|Stadt Dresden|ok|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|1080|8050366948484427.0||certain|15|1740|Neueste Reisen durch Deutschland, Böhmen, Ungarn, die Schweitz, Italien und Lothringen|Johann Andreas Silbermann|1741|Seite(n)1052-1097|438|https://www.digitale-sammlungen.de/de/view/bsb11211808?page=1022|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|SLUB Dresden|https://reise.isgv.de/logs/Q109944172|male|Außer etlichen von Erz, Drufen und Stusten zusammen gesetzten Bergwercken siehet man auch die Stadt Dresden von einem Herrn von Pfug auf schwarzes Holz geschtetet.|False
Dresden|Dresden|https://de.wikipedia.org/wiki/Dresden|510493286|137381437|Dresden|ok|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|1081|1.3293315314514328e+16||certain|15|1740|Neueste Reisen durch Deutschland, Böhmen, Ungarn, die Schweitz, Italien und Lothringen|Johann Andreas Silbermann|1741|Seite(n)1052-1097|438|https://www.digitale-sammlungen.de/de/view/bsb11211808?page=1022|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|SLUB Dresden|https://reise.isgv.de/logs/Q109944172|male|Nachricht der Stadt Dresden und auf dem andern etliche Geschichte des neuen Bundes gar künstlich und klein mit Elfenbein eingelegt sind.|False
Dresden|Dresden|https://de.wikipedia.org/wiki/Dresden|510493286|137381437|Dresden|ok|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|1082|1.3293315314514328e+16||certain|15|1740|Neueste Reisen durch Deutschland, Böhmen, Ungarn, die Schweitz, Italien und Lothringen|Johann Andreas Silbermann|1741|Seite(n)1052-1097|438|https://www.digitale-sammlungen.de/de/view/bsb11211808?page=1022|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|SLUB Dresden|https://reise.isgv.de/logs/Q109944172|male|Nachricht von der Stadt Dresden.|False
Dresden|Dresden|https://de.wikipedia.org/wiki/Dresden|510493286|137381437|Dresden|ok|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|1083|1.3293315314514328e+16||certain|15|1740|Neueste Reisen durch Deutschland, Böhmen, Ungarn, die Schweitz, Italien und Lothringen|Johann Andreas Silbermann|1741|Seite(n)1052-1097|438|https://www.digitale-sammlungen.de/de/view/bsb11211808?page=1022|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|SLUB Dresden|https://reise.isgv.de/logs/Q109944172|male|Nachricht der Stadt Dresden.|False
Dresden|Dresden|https://de.wikipedia.org/wiki/Dresden|510493286|137381437|Dresden|ok|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|1084|1.3293315314514328e+16||certain|15|1740|Neueste Reisen durch Deutschland, Böhmen, Ungarn, die Schweitz, Italien und Lothringen|Johann Andreas Silbermann|1741|Seite(n)1052-1097|438|https://www.digitale-sammlungen.de/de/view/bsb11211808?page=1022|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|SLUB Dresden|https://reise.isgv.de/logs/Q109944172|male|Enge [PAGE_BREAK] Nachricht der Stadt Dresden.|False
Arsenal|Arsenal (Dresden)|https://de.wikipedia.org/wiki/Arsenal_(Dresden)|510768948|137595723|Arsenal (Dresden)|ok|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|1084|3.3319496779741936e+16|Arsenal|certain|15|1740|Neueste Reisen durch Deutschland, Böhmen, Ungarn, die Schweitz, Italien und Lothringen|Johann Andreas Silbermann|1741|Seite(n)1052-1097|438|https://www.digitale-sammlungen.de/de/view/bsb11211808?page=1022|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|SLUB Dresden|https://reise.isgv.de/logs/Q109944172|male|In dem Arsenal rechnet man vor 100000, mann Gewehr, und in allen 1500. metallene Geschütze, worunter die Feld-Stücke Arsenal: die kleinsten sind.|False
Japanisches Palais|Japanisches Palais|https://de.wikipedia.org/wiki/Japanisches_Palais|510598716|13737341|Japanisches Palais|ok|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|1084|1053199220547425.0|Japanische Palast|certain|15|1740|Neueste Reisen durch Deutschland, Böhmen, Ungarn, die Schweitz, Italien und Lothringen|Johann Andreas Silbermann|1741|Seite(n)1052-1097|438|https://www.digitale-sammlungen.de/de/view/bsb11211808?page=1022|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|SLUB Dresden|https://reise.isgv.de/logs/Q109944172|male|Der Japanische Palast in Alt-Dresden (a) nahe am weiss-fen Thore, gehörte sonst dem Graffen von Flemming, welcher ihn an den König vor 100000. Thaler verkaffet und etwa 20000. Thaler daran gewonnen hat.|True
Dresden|Alt‑Dresden|https://de.wikipedia.org/wiki/Altstadt_(Dresden)|51049818|136989222|Alt‑Dresden|ok|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|1084|268345501748464.0|Alt- und Neu- Dres-den|certain|15|1740|Neueste Reisen durch Deutschland, Böhmen, Ungarn, die Schweitz, Italien und Lothringen|Johann Andreas Silbermann|1741|Seite(n)1052-1097|438|https://www.digitale-sammlungen.de/de/view/bsb11211808?page=1022|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|SLUB Dresden|https://reise.isgv.de/logs/Q109944172|male|Endlich ist die Elb-Brükke zwischen Alt- und Neu- Dres-den nicht mit Stillschweigen zu übergehen, welche seit einem Jahr der= [PAGE_BREAK] LXXXVI.|False
Dresden|Neustadt an der Elbe|https://de.wikipedia.org/wiki/Neustadt_an_der_Elbe|510581166|137531252|Neustadt an der Elbe|ok|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|1084|1.3999017913835978e+16||certain|15|1740|Neueste Reisen durch Deutschland, Böhmen, Ungarn, die Schweitz, Italien und Lothringen|Johann Andreas Silbermann|1741|Seite(n)1052-1097|438|https://www.digitale-sammlungen.de/de/view/bsb11211808?page=1022|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|SLUB Dresden|https://reise.isgv.de/logs/Q109944172|male|In einem der oberen Zimmer siehet man die 48. großen Gefäße aus weissen und blauen Porcellan, vor welche (a) Vermöge einer Königlichen Verordnung, welche zu Anfang des Jahres 1731. herausgekommen ist, darf niemand fernre diesen über der Elbe gelegenen Theil der Stadt Alt-Dresden nennen, sondern er heisset von solcher Zeit an Neustadt an der Elbe.|False
Dresden|Dresden|https://de.wikipedia.org/wiki/Dresden|510493286|137381437|Dresden|ok|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|1085|1.3293315314514328e+16||certain|15|1740|Neueste Reisen durch Deutschland, Böhmen, Ungarn, die Schweitz, Italien und Lothringen|Johann Andreas Silbermann|1741|Seite(n)1052-1097|438|https://www.digitale-sammlungen.de/de/view/bsb11211808?page=1022|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|SLUB Dresden|https://reise.isgv.de/logs/Q109944172|male|Brief Nachricht von der Stadt Dresden.|False
Dresden|Dresden|https://de.wikipedia.org/wiki/Dresden|510493286|137381437|Dresden|ok|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|1086|1.3293315314514328e+16||certain|15|1740|Neueste Reisen durch Deutschland, Böhmen, Ungarn, die Schweitz, Italien und Lothringen|Johann Andreas Silbermann|1741|Seite(n)1052-1097|438|https://www.digitale-sammlungen.de/de/view/bsb11211808?page=1022|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|SLUB Dresden|https://reise.isgv.de/logs/Q109944172|male|Die Fabrique des gemeinen Porcellans ist nahe vor Dresden, das recht feine und kostbare aber wird mit vielem Geheimnis auf dem Schlöße zu Meissen bereitet.|False
Dresden|Dresden|https://de.wikipedia.org/wiki/Dresden|510493286|137381437|Dresden|ok|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|1087|1.3293315314514328e+16||certain|15|1740|Neueste Reisen durch Deutschland, Böhmen, Ungarn, die Schweitz, Italien und Lothringen|Johann Andreas Silbermann|1741|Seite(n)1052-1097|438|https://www.digitale-sammlungen.de/de/view/bsb11211808?page=1022|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|SLUB Dresden|https://reise.isgv.de/logs/Q109944172|male|Nachricht von der Stadt Dresden.|False
Japanisches Palais|Japanisches Palais (Japanischer Palast)|https://de.wikipedia.org/wiki/Japanisches_Palais|510598716|13737341|Japanisches Palais|ok|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|1087|1053199220547425.0|Japanischen Pallaste|certain|15|1740|Neueste Reisen durch Deutschland, Böhmen, Ungarn, die Schweitz, Italien und Lothringen|Johann Andreas Silbermann|1741|Seite(n)1052-1097|438|https://www.digitale-sammlungen.de/de/view/bsb11211808?page=1022|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|SLUB Dresden|https://reise.isgv.de/logs/Q109944172|male|Die Aussicht aus dem Japanischen Pallaste über die Elbe nach Dresden und den umligenden Höhen ist vortrefflich, und dieses vermutlich die Ursache, warum man lieber das schon aufgeführte Schone Gebäude abbricht, als mit Vienbehaltung desselben einen andern Platz zu Des Königs Absichten wehlet.|True
Dresden|Dresden|https://de.wikipedia.org/wiki/Dresden|510493286|137381437|Dresden|ok|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|1088|1.3293315314514328e+16||certain|15|1740|Neueste Reisen durch Deutschland, Böhmen, Ungarn, die Schweitz, Italien und Lothringen|Johann Andreas Silbermann|1741|Seite(n)1052-1097|438|https://www.digitale-sammlungen.de/de/view/bsb11211808?page=1022|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|SLUB Dresden|https://reise.isgv.de/logs/Q109944172|male|Die Aussicht aus dem Japanischen Pallaste über die Elbe nach Dresden und den umligenden Höhen ist vortrefflich, und dieses vermutlich die Ursache, warum man lieber das schon aufgeführte Schone Gebäude abbricht, als mit Vienbehaltung desselben einen andern Platz zu Des Königs Absichten wehlet.|False
Dresden|Stadt Dresden|https://de.wikipedia.org/wiki/Dresden|510036169|138251491|Stadt Dresden|ok|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|1088|8050366948484427.0||certain|15|1740|Neueste Reisen durch Deutschland, Böhmen, Ungarn, die Schweitz, Italien und Lothringen|Johann Andreas Silbermann|1741|Seite(n)1052-1097|438|https://www.digitale-sammlungen.de/de/view/bsb11211808?page=1022|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|SLUB Dresden|https://reise.isgv.de/logs/Q109944172|male|Brief Nachricht von der Stadt Dresden.|False
Sophienkirche|Kirche S. Sophie|https://de.wikipedia.org/wiki/St._Sophienkirche_(Dresden)|510513752|137348664|Sophienkirche (Dresden)|ok|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|1088|2.0173271156536336e+16||certain|15|1740|Neueste Reisen durch Deutschland, Böhmen, Ungarn, die Schweitz, Italien und Lothringen|Johann Andreas Silbermann|1741|Seite(n)1052-1097|438|https://www.digitale-sammlungen.de/de/view/bsb11211808?page=1022|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|SLUB Dresden|https://reise.isgv.de/logs/Q109944172|male|dienen, die prospects von der Kirche S. Sophie, und verschiedene Trachten sowohl der Türcken überhaupt, als insbesondere der vornehmen Hof-Bedienten.|False
Orangerie|Garten der Orangerie|https://de.wikipedia.org/wiki/Orangerie_(Dresden)|510546701|137294663|Garten der Orangerie|ok|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|1088|7247557732718765.0|Orangerie|certain|15|1740|Neueste Reisen durch Deutschland, Böhmen, Ungarn, die Schweitz, Italien und Lothringen|Johann Andreas Silbermann|1741|Seite(n)1052-1097|438|https://www.digitale-sammlungen.de/de/view/bsb11211808?page=1022|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|SLUB Dresden|https://reise.isgv.de/logs/Q109944172|male|Garten der Orangerie.|True
Dresden|Dresden|https://de.wikipedia.org/wiki/Dresden|510493286|137381437|Dresden|ok|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|1089|1.3293315314514328e+16||certain|15|1740|Neueste Reisen durch Deutschland, Böhmen, Ungarn, die Schweitz, Italien und Lothringen|Johann Andreas Silbermann|1741|Seite(n)1052-1097|438|https://www.digitale-sammlungen.de/de/view/bsb11211808?page=1022|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|SLUB Dresden|https://reise.isgv.de/logs/Q109944172|male|Brief: Nachricht von der Stadt Dresden, 1089 che beyde lezte Arten aus dem berühmten Gartem des Herren von Münchhausen zu Schwebber hieher gebracht worden.|False
Dresden|Alt-Dresden|https://de.wikipedia.org/wiki/Altstadt_(Dresden)|51049818|136989222|Alt-Dresden|ok|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|1089|268345501748464.0||certain|15|1740|Neueste Reisen durch Deutschland, Böhmen, Ungarn, die Schweitz, Italien und Lothringen|Johann Andreas Silbermann|1741|Seite(n)1052-1097|438|https://www.digitale-sammlungen.de/de/view/bsb11211808?page=1022|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|SLUB Dresden|https://reise.isgv.de/logs/Q109944172|male|Das Jäger-und Löwen-Haus ist in Alt-Dresden und steht sicher Haus-man darinn etliche Löwen, Tyger, Stachel-Schweine, Luchse, eine Zibeth-Kröze, einen Corax und andere Affen, den Feind des Sc IX codils Ichneumon, mit einem langen Schwanz und langen Maus-le, desgleichen zween Leoparden, deren jeder bey 2000. Thaler ko-stet.|False
Dresden|Dresden|https://de.wikipedia.org/wiki/Dresden|510493286|137381437|Dresden|ok|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|1090|1.3293315314514328e+16||certain|15|1740|Neueste Reisen durch Deutschland, Böhmen, Ungarn, die Schweitz, Italien und Lothringen|Johann Andreas Silbermann|1741|Seite(n)1052-1097|438|https://www.digitale-sammlungen.de/de/view/bsb11211808?page=1022|015_1740_Neueste_Reisen_durch_Deutschland,_Böhmen,_Ungarn,_die_Schweitz,_Italien_und_Lothringen|SLUB Dresden|https://reise.isgv.de/logs/Q109944172|male|"Leinheit der Stadt Dresden gegen Plauen war nach des De} Herrn v. berühmten Herren von Tschirnhausen, Angela eine Pol und Polir-Mußle angelegt,"" welche durch Wittigner verbessert wor-den, Polir-Mußle [PAGE_BREAK] 1090 LXXXVI."|False
