URL|Places
https://reise.isgv.de/logs/Q109944103|"Dresden | Pillnitz | Tharandt | Freiberg | Kleinschirma | Oederan | Flöha | Lichtenwalde | Ebersdorf | Hohenstein-Ernstthal | Waldenburg | Glauchau | Zwickau | Schedewitz/Geinitzsiedlung | Wiesenburg bei Wildenfels | Schneeberg | Bad Schlema | Mittweida | Scheibenberg | Schlettau | Annaberg-Buchholz | Pöhlberg | Thermalbad Wiesenbad (Ortsteil) | Wolkenstein | Lengefeld | Lengefeld | Brand-Erbisdorf | Dresden | Freiberg | Brand-Erbisdorf | Meißen"
https://reise.isgv.de/logs/Q109944032|"Dresden | Stolpen | Weißer Hirsch | Bühlau | Weißig | Schmiedefeld | Großharthau | Bischofswerda | Bischofswerda | Wölkau | Spittwitz | Göda | Bautzen | Bautzen | Plotzen | Schöps | Reichenbach/O.L. | Markersdorf | Holtendorf | Görlitz | Biesnitz | Landeskrone | Landeskrone | Landeskrone | Weinhübel | Deutsch Ossig | Leuba | Altstadt | Ostritz | Kloster St. Marienthal | Rosenthal (Zittau) | Hirschfelde | Zittau | Zittau | Olbersdorf | Oybin | Oybin | Oberseifersdorf | Großhennersdorf | Herrnhut | Herrnhut | Strahwalde | Ottenhain | Löbau | Nechen | Plotzen | Hochkirch | Bautzen | Kleinwelka | Bautzen | Kleinwelka | Bautzen | Kleinwelka | Göda | Schmiedefeld | Weißig | Dresden"
https://reise.isgv.de/logs/Q109944031|"Dresden | Bühlau | Weißig | Fischbach | Schmiedefeld | Großharthau | Goldbach | Bischofswerda | Wölkau | Spittwitz | Göda | Bautzen | Hochkirch | Plotzen | Hochkirch | Schöps | Reichenbach/O.L. | Markersdorf | Königshain | Görlitz | Biesnitz | Landeskrone | Königshain | Königshain | Hirschfelde | Görlitz | Deutsch Ossig | Leuba | Ostritz | Altstadt | Ostritz | Zittau | Kloster St. Marienthal | Rosenthal (Zittau) | Zittau | Oybin | Oybin | Oberseifersdorf | Großhennersdorf | Herrnhut | Herrnhut | Strahwalde | Ottenhain | Löbau | Plotzen | Hochkirch | Königshain | Bautzen | Kleinwelka | Bautzen | Kleinwelka | Bautzen | Göda | Weißig | Dresden"
https://reise.isgv.de/logs/Q109944030|"Dresden | Großdobritz | Pirna | Copitz | Copitz | Niederposta | Oberposta | Stadt Wehlen | Rathen | Rathen | Rathen | Stadt Wehlen | Dorf Wehlen | Lohmen | Niederposta"
https://reise.isgv.de/logs/Q109944029|"Dresden | Prohlis | Reick | Seidnitz | Großdobritz | Leuben | Großzschachwitz | Sporbitz | Mügeln | Mügeln | Mügeln | Heidenau | Großsedlitz | Dresden | Pillnitz | Borsberg | Pirna"
https://reise.isgv.de/logs/Q109944122|"Außig | Pirna | Dresden"
https://reise.isgv.de/logs/Q109943994|"Dresden | Meißen | Leipzig | Weimar | Erfurt"
https://reise.isgv.de/logs/Q109943978|"Rippach | Drei Gleichen | Erfurt | Salsitz | Meineweh | Bad Kösen | Naumburg | Weißenfels | Lützen | Rippach | Leipzig | Wermsdorf | Hubertusburg | Zehren | Meißen | Meißen | Siebeneichen | Dresden | Plauen | Dresden | Pillnitz | Borsberg | Dresden | Oberlausitz | Bautzen | Görlitz | Landeskrone | Altenberg | Zinnwald-Georgenfeld | Bobritzsch-Hilbersdorf | Frauenstein | Süßenbach | Freiberg"
https://reise.isgv.de/logs/Q109943940|"Bad Schandau | Ostrau | Bad Schandau | Festung Königstein | Pirna | Posta | Lohmen | Stadt Wehlen | Pillnitz | Dresden"
https://reise.isgv.de/logs/Q109944163|"Zerbst/Anhalt | Wörlitz | Dessau | Groß Rosenburg | Barby | Quedlinburg | Gernrode | Quedlinburg | Ballenstedt | Quedlinburg | Ballenstedt | Thale | Blankenburg | Rübeland | Rübeland | Rübeland | Neuwerk | Tanne | Blankenburg | Blankenburg | Aschersleben | Bernburg | Halle (Saale) | Bad Lauchstädt | Milzau | Benndorf | Neumark | Markröhlitz | Naumburg | Kloster Goseck | Schloss Neuenburg | Bad Bibra | Schulpforte | Bad Kösen | Saaleck | Burg Saaleck | Naumburg | Camburg | Dornburg | Dornburg | Apolda | Bürgel | Jena | Naumburg | Schellsitz | Possenhain | Schönburg | Weißenfels | Rippach | Weißenfels | Lindenau | Leipzig | Breitenfeld | Taucha | Sellerhausen | Zweinaundorf | Borsdorf | Pegau | Groitzsch | Machern | Wurzen | Calbitz | Großböhla | Dahlen | Collm | Wermsdorf | Oschatz | Meißen | Meißen | Zscheila | Meißen | Robschütz | Miltitz | Munzig | Scharfenberg (Klipphausen) | Bohnitzsch | Meißen | Dresden | Tharandt | Kesselsdorf | Sachsen | Dresden | Pillnitz | Königstein | Pirna | Lohmen | Stolpen | Hohnstein | Seifersdorf | Bad Schandau | Lockwitz | Weesenstein | Dresden | Radeberg | Dresden | Großenhain"
https://reise.isgv.de/logs/Q109944093|"Treuenbrietzen | Lutherstadt Wittenberg | Coswig | Wörlitz | Dessau | Dessau | Zerbst/Anhalt | Halle (Saale) | Halle (Saale) | Giebichenstein | Kröllwitz | Petersberg | Bad Lauchstädt | Roßbach | Eisleben | Merseburg | Bad Dürrenberg | Leipzig | Störmthal | Machern | Zwenkau | Miltitz | Leipzig | Borsdorf | Wurzen | Hubertusburg | Oschatz | Meißen | Buschbad | Meißen | Scharfenberg (Klipphausen) | Gauernitz | Briesnitz | Brockwitz | Zitzschewig | Dresden | Lockwitz | Lockwitz | Kreischa | Dohna | Weesenstein | Plauen | Plauen | Tharandt | Freiberg | Nossen | Kloster Altzella | Seifersdorf | Augustusbad | Zschonergrund | Moritzburg | Dresden | Pillnitz | Lohmen | Bad Schandau | Sächsische Schweiz | Königstein | Pirna | Zehista | Berggießhübel | Bad Gottleuba"
https://reise.isgv.de/logs/Q109943991|"Leipzig | Waldheim | Dresden | Sonnenstein"
https://reise.isgv.de/logs/Q109943939|"Hellendorf | Dresden | Dresden | Delitzsch | Leipzig | Lützen | Weißenfels | Naumburg | Weimar | Erfurt | Gotha | Waltershausen | Eisenach"
https://reise.isgv.de/logs/Q109943980|"Judenbach | Gräfenthal | Saalfeld/Saale | Jena | Naschhausen | Dorndorf-Steudnitz | Dornburg | Naumburg | Zeitz | Leipzig | Bad Düben | Pretzsch (Elbe) | Jessen | Großenhain | Dresden | Meißen | Oschatz | Wurzen | Leipzig | Weißenfels | Gräfenthal | Saalfeld/Saale | Dornburg | Naumburg"
https://reise.isgv.de/logs/Q109943935|"Dresden | Wurzen | Hubertusburg | Leipzig"
https://reise.isgv.de/logs/Q109944046|"Kahla | Kahla | Jena | Erfurt | Gotha | Creuzburg | Lutherstadt Wittenberg | Mansfeld | Eisleben | Halle (Saale) | Merseburg | Leipzig | Altranstädt | Lützen | Meißen | Freiberg | Schneeberg | Dresden | Pillnitz | Königstein"
