Entity_normed|Entity|Link|latitude|longitude|geocode_query|geocode_status|Subfolder|SourceFileStem|distance_to_dresden_km|historical spelling|Certainty|Index|Year|Title|Author|Travel Period|Pages|Full Page Count|Link_meta|Folder|Digitally Available at|Citable_URL|Gender|Full Sentence|osm_feature_found
Pirna|Pirna|https://de.wikipedia.org/wiki/Pirna|509616923|139386643|Pirna|ok|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|36|1.7198782687222988e+16||certain|55|1786|Briefe über Sachsen von einem Reisenden|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)16-68|156|https://www.digitale-sammlungen.de/de/view/bsb10466437?q=%28Briefe+%C3%BCber+Sachsen+von+einem+Reisenden%29&page=20,21|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|BSB München|https://reise.isgv.de/logs/Q109944000|male|Auf dem Weinberge hat man die herrlichste Aussicht über die ganze Ebene von Dresden bis fast nach Meißen und Pirna; hinter sich aber die große Haide mit einigen Dörfern.|True
Moritzburg|Morizburg|https://de.wikipedia.org/wiki/Moritzburg|511592018|136819406|Moritzburg|ok|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|36|1.2700644687472688e+16||certain|55|1786|Briefe über Sachsen von einem Reisenden|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)16-68|156|https://www.digitale-sammlungen.de/de/view/bsb10466437?q=%28Briefe+%C3%BCber+Sachsen+von+einem+Reisenden%29&page=20,21|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|BSB München|https://reise.isgv.de/logs/Q109944000|male|Dieses ist Morizburg: ein Lustschloß des Kurfürsten, dem er seine vorzügliche Gewogenheit geschenkt hat, und vielleicht manchen Sommer da zubrin- würde, wahre die Luft nicht wegen des lumpfe gen Bodens in der heißen Jahreszeit ungesund.|True
Moritzburg|Morizburg|https://de.wikipedia.org/wiki/Schloss_Moritzburg|511592018|136819406|Moritzburg|ok|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|39|1.2700644687472688e+16||certain|55|1786|Briefe über Sachsen von einem Reisenden|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)16-68|156|https://www.digitale-sammlungen.de/de/view/bsb10466437?q=%28Briefe+%C3%BCber+Sachsen+von+einem+Reisenden%29&page=20,21|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|BSB München|https://reise.isgv.de/logs/Q109944000|male|In diesem Thiergarten jagt der Churfürst im Herbst sehr oft, wo er alsdann in Morizburg speiset, und bisweilen Abends spät erst nach Dres den wieder zurück kommt.|True
Weißer Hirsch|Weißer Hirsch|https://de.wikipedia.org/wiki/Jagdschloss_Weißer_Hirsch|510641586|138226878|Weißer Hirsch|ok|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|44|616080823101725.0|weisse Hirsch,|certain|55|1786|Briefe über Sachsen von einem Reisenden|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)16-68|156|https://www.digitale-sammlungen.de/de/view/bsb10466437?q=%28Briefe+%C3%BCber+Sachsen+von+einem+Reisenden%29&page=20,21|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|BSB München|https://reise.isgv.de/logs/Q109944000|male|Eine Stunde von der Stadt, an der Straße nach Bauzen, liegt der weisse Hirsch, ein Jagd-haus, welches mehr wegen der dahin angelegten neuen Straße, als anderer Ursachen wegen, bemer-kenswerth ist.|True
Weißer Hirsch|Weißer Hirsch|https://de.wikipedia.org/wiki/Weißer_Hirsch_(Dresden)|510641586|138226878|Weißer Hirsch|ok|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|45|616080823101725.0|weißen Hirsch|certain|55|1786|Briefe über Sachsen von einem Reisenden|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)16-68|156|https://www.digitale-sammlungen.de/de/view/bsb10466437?q=%28Briefe+%C3%BCber+Sachsen+von+einem+Reisenden%29&page=20,21|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|BSB München|https://reise.isgv.de/logs/Q109944000|male|Zur Un-terhaltung der Straße ist auf dem weißen Hirsch ein Zoll angelegt, wesisblst die mit Körbern oder Butten gehend Leute einen, obchon geringen Zoll, entrichten müssen.|True
Pirna|Pirna|https://de.wikipedia.org/wiki/Pirna|509616923|139386643|Pirna|ok|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|46|1.7198782687222988e+16||certain|55|1786|Briefe über Sachsen von einem Reisenden|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)16-68|156|https://www.digitale-sammlungen.de/de/view/bsb10466437?q=%28Briefe+%C3%BCber+Sachsen+von+einem+Reisenden%29&page=20,21|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|BSB München|https://reise.isgv.de/logs/Q109944000|male|Auf dem Weinberge hat man die herrlichste Aussicht über die ganze Ebene von Dresden bis fast nach Meißen und Pirna; hinter sich aber die große Haide mit einigen Dörfern.|True
Pillnitz|Pillnitz|https://de.wikipedia.org/wiki/Pillnitz|510126628|138713801|Pillnitz|ok|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|46|1.0272337221479124e+16||certain|55|1786|Briefe über Sachsen von einem Reisenden|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)16-68|156|https://www.digitale-sammlungen.de/de/view/bsb10466437?q=%28Briefe+%C3%BCber+Sachsen+von+einem+Reisenden%29&page=20,21|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|BSB München|https://reise.isgv.de/logs/Q109944000|male|Vor einigen Jahrhundert ist auch ein Komödienhaus hier von Fachwerk mit Ziegeln erbaut wor-den, wo gemeiniglich im Sommer sich irgend eine herumziehende Schauspieler-Truppe einsin-det, so lange spielt, bis nach Zurückkunft des Hos-fes von Pillnitz, das Hoftheater wieder eröf net wird.|True
Zwinger|Zwinger|https://de.wikipedia.org/wiki/Zwinger_(Dresden)|510530296|137349775|Zwinger|ok|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|47|3.344421863687835e+16||certain|55|1786|Briefe über Sachsen von einem Reisenden|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)16-68|156|https://www.digitale-sammlungen.de/de/view/bsb10466437?q=%28Briefe+%C3%BCber+Sachsen+von+einem+Reisenden%29&page=20,21|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|BSB München|https://reise.isgv.de/logs/Q109944000|male|Wenn man durch die schöne Linden-Allee, wel-che vom dem Zwinger an, bis in die Friedrichstädtischbre vorstadt führet, und über die Weispritz Brüc.|True
Übigau|Qebigau||510713098|136931327|Übigau|ok|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|52|3.864371826432958e+16||certain|55|1786|Briefe über Sachsen von einem Reisenden|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)16-68|156|https://www.digitale-sammlungen.de/de/view/bsb10466437?q=%28Briefe+%C3%BCber+Sachsen+von+einem+Reisenden%29&page=20,21|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|BSB München|https://reise.isgv.de/logs/Q109944000|male|Wenn man, anstatt sich nach Qebigau übertragen zu lassen, auf dem nicht allzu hohen Elbf er hingetet, kommt man da, wo sich der Boden nach und nach zu einem steilen Ufer und endlich zu einem Berge erhebet, in das Dorf Priesniz, wo selbstd Vischoss iennno einen Hoff hatte, der jetzt dem Quasi Baron Eibesch 축 gehöret, welcher ihn, nebst den an der Elbe liegenden Garten, nach seiner Phantasie eingerichtet hat.|True
großer Garten|Großer Garten|https://de.wikipedia.org/wiki/Gro%C3%9Fer_Garten|510370109|137673639|Großer Garten|ok|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|55|2.575681081904725e+16|Garten|certain|55|1786|Briefe über Sachsen von einem Reisenden|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)16-68|156|https://www.digitale-sammlungen.de/de/view/bsb10466437?q=%28Briefe+%C3%BCber+Sachsen+von+einem+Reisenden%29&page=20,21|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|BSB München|https://reise.isgv.de/logs/Q109944000|male|Wenn man, anstatt sich nach Qebigau übertragen zu lassen, auf dem nicht allzu hohen Elbf er hingetet, kommt man da, wo sich der Boden nach und nach zu einem steilen Ufer und endlich zu einem Berge erhebet, in das Dorf Priesniz, wo selbstd Vischoss iennno einen Hoff hatte, der jetzt dem Quasi Baron Eibesch 축 gehöret, welcher ihn, nebst den an der Elbe liegenden Garten, nach seiner Phantasie eingerichtet hat.|False
Pesterwitz|Pesterwitz|https://de.wikipedia.org/wiki/Pesterwitz|510281105|136539668|Pesterwitz|ok|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|58|6331743079927993.0||certain|55|1786|Briefe über Sachsen von einem Reisenden|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)16-68|156|https://www.digitale-sammlungen.de/de/view/bsb10466437?q=%28Briefe+%C3%BCber+Sachsen+von+einem+Reisenden%29&page=20,21|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|BSB München|https://reise.isgv.de/logs/Q109944000|male|Ohnweit diesem Gunde, wenn man hinausge-het, rechts, sind bei dem Dorfe Pesterwitz ver-schiedene Steinkohlenminen, die sehr einträglich sind, und aus welchen Dresden viel Feuerung erhält, da in den VorderLEN fast nichts als Steinkohlen gebraunt werden.|True
Japanisches Palais|Japanisches Palais|https://de.wikipedia.org/wiki/Japanisches_Palais|510598716|13737341|Japanisches Palais|ok|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|67|1053199220547425.0|Japanische Palais|certain|55|1786|Briefe über Sachsen von einem Reisenden|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)16-68|156|https://www.digitale-sammlungen.de/de/view/bsb10466437?q=%28Briefe+%C3%BCber+Sachsen+von+einem+Reisenden%29&page=20,21|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|BSB München|https://reise.isgv.de/logs/Q109944000|male|Ein gemeinnütz-ges, und jedem Liebhaber der Wissenschaften ge-wis angenehmes Institut wird die hiesige Biblio-thek in Zukunft werden, da man sie in das be-genannte Japanische Palais bringen und Studie-den bestimmen will, wo es jedem freistehen soll, in den Büchern und Handschriften herum zu C e [PAGE_BREAK] ( 68 ) führen, zu welchem Ende, Tische mit dazu gehörigen Schreibzeug, hingelegt werden sollen, um auch Exzertent machen zu können.|True
Moritzburg|Moritzburg|https://de.wikipedia.org/wiki/Schloss_Moritzburg|511592018|136819406|Moritzburg|ok|058_1787_Reise_von_Wien_über_Prag,_Dresden_und_durch_einen_Theil_der_Lausitz_nach_Berlin_und_Potsdam|00000070.tif.original|1.2700644687472688e+16||certain|58|1787|Reise von Wien über Prag, Dresden und durch einen Theil der Lausitz nach Berlin und Potsdam|Gottfried von Rotenstein|1784|Seite(n)69-71|134|https://digital.slub-dresden.de/werkansicht/dlf/55644/83|058_1787_Reise_von_Wien_über_Prag,_Dresden_und_durch_einen_Theil_der_Lausitz_nach_Berlin_und_Potsdam|SLUB Dresden|https://reise.isgv.de/logs/Q105102299|male|纯 az 2 Pays食 榕树塑0.Grëen 기과 睡 陵高； ：ường Ioseя м $a^2 + b^2 + c^2 = 5$ [PAGE_BREAK] Dann reiste ich an einem Nachmittag nach Moritzburg, einem Kurfürstl.|True
Frauenkirche|Frauen‑Kirche (Frauenkirche Dresden)|https://de.wikipedia.org/wiki/Frauenkirche_Dresden|51051957|137416198|Frauenkirche Dresden|ok|059_1787_Reise_von_Wien_über_Prag,_Dresden_und_durch_einen_Theil_der_Lausitz_nach_Berlin_und_Potsdam|00000028.tif.original|3.4806721038579984e+16|Frauen-Kirche.|certain|59|1787|Reise von Wien über Prag, Dresden und durch einen Theil der Lausitz nach Berlin und Potsdam|Hester Thrale|Kein Eintrag vorhanden|Seite(n)13-49|413|https://digital.slub-dresden.de/werkansicht/dlf/55644/27|059_1787_Reise_von_Wien_über_Prag,_Dresden_und_durch_einen_Theil_der_Lausitz_nach_Berlin_und_Potsdam|BSB München|https://reise.isgv.de/logs/Q109944043|female|Unter den Palästen sind der Brühlische und Graf Coselische die schönsten; unter den Kirchen die katholische und die Frauen-Kirche.|True
Residenzschloss|Kurfürstl. Schloß (Residenzschloss Dresden)|https://de.wikipedia.org/wiki/Residenzschloss_Dresden|510525674|137366105|Residenzschloss Dresden|ok|059_1787_Reise_von_Wien_über_Prag,_Dresden_und_durch_einen_Theil_der_Lausitz_nach_Berlin_und_Potsdam|00000028.tif.original|2.4577605419692456e+16|Schlosse|certain|59|1787|Reise von Wien über Prag, Dresden und durch einen Theil der Lausitz nach Berlin und Potsdam|Hester Thrale|Kein Eintrag vorhanden|Seite(n)13-49|413|https://digital.slub-dresden.de/werkansicht/dlf/55644/27|059_1787_Reise_von_Wien_über_Prag,_Dresden_und_durch_einen_Theil_der_Lausitz_nach_Berlin_und_Potsdam|BSB München|https://reise.isgv.de/logs/Q109944043|female|Schade ist es, dass die katholische Kirche vor dem Schlosse steht, denn sie benimmt auf dieser Seite fast allen Prospect.|False
Zwinger|Zwinger|https://de.wikipedia.org/wiki/Zwinger_(Dresden)|510530296|137349775|Zwinger|ok|059_1787_Reise_von_Wien_über_Prag,_Dresden_und_durch_einen_Theil_der_Lausitz_nach_Berlin_und_Potsdam|00000028.tif.original|3.344421863687835e+16||certain|59|1787|Reise von Wien über Prag, Dresden und durch einen Theil der Lausitz nach Berlin und Potsdam|Hester Thrale|Kein Eintrag vorhanden|Seite(n)13-49|413|https://digital.slub-dresden.de/werkansicht/dlf/55644/27|059_1787_Reise_von_Wien_über_Prag,_Dresden_und_durch_einen_Theil_der_Lausitz_nach_Berlin_und_Potsdam|BSB München|https://reise.isgv.de/logs/Q109944043|female|Auch ein schönes porcellain-nes Damenhreds und Schachspiel war hier zu seh ``` [PAGE_BREAK] 31 Das Zwinger-Gebäude, nicht weit vom Schlosse, hat August II. im Jahr 1711 angelegt.|True
Rüstkammer|Rüst‑Kammer||510525437|137374376|Rüstkammer|ok|059_1787_Reise_von_Wien_über_Prag,_Dresden_und_durch_einen_Theil_der_Lausitz_nach_Berlin_und_Potsdam|00000036.tif.original|238562861861314.0|Rüst-Kammer|certain|59|1787|Reise von Wien über Prag, Dresden und durch einen Theil der Lausitz nach Berlin und Potsdam|Hester Thrale|Kein Eintrag vorhanden|Seite(n)13-49|413|https://digital.slub-dresden.de/werkansicht/dlf/55644/27|059_1787_Reise_von_Wien_über_Prag,_Dresden_und_durch_einen_Theil_der_Lausitz_nach_Berlin_und_Potsdam|BSB München|https://reise.isgv.de/logs/Q109944043|female|Die Rüst-Kammer besteht aus einem alten Gebäude, welches ziemlich Gotisch und schwarz aussiehet, desto mehr sieht man aber inwendig.|False
Residenzschloss|Schloss Dresden|https://de.wikipedia.org/wiki/Residenzschloss_Dresden|510087637|138688717|Schloss Dresden|ok|059_1787_Reise_von_Wien_über_Prag,_Dresden_und_durch_einen_Theil_der_Lausitz_nach_Berlin_und_Potsdam|00000045.tif.original|1.0300291033070446e+16|Schlosse|certain|59|1787|Reise von Wien über Prag, Dresden und durch einen Theil der Lausitz nach Berlin und Potsdam|Hester Thrale|Kein Eintrag vorhanden|Seite(n)13-49|413|https://digital.slub-dresden.de/werkansicht/dlf/55644/27|059_1787_Reise_von_Wien_über_Prag,_Dresden_und_durch_einen_Theil_der_Lausitz_nach_Berlin_und_Potsdam|BSB München|https://reise.isgv.de/logs/Q109944043|female|Im Jahr 1765 bei der zweiten Vermähleng des em Kra [PAGE_BREAK] 4 Kaisers Joseph mit der baierischen Prinzessin, Maria Josepha, war der ganze Garten samt dem auf dem Berge im Transportent des Schlosses liegenden Glorier- Gebäude mit 140000 Lampen herrlich erleuchtet, besonders das Glorier sahe einem prächtig erleuchteten Feen-Schlosse gleich.|False
Zwinger|Zwinger|https://de.wikipedia.org/wiki/Zwinger_(Dresden)|510530296|137349775|Zwinger|ok|059_1787_Reise_von_Wien_über_Prag,_Dresden_und_durch_einen_Theil_der_Lausitz_nach_Berlin_und_Potsdam|00000046.tif.original|3.344421863687835e+16||certain|59|1787|Reise von Wien über Prag, Dresden und durch einen Theil der Lausitz nach Berlin und Potsdam|Hester Thrale|Kein Eintrag vorhanden|Seite(n)13-49|413|https://digital.slub-dresden.de/werkansicht/dlf/55644/27|059_1787_Reise_von_Wien_über_Prag,_Dresden_und_durch_einen_Theil_der_Lausitz_nach_Berlin_und_Potsdam|BSB München|https://reise.isgv.de/logs/Q109944043|female|Gegen die Elbe zu ist es 200 Schritt breit, und nach dem Zwinger zu 120 lang.|True
Pirna|Pirna|https://de.wikipedia.org/wiki/Pirna|509616923|139386643|Pirna|ok|061_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000142.tif.original|1.7198782687222988e+16||certain|61|1790|Bemerkungen auf einer Reise von Thorn durch Posen nach Sachsen|Johann Christoph Hornuff|Kein Eintrag vorhanden|Seite(n)142-144|192|https://digital.slub-dresden.de/werkansicht/dlf/1821/154|061_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|SLUB Dresden|https://reise.isgv.de/logs/Q109943992|male|Pirna hat ein Stapelrecht; die aus Böhmen auf dem Elbstrome kommen-den Produkte, die in Holz, Gemüsen, Obf, Getreide, Hopfen, Butter u. s. w. bestehen, müssen drey (Sonnenscheine) Tage daselbst am Ufer liegen und den Bürgern zum Verkauf ange= [PAGE_BREAK] von Zhorn nach Sachsen.|True
Pirna|Pirna|https://de.wikipedia.org/wiki/Pirna|509616923|139386643|Pirna|ok|061_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000143.tif.original|1.7198782687222988e+16||certain|61|1790|Bemerkungen auf einer Reise von Thorn durch Posen nach Sachsen|Johann Christoph Hornuff|Kein Eintrag vorhanden|Seite(n)142-144|192|https://digital.slub-dresden.de/werkansicht/dlf/1821/154|061_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|SLUB Dresden|https://reise.isgv.de/logs/Q109943992|male|Aber ein geschickter und vermögender Mann ward vor einigen Jahren in Pirna sesshaft und macht jetzt so vortreffliches Geschirr und so geschmackvolle Stubenöfen, dass seine Ware bis Hamburg Absatz findet.|True
Brühlscher Garten|Brühl (Dresden)|https://de.wikipedia.org/wiki/Brühl_(Dresden)|510534105|13740608|Brühl (Dresden)|ok|062_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000107.tif.original|4068474779777621.0|Brühlischen|certain|62|1790|Bemerkungen auf einer Reise von Thorn durch Posen nach Sachsen|Johann Christoph Hornuff|Kein Eintrag vorhanden|Seite(n)106-122|192|https://digital.slub-dresden.de/werkansicht/dlf/1821/118|062_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|SLUB Dresden|https://reise.isgv.de/logs/Q109943992|male|95 in dem Brühlischen auf dem Walle an der Elbe befindlichen Gartse aufgestellt ist, und jetzt dem Architekten gehört.|True
Pirna|Pirna|https://de.wikipedia.org/wiki/Pirna|509616923|139386643|Pirna|ok|062_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000107.tif.original|1.7198782687222988e+16||certain|62|1790|Bemerkungen auf einer Reise von Thorn durch Posen nach Sachsen|Johann Christoph Hornuff|Kein Eintrag vorhanden|Seite(n)106-122|192|https://digital.slub-dresden.de/werkansicht/dlf/1821/118|062_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|SLUB Dresden|https://reise.isgv.de/logs/Q109943992|male|Ihre Gegenstände sind die schönsten Plätze von Dresden und die Propekte von der Vestung Sonnenstein und der dabei liegenden Stadt Pirna, welche von allen Seiten aufgehen men sind; alles täuschend wahr.|True
Palaisgarte|Palaisgarten|https://de.wikipedia.org/wiki/Palaisgarten_(Dresden)|510598882|137363137|Palaisgarten|ok|062_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000110.tif.original|1.0572909258301512e+16||certain|62|1790|Bemerkungen auf einer Reise von Thorn durch Posen nach Sachsen|Johann Christoph Hornuff|Kein Eintrag vorhanden|Seite(n)106-122|192|https://digital.slub-dresden.de/werkansicht/dlf/1821/118|062_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|SLUB Dresden|https://reise.isgv.de/logs/Q109943992|male|Für die Einwohner der Neustadt ist der Palaisgarten der bequemste Spaziergang, wenn sie nicht auf der Brücke oder in der Al-lee promeniren wollen.|False
Pillnitz|Pillnitz|https://de.wikipedia.org/wiki/Schloss_Pillnitz|510126628|138713801|Pillnitz|ok|062_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000116.tif.original|1.0272337221479124e+16||certain|62|1790|Bemerkungen auf einer Reise von Thorn durch Posen nach Sachsen|Johann Christoph Hornuff|Kein Eintrag vorhanden|Seite(n)106-122|192|https://digital.slub-dresden.de/werkansicht/dlf/1821/118|062_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|SLUB Dresden|https://reise.isgv.de/logs/Q109943992|male|Nur wenigen Menschen war vergönnt worden, sie bis nach Pillnitz zu begleiten, welche aber auch da zurücklicheben.|True
Seevorstadt|Seevorstadt|https://de.wikipedia.org/wiki/Seevorstadt_(Dresden)|510438327|137338551|Seevorstadt|ok|062_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000118.tif.original|7689352803780789.0||certain|62|1790|Bemerkungen auf einer Reise von Thorn durch Posen nach Sachsen|Johann Christoph Hornuff|Kein Eintrag vorhanden|Seite(n)106-122|192|https://digital.slub-dresden.de/werkansicht/dlf/1821/118|062_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|SLUB Dresden|https://reise.isgv.de/logs/Q109943992|male|Alles drängte sich aus allen Gegenden Dres-dens nach der Seevorstadt, der Seegasse, dem alten [PAGE_BREAK] von Thorn nach Sachsen.|True
Altmarkt|Alten Markt|https://de.wikipedia.org/wiki/Alter_Markt_(Dresden)|510332789|138944822|Alten Markt|ok|062_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000119.tif.original|1.1152953614229626e+16|Markte|certain|62|1790|Bemerkungen auf einer Reise von Thorn durch Posen nach Sachsen|Johann Christoph Hornuff|Kein Eintrag vorhanden|Seite(n)106-122|192|https://digital.slub-dresden.de/werkansicht/dlf/1821/118|062_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|SLUB Dresden|https://reise.isgv.de/logs/Q109943992|male|107 alten Markte und der Schloßgasse, den Ein zug der Prinzessinn mit anzusehen.|True
Pillnitz|Pillnitz|https://de.wikipedia.org/wiki/Pillnitz_(Dresden)|510126628|138713801|Pillnitz|ok|062_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000121.tif.original|1.0272337221479124e+16||certain|62|1790|Bemerkungen auf einer Reise von Thorn durch Posen nach Sachsen|Johann Christoph Hornuff|Kein Eintrag vorhanden|Seite(n)106-122|192|https://digital.slub-dresden.de/werkansicht/dlf/1821/118|062_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|SLUB Dresden|https://reise.isgv.de/logs/Q109943992|male|Nur wenigen Menschen war vergönnt worden, sie bis nach Pillnitz zu begleiten, welche aber auch da zurücklicheben.|True
Augustusbrücke|Brücke||510644862|136986755|Brücke|ok|063_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000095.tif.original|3.1209937001273176e+16||certain|63|1790|Bemerkungen auf einer Reise von Thorn durch Posen nach Sachsen|Sophie Schwarz|Kein Eintrag vorhanden|Seite(n)83-104|175|https://digital.slub-dresden.de/werkansicht/dlf/1821/95|063_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|BSB München|https://reise.isgv.de/logs/Q109944081|female|Diese herrliche Promenade ist von allen Seiten mit einem holzernen Geländer eingeschlossen, weil sie bloß für Fußgänger bestimmt ist, die oben gegen die Brücke und unten gegen das schwarze F.2 3e [PAGE_BREAK] 84 Bemerkungen auf einer Reise ze Thor durch hizzyerne Drehkrenze hineingeslangen, dergleichen es auch einige an den Sei-ten giebt.|True
Brühlscher Garten|Brühlschen Garten||510521957|137452865|Brühlschen Garten|ok|063_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000098.tif.original|5928902758133366.0||certain|63|1790|Bemerkungen auf einer Reise von Thorn durch Posen nach Sachsen|Sophie Schwarz|Kein Eintrag vorhanden|Seite(n)83-104|175|https://digital.slub-dresden.de/werkansicht/dlf/1821/95|063_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|BSB München|https://reise.isgv.de/logs/Q109944081|female|Jndem man die Brücke passirirt, hat man links den Brühlschen Garten auf dem Walle und die Brühlsche Vildergallerie vor sich, rechts die Catholicische Kirche und gerade vor sich des churfürftliche Schloß; nun gehn zwey Wege nach Dresden entwieder links zwis-chen dem Brühlschen Palais und dem Stanle auf den Neumarkt oder geradeaues durch das Schloßthur auf die Scloßgasse nach dem al-ten Mark, welches zusaächst nach dem Ort der Bestimmung führir.|True
Kreuzkirche|Kreuzkirche|https://de.wikipedia.org/wiki/Kreuzkirche_(Dresden)|510487258|137392255|Kreuzkirche|ok|063_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000099.tif.original|2.297238350096841e+16||certain|63|1790|Bemerkungen auf einer Reise von Thorn durch Posen nach Sachsen|Sophie Schwarz|Kein Eintrag vorhanden|Seite(n)83-104|175|https://digital.slub-dresden.de/werkansicht/dlf/1821/95|063_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|BSB München|https://reise.isgv.de/logs/Q109944081|female|Die Kreuzkirche ist von außen nebst dem Thürme fertig, allein bey meiner Anwesenheit stand das Gerüste noch; inwendig war noch viel zu thun.|True
Kreuzkirche|Kreuzkirche (Dresden)|https://de.wikipedia.org/wiki/Kreuzkirche_(Dresden)|510487258|137392255|Kreuzkirche (Dresden)|ok|063_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000100.tif.original|2.297238350096841e+16|Kirche|certain|63|1790|Bemerkungen auf einer Reise von Thorn durch Posen nach Sachsen|Sophie Schwarz|Kein Eintrag vorhanden|Seite(n)83-104|175|https://digital.slub-dresden.de/werkansicht/dlf/1821/95|063_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|BSB München|https://reise.isgv.de/logs/Q109944081|female|Die Kirche ist massiv von Pirnaischen Sandstein; die ein-zeln Stücker wurden unten bearbeitet und oben [PAGE_BREAK] von Thorn nach Sachsen.|True
Zwinger|Zwinger|https://de.wikipedia.org/wiki/Zwinger_(Dresden)|510530296|137349775|Zwinger|ok|063_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000102.tif.original|3.344421863687835e+16||certain|63|1790|Bemerkungen auf einer Reise von Thorn durch Posen nach Sachsen|Sophie Schwarz|Kein Eintrag vorhanden|Seite(n)83-104|175|https://digital.slub-dresden.de/werkansicht/dlf/1821/95|063_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|BSB München|https://reise.isgv.de/logs/Q109944081|female|Der Weg dahin führte uns zwischen der katholischen Kirche und dem Schlosse durch den Zwinger, einem unvergleichlichen Plaß, an dem die Kunst das meiste gethan hat, und wo alles mit Pracht und Glanz überladen ist.|True
