,geometry,bbox_west,bbox_south,bbox_east,bbox_north,place_id,osm_type,osm_id,lat,lon,class,type,place_rank,importance,addresstype,name,display_name
0,"POLYGON ((13.7307118 51.0543226, 13.7307536 51.0542603, 13.7309649 51.0540316, 13.7312231 51.0537348, 13.7313975 51.053517, 13.7316199 51.0532612, 13.7318607 51.0529861, 13.7319887 51.0528417, 13.7320475 51.0527986, 13.732132 51.0527408, 13.7321482 51.0527232, 13.732369 51.0524817, 13.7325487 51.0522839, 13.7327893 51.0520247, 13.7326071 51.0519549, 13.7324338 51.0519024, 13.7323321 51.0520081, 13.7322942 51.0519953, 13.7322745 51.0519814, 13.7322493 51.0519641, 13.7322209 51.0519331, 13.732194 51.0519055, 13.7321909 51.0518836, 13.732139 51.0518434, 13.7321336 51.0518376, 13.7320778 51.0518098, 13.7319695 51.0517725, 13.7319346 51.0517952, 13.7317687 51.0517335, 13.7317636 51.0517175, 13.7317588 51.0516832, 13.7317484 51.0516522, 13.731591 51.0516158, 13.7315189 51.0515925, 13.7314176 51.0515678, 13.731329 51.0515524, 13.7312184 51.0515403, 13.7311026 51.0515224, 13.7312632 51.0514742, 13.7314768 51.0514081, 13.7313051 51.051263, 13.731504 51.0512093, 13.7317086 51.0511386, 13.7320624 51.0510436, 13.7320555 51.0510252, 13.7321979 51.0509781, 13.7321933 51.05093, 13.7321744 51.0508739, 13.7321555 51.050812, 13.7321438 51.050757, 13.7321339 51.0507044, 13.7321292 51.0506586, 13.7321266 51.0506446, 13.7321206 51.0506126, 13.7321219 51.0503601, 13.732135 51.0503407, 13.7321589 51.050326, 13.7321828 51.0503021, 13.7321983 51.0502553, 13.7323701 51.0498846, 13.7324287 51.0497546, 13.7325013 51.0495538, 13.7325619 51.049418, 13.7326642 51.049175, 13.7327726 51.048909, 13.7328899 51.0486466, 13.732903 51.0486159, 13.732922 51.0485714, 13.7329639 51.0484731, 13.7330797 51.0481956, 13.7331797 51.0479704, 13.7332105 51.0478754, 13.7333065 51.0476408, 13.7333791 51.0474646, 13.7333994 51.047413, 13.7334226 51.0473546, 13.7334569 51.0472516, 13.7334588 51.0471921, 13.7334569 51.0471154, 13.7334442 51.0470252, 13.7334241 51.0469602, 13.7334077 51.0469089, 13.7333697 51.0468793, 13.733326 51.0468565, 13.7332753 51.0468361, 13.7333115 51.0467277, 13.7333368 51.0467106, 13.7333259 51.0466536, 13.7333259 51.0466114, 13.7333277 51.0465589, 13.733324 51.0464905, 13.7333256 51.0462624, 13.733712 51.046326, 13.7337975 51.0463627, 13.7338991 51.0464105, 13.7340081 51.046471, 13.7342221 51.0465098, 13.7343401 51.0465327, 13.7345469 51.0465579, 13.7347386 51.0465885, 13.7348615 51.0466141, 13.7354723 51.0466794, 13.7358006 51.0467226, 13.7360566 51.0467562, 13.7363107 51.0467963, 13.7366463 51.0468432, 13.7366594 51.0468357, 13.7367406 51.0467895, 13.7370328 51.0468844, 13.7374448 51.0469185, 13.737861 51.0469762, 13.7380581 51.0469811, 13.738235 51.0469797, 13.7384536 51.0469796, 13.7385976 51.0469797, 13.7387048 51.0469798, 13.7390212 51.0469712, 13.7391165 51.0469686, 13.7393467 51.0469533, 13.7395772 51.0469535, 13.7396822 51.0469404, 13.7398408 51.0469274, 13.7399941 51.0469063, 13.7400933 51.0468922, 13.7401998 51.0468724, 13.7404052 51.0468237, 13.7405401 51.0467581, 13.7406713 51.0466937, 13.7407772 51.0466271, 13.7408651 51.0465663, 13.7409223 51.0465113, 13.7410026 51.0464094, 13.7412176 51.0464876, 13.7414587 51.0465753, 13.7415564 51.0466108, 13.7416121 51.0465896, 13.7416685 51.0465936, 13.7417708 51.0466164, 13.7419556 51.0466703, 13.7421719 51.0467467, 13.7423222 51.0467964, 13.742458 51.0468486, 13.7425427 51.0468934, 13.7426403 51.0469437, 13.7427218 51.047, 13.7427571 51.0470293, 13.7428367 51.0470832, 13.7428924 51.047126, 13.7429427 51.04717, 13.7429747 51.0472131, 13.7431384 51.047322, 13.74318 51.0473671, 13.7432237 51.0474147, 13.7432542 51.0474636, 13.7432804 51.0474976, 13.7433035 51.0475396, 13.7434411 51.0477198, 13.7435483 51.0478394, 13.7436888 51.0479921, 13.7438486 51.0481858, 13.7440289 51.0483952, 13.7440463 51.0484143, 13.7441375 51.0485141, 13.7442594 51.0486499, 13.7443592 51.0487768, 13.7444272 51.0488686, 13.7445001 51.0489467, 13.7445754 51.0490361, 13.7446055 51.0490747, 13.7446097 51.0490929, 13.7446014 51.0491204, 13.7447537 51.0492444, 13.7449113 51.0494244, 13.744963 51.0495176, 13.7449729 51.0496224, 13.7450419 51.0496856, 13.745141 51.0497874, 13.7451956 51.0498587, 13.7453212 51.0500585, 13.7454209 51.0501807, 13.7454723 51.0502659, 13.7455663 51.0503825, 13.7456862 51.0505103, 13.7457686 51.0506008, 13.745887 51.05074, 13.7459901 51.0508565, 13.7461008 51.050981, 13.7461981 51.051085, 13.7462979 51.0512085, 13.7463656 51.0512923, 13.7466676 51.0514886, 13.7468206 51.0516983, 13.746903 51.0518209, 13.7466714 51.0518682, 13.7467626 51.0520707, 13.7468313 51.0523111, 13.7468937 51.0524625, 13.7469333 51.0525776, 13.7469882 51.0527153, 13.7470299 51.0528383, 13.7470561 51.0529272, 13.7470605 51.0529477, 13.7470675 51.0529795, 13.7470812 51.0530424, 13.7470918 51.0530837, 13.7471059 51.0531439, 13.7471205 51.0532089, 13.7471259 51.0532706, 13.7471351 51.0533334, 13.7471414 51.0534889, 13.7471158 51.0536081, 13.7470962 51.0536804, 13.7470449 51.0537885, 13.7467382 51.0545261, 13.7464827 51.0544862, 13.7462787 51.0544646, 13.7460071 51.0544266, 13.7458014 51.054413, 13.745414 51.0543879, 13.7451084 51.0543721, 13.744914 51.0543652, 13.744656 51.0543615, 13.7443381 51.0543584, 13.7431044 51.0543993, 13.7427707 51.054417, 13.7423863 51.0544387, 13.7419842 51.0544744, 13.7416166 51.0545131, 13.7413996 51.0545408, 13.7412257 51.0545589, 13.7410052 51.054597, 13.7409147 51.0546106, 13.7407396 51.0546448, 13.7405466 51.0546905, 13.7404345 51.0547113, 13.7402542 51.0547534, 13.7399746 51.0548231, 13.7397981 51.0548744, 13.7395781 51.0549307, 13.7391044 51.0550534, 13.7389199 51.0548357, 13.738831 51.0547099, 13.7387684 51.0546147, 13.738648 51.0544654, 13.7385987 51.0543245, 13.7385619 51.0542524, 13.738485 51.0541021, 13.7380827 51.0542484, 13.7378204 51.0543462, 13.7375473 51.0544486, 13.7373212 51.054546, 13.7370878 51.0546411, 13.736903 51.0547186, 13.7367827 51.0547679, 13.7367019 51.0547974, 13.7366405 51.0548095, 13.7365715 51.0548103, 13.7364571 51.0548721, 13.7362257 51.054973, 13.7359948 51.0550853, 13.7359107 51.055132, 13.7357766 51.0552044, 13.7356391 51.0552825, 13.7355053 51.0553686, 13.7354003 51.0554429, 13.7352883 51.0555254, 13.73518 51.0556078, 13.7351161 51.0556633, 13.7349923 51.0557745, 13.7348313 51.0559272, 13.7343302 51.0557236, 13.7338639 51.0555357, 13.7335514 51.0554114, 13.7333132 51.0553166, 13.7329407 51.0551687, 13.7324672 51.054982, 13.7318927 51.0547541, 13.7311461 51.054472, 13.7307118 51.0543226))",13.7307118,51.0462624,13.7471414,51.0559272,124119726,relation,191596,51.0517447,13.7372977,boundary,administrative,22,0.40430657220949734,suburb,Innere Altstadt,"Innere Altstadt, Altstadt, Dresden, Saxony, Germany"
