Index;Year;Title;Pages;Link;Folder;Downloaded;Autor;publikationsdatum;Reisedaten;gesamtseitenzahl;Digitalisat;Zitierfähige URL
98;1797;Reisen und merkwürdige Nachrichten zweier Neufranken durch Deutschland, Rußland, Polen und die Oesterreichischen Staaten während des jetzigen wichtigen Krieges;Seite(n)30-53;https://www.digitale-sammlungen.de/de/view/bsb10469984?page=36;098_1797_Reisen_und_merkwürdige_Nachrichten_zweier_Neufranken_durch_Deutschland,_Rußland,_Polen_und_die_Oeste;;Kein Eintrag vorhanden;1797;Kein Eintrag vorhanden;316;BSB München;https://reise.isgv.de/logs/Q109944161
99;1798;Erzählungen von einer Reise durch einen großen Theil Deutschlands und der Schweiz, im Jahre 1796;Seite(n)54-67;https://www.digitale-sammlungen.de/de/view/bsb11095854?page=68;099_1798_Erzählungen_von_einer_Reise_durch_einen_großen_Theil_Deutschlands_und_der_Schweiz,_im_Jahre_1796;;Friedrich Philipp Wilmsen;1798;1796;376;BSB München;https://reise.isgv.de/logs/Q109944115
100;1798;Erzählungen von einer Reise durch einen großen Theil Deutschlands und der Schweiz, im Jahre 1796;Seite(n)17-44;https://www.digitale-sammlungen.de/de/view/bsb11095854?page=31;100_1798_Erzählungen_von_einer_Reise_durch_einen_großen_Theil_Deutschlands_und_der_Schweiz,_im_Jahre_1796;;Friedrich Philipp Wilmsen;1798;1796;376;BSB München;https://reise.isgv.de/logs/Q109944115
101;1798;Meine Reise in das Sächsische Erzgebirge im Monath August 1798;Seite(n)36;https://digital.slub-dresden.de/werkansicht/dlf/78092/40;101_1798_Meine_Reise_in_das_Sächsische_Erzgebirge_im_Monath_August_1798;;Carl Friedrich Wilhelm August Vater;1798;1798;39;SLUB Dresden;https://reise.isgv.de/logs/Q109944103
102;1798;Meine Reise in das Sächsische Erzgebirge im Monath August 1798;Seite(n)10-11;https://digital.slub-dresden.de/werkansicht/dlf/78092/14;102_1798_Meine_Reise_in_das_Sächsische_Erzgebirge_im_Monath_August_1798;;Carl Friedrich Wilhelm August Vater;1798;1798;39;SLUB Dresden;https://reise.isgv.de/logs/Q109944103
104;1798;Reisen nach und in der Oberlausitz;Seite(n)239;https://www.digitale-sammlungen.de/de/view/bsb11095838?page=383;104_1798_Reisen_nach_und_in_der_Oberlausitz;;Gottfried Benjamin Meissner;1798;1795;258;BSB München;https://reise.isgv.de/logs/Q109944032
105;1798;Reisen nach und in der Oberlausitz;Seite(n)12-16;https://www.digitale-sammlungen.de/de/view/bsb11095838?page=150;105_1798_Reisen_nach_und_in_der_Oberlausitz;;Gottfried Benjamin Meissner;1798;1795;258;BSB München;https://reise.isgv.de/logs/Q109944032
106;1798;Gemälde über die Ober-Lausitz. Gesammelt auf einer kleinen Fußreise;Seite(n)239;https://digital.slub-dresden.de/werkansicht/dlf/77508/247;106_1798_Gemälde_über_die_Ober-Lausitz._Gesammelt_auf_einer_kleinen_Fußreise;;Gottfried Benjamin Meissner;1798;1795;258;SLUB Dresden;https://reise.isgv.de/logs/Q109944031
107;1798;Gemälde über die Ober-Lausitz. Gesammelt auf einer kleinen Fußreise;Seite(n)12-21;https://digital.slub-dresden.de/werkansicht/dlf/77508/20;107_1798_Gemälde_über_die_Ober-Lausitz._Gesammelt_auf_einer_kleinen_Fußreise;;Gottfried Benjamin Meissner;1798;1795;258;SLUB Dresden;https://reise.isgv.de/logs/Q109944031
108;1798;Fußreise von Dresden nach den zwei verfallenen Bergschlössern, die Rathen, und die dortige Gegend;Seite(n)47-50;https://www.digitale-sammlungen.de/de/view/bsb11095838?page=69;108_1798_Fußreise_von_Dresden_nach_den_zwei_verfallenen_Bergschlössern,_die_Rathen,_und_die_dortige_Gegend;;Gottfried Benjamin Meissner;1798;Kein Eintrag vorhanden;48;BSB München;https://reise.isgv.de/logs/Q109944030
109;1798;Eine kleine Fußreise von Dresden nach Pirna. An Herrn J. Hermsdorf in Görlitz;Seite(n)30-31;https://www.digitale-sammlungen.de/de/view/bsb11095838?page=168;109_1798_Eine_kleine_Fußreise_von_Dresden_nach_Pirna._An_Herrn_J._Hermsdorf_in_Görlitz;;Gottfried Benjamin Meissner;1798;Kein Eintrag vorhanden;42;BSB München;https://reise.isgv.de/logs/Q109944029
110;1798;Eine kleine Fußreise von Dresden nach Pirna. An Herrn J. Hermsdorf in Görlitz;Seite(n)5-7;https://www.digitale-sammlungen.de/de/view/bsb11095838?page=27;110_1798_Eine_kleine_Fußreise_von_Dresden_nach_Pirna._An_Herrn_J._Hermsdorf_in_Görlitz;;Gottfried Benjamin Meissner;1798;Kein Eintrag vorhanden;42;BSB München;https://reise.isgv.de/logs/Q109944029
111;1799;Neue Ansicht von Dresden. Für Reisende von einem Reisenden;Seite(n)2-218;https://digital.slub-dresden.de/werkansicht/dlf/80669/10;111_1799_Neue_Ansicht_von_Dresden._Für_Reisende_von_einem_Reisenden;;Kein Eintrag vorhanden;1799;Kein Eintrag vorhanden;218;SLUB Dresden;https://reise.isgv.de/logs/Q109944122
112;1799;Briefe eines reisenden Russen;Seite(n)192-216;https://www.digitale-sammlungen.de/de/view/bsb10470042?page=222;112_1799_Briefe_eines_reisenden_Russen;;Nikolai Michailowitsch Karamsin;1799;Kein Eintrag vorhanden;216;BSB München;https://reise.isgv.de/logs/Q109943994
113;1799;Meine Reise im deutschen Vaterlande, aus Thüringen ins Riesengebürge zu den Elbquellen und durch Böhmen ins Erzgebürge;Seite(n)51-78;https://digital.slub-dresden.de/werkansicht/dlf/90361/63;113_1799_Meine_Reise_im_deutschen_Vaterlande,_aus_Thüringen_ins_Riesengebürge_zu_den_Elbquellen_und_durch_Böh;;Johann Christoph Friedrich GutsMuths;1799;Kein Eintrag vorhanden;260;SLUB Dresden;https://reise.isgv.de/logs/Q109943978
114;1799;Meine Reise im deutschen Vaterlande, aus Thüringen ins Riesengebürge zu den Elbquellen und durch Böhmen ins Erzgebürge;Seite(n)44-46;https://digital.slub-dresden.de/werkansicht/dlf/90361/56;114_1799_Meine_Reise_im_deutschen_Vaterlande,_aus_Thüringen_ins_Riesengebürge_zu_den_Elbquellen_und_durch_Böh;;Johann Christoph Friedrich GutsMuths;1799;Kein Eintrag vorhanden;260;SLUB Dresden;https://reise.isgv.de/logs/Q109943978
115;1799;Meine Reise im deutschen Vaterlande, aus Thüringen ins Riesengebürge zu den Elbquellen und durch Böhmen ins Erzgebürge;Seite(n)28-38;https://digital.slub-dresden.de/werkansicht/dlf/90361/40;115_1799_Meine_Reise_im_deutschen_Vaterlande,_aus_Thüringen_ins_Riesengebürge_zu_den_Elbquellen_und_durch_Böh;;Johann Christoph Friedrich GutsMuths;1799;Kein Eintrag vorhanden;260;SLUB Dresden;https://reise.isgv.de/logs/Q109943978
119;1801;Schönheiten der Natur und Kunst dargestellt auf einer Reise durch einen Theil der Sächsischen Staaten;Seite(n)624-634;https://digital.slub-dresden.de/werkansicht/dlf/93539/529;119_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate;;Kein Eintrag vorhanden;1801;Kein Eintrag vorhanden;642;SLUB Dresden;https://reise.isgv.de/logs/Q109944163
120;1801;Schönheiten der Natur und Kunst dargestellt auf einer Reise durch einen Theil der Sächsischen Staaten;Seite(n)521-621;https://digital.slub-dresden.de/werkansicht/?id=5363&tx_dlf%5Bid%5D=93539&tx_dlf%5Bpage%5D=456;120_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate;;Kein Eintrag vorhanden;1801;Kein Eintrag vorhanden;642;SLUB Dresden;https://reise.isgv.de/logs/Q109944163
121;1801;Schönheiten der Natur und Kunst dargestellt auf einer Reise durch einen Theil der Sächsischen Staaten;Seite(n)448-510;https://digital.slub-dresden.de/werkansicht/?id=5363&tx_dlf%5Bid%5D=93539&tx_dlf%5Bpage%5D=318;121_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate;;Kein Eintrag vorhanden;1801;Kein Eintrag vorhanden;642;SLUB Dresden;https://reise.isgv.de/logs/Q109944163
122;1801;Schönheiten der Natur und Kunst dargestellt auf einer Reise durch einen Theil der Sächsischen Staaten;Seite(n)310-390;https://www.digitale-sammlungen.de/de/view/bsb10467220?page=318;122_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate;;Kein Eintrag vorhanden;1801;Kein Eintrag vorhanden;642;SLUB Dresden;https://reise.isgv.de/logs/Q109944163
123;1801;Reise durch Deutschland, Dänemark, Schweden, Norwegen und einen Theil von Italien, in den Jahren 1797, 1798, 1799;Seite(n)294-298;https://www.digitale-sammlungen.de/de/view/bsb10467220?page=280;123_1801_Reise_durch_Deutschland,_Dänemark,_Schweden,_Norwegen_und_einen_Theil_von_Italien,_in_den_Jahren_179;;Carl Gottlob Küttner;1801;1797 bis 1799;1671;BSB München;https://reise.isgv.de/logs/Q109944008
128;1801;Meine Freuden in Sachsen;Seite(n)76-78;https://www.digitale-sammlungen.de/de/view/bsb10468177?page=25;128_1801_Meine_Freuden_in_Sachsen;;Christian Kosegarten;1801;Kein Eintrag vorhanden;227;Kein Eintrag vorhanden;https://reise.isgv.de/logs/Q109944004
129;1803;Spaziergang nach Syrakus;Seite(n)3-10;https://digital.slub-dresden.de/werkansicht/dlf/94391/47;129_1803_Spaziergang_nach_Syrakus;;Johann Gottfried Seume;1803;Kein Eintrag vorhanden;491;BSB München;https://reise.isgv.de/logs/Q109944085
138;1805;Fußreise durch Sachsen und dessen romantische Schweizergegenden, einen Theil der Anhaltschen, Brandenburg und Braunschweigschen Lande nach Hannover;Seite(n)25-28;https://www.digitale-sammlungen.de/de/view/bsb10467875?page=320;138_1805_Fußreise_durch_Sachsen_und_dessen_romantische_Schweizergegenden,_einen_Theil_der_Anhaltschen,_Brande;;Christoph Wilhelm Lohmann;1805;1804;287;Kein Eintrag vorhanden;https://reise.isgv.de/logs/Q109944017
144;1807;Beobachtungen und Fantasien auf einer Reise durch Sachsen und Brandenburg im Herbst 1802;Seite(n)191-193;https://www.digitale-sammlungen.de/de/view/bsb10468464?page=285;144_1807_Beobachtungen_und_Fantasien_auf_einer_Reise_durch_Sachsen_und_Brandenburg_im_Herbst_1802;;Peter Scheitlin;1807;1802;326;Kein Eintrag vorhanden;https://reise.isgv.de/logs/Q109944068
145;1808;Briefe über Polen, Österreich, Sachsen, Bayern, Italien, Etrurien, den Kirchenstaat und Neapel, an die Comtesse Constance de S.;Seite(n)277-295;https://www.digitale-sammlungen.de/de/view/bsb10724489?page=144;145_1808_Briefe_über_Polen,_Österreich,_Sachsen,_Bayern,_Italien,_Etrurien,_den_Kirchenstaat_und_Neapel,_an_d;;Carl Theodor Baron von Uklanski;1808;1807 bis 1808;386;BSB München;https://reise.isgv.de/logs/Q109944102
149;1808;Reise durch Schottland, seine Inseln, Dänemark und einen Theil von Deutschland;Seite(n)210-219;https://digital.slub-dresden.de/werkansicht/dlf/101035/80;149_1808_Reise_durch_Schottland,_seine_Inseln,_Dänemark_und_einen_Theil_von_Deutschland;;James MacDonald;1808;Kein Eintrag vorhanden;662;Kein Eintrag vorhanden;https://reise.isgv.de/logs/Q109944027
150;1808;Bemerkungen auf einer Reise von Wittenberg nach Dresden, Pirna u.s.w. im Sommer 1807;Seite(n)70;https://digital.slub-dresden.de/werkansicht/dlf/101035/57;150_1808_Bemerkungen_auf_einer_Reise_von_Wittenberg_nach_Dresden,_Pirna_u.s.w._im_Sommer_1807;;Johann Gebhard Maaß;1808;1807;206;SLUB Dresden;https://reise.isgv.de/logs/Q109944022
151;1808;Bemerkungen auf einer Reise von Wittenberg nach Dresden, Pirna u.s.w. im Sommer 1807;Seite(n)47-57;https://digital.slub-dresden.de/werkansicht/dlf/101035/33;151_1808_Bemerkungen_auf_einer_Reise_von_Wittenberg_nach_Dresden,_Pirna_u.s.w._im_Sommer_1807;;Johann Gebhard Maaß;1808;1807;206;SLUB Dresden;https://reise.isgv.de/logs/Q109944022
152;1808;Bemerkungen auf einer Reise von Wittenberg nach Dresden, Pirna u.s.w. im Sommer 1807;Seite(n)23-27;https://digital.slub-dresden.de/werkansicht/dlf/101035/27;152_1808_Bemerkungen_auf_einer_Reise_von_Wittenberg_nach_Dresden,_Pirna_u.s.w._im_Sommer_1807;;Johann Gebhard Maaß;1808;1807;206;SLUB Dresden;https://reise.isgv.de/logs/Q109944022
153;1808;Bemerkungen auf einer Reise von Wittenberg nach Dresden, Pirna u.s.w. im Sommer 1807;Seite(n)17-18;https://digital.slub-dresden.de/werkansicht/dlf/101044/368;153_1808_Bemerkungen_auf_einer_Reise_von_Wittenberg_nach_Dresden,_Pirna_u.s.w._im_Sommer_1807;;Johann Gebhard Maaß;1808;1807;206;SLUB Dresden;https://reise.isgv.de/logs/Q109944022
154;1808;Bemerkungen auf meiner Reise von Wittenberg aus durch einen Theil des Wittenbergischen Kreises, die Nieder- und Oberlausitz und einen Theil des Meißnischen Kreises;Seite(n)318-323;https://digital.slub-dresden.de/werkansicht/dlf/101044/333;154_1808_Bemerkungen_auf_meiner_Reise_von_Wittenberg_aus_durch_einen_Theil_des_Wittenbergischen_Kreises,_die_;;Johann Gebhard Maaß;1808;1806 bis 1807;368;SLUB Dresden;https://reise.isgv.de/logs/Q109944021
155;1808;Bemerkungen auf meiner Reise von Wittenberg aus durch einen Theil des Wittenbergischen Kreises, die Nieder- und Oberlausitz und einen Theil des Meißnischen Kreises;Seite(n)283-306;https://www.digitale-sammlungen.de/de/view/bsb11095837?page=74;155_1808_Bemerkungen_auf_meiner_Reise_von_Wittenberg_aus_durch_einen_Theil_des_Wittenbergischen_Kreises,_die_;;Johann Gebhard Maaß;1808;1806 bis 1807;368;SLUB Dresden;https://reise.isgv.de/logs/Q109944021
156;1808;Gedichte und Selbstbiographie, Teil 2: Reise durch einen Theil von Sachsen, Böhmen, Oesterreich und Ungarn;Seite(n)52-77;https://www.digitale-sammlungen.de/de/view/bsb10469652?page=430;156_1808_Gedichte_und_Selbstbiographie,_Teil_2_Reise_durch_einen_Theil_von_Sachsen,_Böhmen,_Oesterreich_und_U;;Gottlieb Hiller;1808;Kein Eintrag vorhanden;348;BSB München;https://reise.isgv.de/logs/Q109943988
157;1809;Neues Handbuch für Reisende jeder Gattung durch Deutschland und die angränzenden Länder;Seite(n)382-384;https://www.digitale-sammlungen.de/de/view/bsb10469652?page=362;157_1809_Neues_Handbuch_für_Reisende_jeder_Gattung_durch_Deutschland_und_die_angränzenden_Länder;;Johann Christian Fick;1809;Kein Eintrag vorhanden;522;BSB München;https://reise.isgv.de/logs/Q109943953
158;1809;Neues Handbuch für Reisende jeder Gattung durch Deutschland und die angränzenden Länder;Seite(n)314;https://www.digitale-sammlungen.de/de/view/bsb10469652?page=360;158_1809_Neues_Handbuch_für_Reisende_jeder_Gattung_durch_Deutschland_und_die_angränzenden_Länder;;Johann Christian Fick;1809;Kein Eintrag vorhanden;522;BSB München;https://reise.isgv.de/logs/Q109943953
159;1809;Neues Handbuch für Reisende jeder Gattung durch Deutschland und die angränzenden Länder;Seite(n)312-313;https://www.digitale-sammlungen.de/de/view/bsb10469652?page=355;159_1809_Neues_Handbuch_für_Reisende_jeder_Gattung_durch_Deutschland_und_die_angränzenden_Länder;;Johann Christian Fick;1809;Kein Eintrag vorhanden;522;BSB München;https://reise.isgv.de/logs/Q109943953
160;1809;Neues Handbuch für Reisende jeder Gattung durch Deutschland und die angränzenden Länder;Seite(n)307-312;https://www.digitale-sammlungen.de/de/view/bsb10469652?page=136;160_1809_Neues_Handbuch_für_Reisende_jeder_Gattung_durch_Deutschland_und_die_angränzenden_Länder;;Johann Christian Fick;1809;Kein Eintrag vorhanden;522;BSB München;https://reise.isgv.de/logs/Q109943953
161;1809;Neues Handbuch für Reisende jeder Gattung durch Deutschland und die angränzenden Länder;Seite(n)88-91;https://www.digitale-sammlungen.de/de/view/bsb10469652?page=75;161_1809_Neues_Handbuch_für_Reisende_jeder_Gattung_durch_Deutschland_und_die_angränzenden_Länder;;Johann Christian Fick;1809;Kein Eintrag vorhanden;522;BSB München;https://reise.isgv.de/logs/Q109943953
167;1810;Meine Fußreisen im Jahre 1809 zur Zeit des österreichischen Krieges;Seite(n)166-193;https://digital.slub-dresden.de/werkansicht/dlf/13943/418;167_1810_Meine_Fußreisen_im_Jahre_1809_zur_Zeit_des_österreichischen_Krieges;;Johann Gebhard Maaß;1810;1809;436;Kein Eintrag vorhanden;https://reise.isgv.de/logs/Q109944023
168;1810;Reise durch Franken Baiern, Oesterreich, Preußen und Sachsen;Seite(n)410-433;https://www.digitale-sammlungen.de/de/view/bsb10469992?page=18;168_1810_Reise_durch_Franken_Baiern,_Oesterreich,_Preußen_und_Sachsen;;Christian von Eggers;1810;Kein Eintrag vorhanden;500;SLUB Dresden;https://reise.isgv.de/logs/Q109943946
169;1811;Durchflug eines Humoristen durch Deutschland, die Schweitz und das südliche Franckreich;Seite(n)14-15;https://digital.slub-dresden.de/werkansicht/dlf/99374/141;169_1811_Durchflug_eines_Humoristen_durch_Deutschland,_die_Schweitz_und_das_südliche_Franckreich;;Johann Friedrich Raupach;1811;1809 bis 1810;429;BSB München;https://reise.isgv.de/logs/Q109944051
176;1816;Vier Erholungs-Wochen oder Reise durch die neupreussischen Markgrafthümer, Nieder- und Oberlausitz;Seite(n)208-226;https://www.digitale-sammlungen.de/de/view/bsb10469982?page=403;176_1816_Vier_Erholungs-Wochen_oder_Reise_durch_die_neupreussischen_Markgrafthümer,_Nieder-_und_Oberlausitz;;Kein Eintrag vorhanden;1816;Kein Eintrag vorhanden;251;ULB Münster;https://reise.isgv.de/logs/Q109944141
177;1816;Reise durch Teutschland, Holland und Frankreich, die Schweiz und Italien in den Jahren 1797, 1803 und 1804;Seite(n)399-400;https://www.digitale-sammlungen.de/de/view/bsb10469982?page=401;177_1816_Reise_durch_Teutschland,_Holland_und_Frankreich,_die_Schweiz_und_Italien_in_den_Jahren_1797,_1803_un;;Pauline Dorothea Frisch;1816;1797 bis 1804;403;BSB München;https://reise.isgv.de/logs/Q109943968
182;1816;Auszüge aus der Brieftasche eines Rheinländers, seinen Durchflug durch Sachsen betreffend;Seite(n)762-765;https://www.digitale-sammlungen.de/de/view/bsb10946792?q=%28Merkw%C3%BCrdige+Reise+%C3%BCber+Erlangen,+Dre%C3%9Fden,+Kassel+und+Fulda+nach+Hammelburg%29&page=32,33;182_1816_Auszüge_aus_der_Brieftasche_eines_Rheinländers,_seinen_Durchflug_durch_Sachsen_betreffend;;Anton von Dziembowski;1816;Kein Eintrag vorhanden;45;Kein Eintrag vorhanden;https://reise.isgv.de/logs/Q109943942
183;1817;Merkwürdige Reise über Erlangen, Dreßden, Kassel und Fulda nach Hammelburg;Seite(n)29-31;https://digital.slub-dresden.de/werkansicht/dlf/95118/170;183_1817_Merkwürdige_Reise_über_Erlangen,_Dreßden,_Kassel_und_Fulda_nach_Hammelburg;;Karl Heinrich von Lang;1817;Kein Eintrag vorhanden;87;BSB München;https://reise.isgv.de/logs/Q109944010
184;1819;Beobachtungen bey meinem Aufenthalt in der Oberlausitz und auf einer Reise über Dresden nach Wittenberg im Jahre 1818;Seite(n)148-149;https://digital.slub-dresden.de/werkansicht/?id=5363&tx_dlf%5Bid%5D=95118&tx_dlf%5Bpage%5D=94;184_1819_Beobachtungen_bey_meinem_Aufenthalt_in_der_Oberlausitz_und_auf_einer_Reise_über_Dresden_nach_Wittenb;;Johann Gebhard Maaß;1819;1818;188;SLUB Dresden;https://reise.isgv.de/logs/Q109944025
185;1819;Beobachtungen bey meinem Aufenthalt in der Oberlausitz und auf einer Reise über Dresden nach Wittenberg im Jahre 1818;Seite(n)72-74;https://digital.slub-dresden.de/werkansicht/dlf/95118/80;185_1819_Beobachtungen_bey_meinem_Aufenthalt_in_der_Oberlausitz_und_auf_einer_Reise_über_Dresden_nach_Wittenb;;Johann Gebhard Maaß;1819;1818;188;SLUB Dresden;https://reise.isgv.de/logs/Q109944025
190;1820;Reisen durch einige Theile von Deutschland, Polen, der Moldau und der Türkei. Ester Theil;Seite(n)83-88;https://www.digitale-sammlungen.de/de/view/bsb11246750?page=264;190_1820_Reisen_durch_einige_Theile_von_Deutschland,_Polen,_der_Moldau_und_der_Türkei._Ester_Theil;;Adam Neale;1820;Kein Eintrag vorhanden;178;SUB Göttingen;https://reise.isgv.de/logs/Q105102559
191;1822;Der deutsche Wanderer;Seite(n)232-236;https://www.digitale-sammlungen.de/de/view/bsb10467599?page=33;191_1822_Der_deutsche_Wanderer;;Ernst Heinrich Zober;1822;Kein Eintrag vorhanden;331;BSB München;https://reise.isgv.de/logs/Q109944121
192;1824;Briefe an deutsche Freunde von einer Reise durch Italien über Sachsen, Böhmen, und Oestreich, 1820 und 1821 geschrieben und als Skizzen zum Gemälde unserer Zeit herausgegeben.;Seite(n)11-13;https://www.digitale-sammlungen.de/de/view/bsb10467599?page=33;192_1824_Briefe_an_deutsche_Freunde_von_einer_Reise_durch_Italien_über_Sachsen,_Böhmen,_und_Oestreich,_1820_u;;Wilhelm Christian Müller;1824;1820 bis 1821;490;BSB München;https://reise.isgv.de/logs/Q109590352
193;1825;Reise durch die Königreiche Sachsen und Böhmen in den Jahren 1822 und 1823;Seite(n)112;https://digital.slub-dresden.de/werkansicht/dlf/89780/124;193_1825_Reise_durch_die_Königreiche_Sachsen_und_Böhmen_in_den_Jahren_1822_und_1823;;Wilhelm Ferdinand Bischoff;1825;1822 bis 1823;243;SLUB Dresden;https://reise.isgv.de/logs/Q109943921
194;1825;Reise durch die Königreiche Sachsen und Böhmen in den Jahren 1822 und 1823;Seite(n)105;https://digital.slub-dresden.de/werkansicht/dlf/89780/117;194_1825_Reise_durch_die_Königreiche_Sachsen_und_Böhmen_in_den_Jahren_1822_und_1823;;Wilhelm Ferdinand Bischoff;1825;1822 bis 1823;243;SLUB Dresden;https://reise.isgv.de/logs/Q109943921
195;1825;Reise durch die Königreiche Sachsen und Böhmen in den Jahren 1822 und 1823;Seite(n)20-102;https://digital.slub-dresden.de/werkansicht/dlf/89780/32;195_1825_Reise_durch_die_Königreiche_Sachsen_und_Böhmen_in_den_Jahren_1822_und_1823;;Wilhelm Ferdinand Bischoff;1825;1822 bis 1823;243;SLUB Dresden;https://reise.isgv.de/logs/Q109943921
196;1826;Wanderbilder. Gesammelt auf einer Reise von Wien über Dresden, Leipzig, Cassel nach Hamburg;Seite(n)76-77;https://www.digitale-sammlungen.de/de/view/bsb10727721?page=84;196_1826_Wanderbilder._Gesammelt_auf_einer_Reise_von_Wien_über_Dresden,_Leipzig,_Cassel_nach_Hamburg;;Kein Eintrag vorhanden;1826;Kein Eintrag vorhanden;130;BSB München;https://reise.isgv.de/logs/Q109944167
197;1826;Wanderbilder. Gesammelt auf einer Reise von Wien über Dresden, Leipzig, Cassel nach Hamburg;Seite(n)67;https://www.digitale-sammlungen.de/de/view/bsb10727721?page=75;197_1826_Wanderbilder._Gesammelt_auf_einer_Reise_von_Wien_über_Dresden,_Leipzig,_Cassel_nach_Hamburg;;Kein Eintrag vorhanden;1826;Kein Eintrag vorhanden;130;BSB München;https://reise.isgv.de/logs/Q109944167
198;1826;Wanderbilder. Gesammelt auf einer Reise von Wien über Dresden, Leipzig, Cassel nach Hamburg;Seite(n)60;https://www.digitale-sammlungen.de/de/view/bsb10727721?page=68;198_1826_Wanderbilder._Gesammelt_auf_einer_Reise_von_Wien_über_Dresden,_Leipzig,_Cassel_nach_Hamburg;;Kein Eintrag vorhanden;1826;Kein Eintrag vorhanden;130;BSB München;https://reise.isgv.de/logs/Q109944167
199;1826;Wanderbilder. Gesammelt auf einer Reise von Wien über Dresden, Leipzig, Cassel nach Hamburg;Seite(n)58-59;https://www.digitale-sammlungen.de/de/view/bsb10727721?page=66;199_1826_Wanderbilder._Gesammelt_auf_einer_Reise_von_Wien_über_Dresden,_Leipzig,_Cassel_nach_Hamburg;;Kein Eintrag vorhanden;1826;Kein Eintrag vorhanden;130;BSB München;https://reise.isgv.de/logs/Q109944167
200;1826;Wanderbilder. Gesammelt auf einer Reise von Wien über Dresden, Leipzig, Cassel nach Hamburg;Seite(n)54-56;https://www.digitale-sammlungen.de/de/view/bsb10727721?page=62;200_1826_Wanderbilder._Gesammelt_auf_einer_Reise_von_Wien_über_Dresden,_Leipzig,_Cassel_nach_Hamburg;;Kein Eintrag vorhanden;1826;Kein Eintrag vorhanden;130;BSB München;https://reise.isgv.de/logs/Q109944167
201;1826;Wanderbilder. Gesammelt auf einer Reise von Wien über Dresden, Leipzig, Cassel nach Hamburg;Seite(n)43-51;https://www.digitale-sammlungen.de/de/view/bsb10727721?page=51;201_1826_Wanderbilder._Gesammelt_auf_einer_Reise_von_Wien_über_Dresden,_Leipzig,_Cassel_nach_Hamburg;;Kein Eintrag vorhanden;1826;Kein Eintrag vorhanden;130;BSB München;https://reise.isgv.de/logs/Q109944167
202;1827;Reisen nach den vorzüglichsten Hauptstädten von Mittel-Europa. Eine Schilderung der Länder und Städte, ihrer Bewohner, Naturschönheiten, Sehenswürdigkeiten, u.s.w.;Seite(n)102-104;https://www.digitale-sammlungen.de/de/view/bsb10622201?page=114;202_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;;Christian Gottfried Daniel Stein;1827;Kein Eintrag vorhanden;368;BSB München;https://reise.isgv.de/logs/Q109944093
203;1827;Reisen nach den vorzüglichsten Hauptstädten von Mittel-Europa. Eine Schilderung der Länder und Städte, ihrer Bewohner, Naturschönheiten, Sehenswürdigkeiten, u.s.w.;Seite(n)62-102;https://www.digitale-sammlungen.de/de/view/bsb10622201?page=74;203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;;Christian Gottfried Daniel Stein;1827;Kein Eintrag vorhanden;368;BSB München;https://reise.isgv.de/logs/Q109944093
204;1831;Reise durch Deutschland Ungarn, Holland, Italien, Frankreich, Großbritanien und Irland;Seite(n)26-35;https://www.digitale-sammlungen.de/de/view/bsb10467054?page=34;204_1831_Reise_durch_Deutschland_Ungarn,_Holland,_Italien,_Frankreich,_Großbritanien_und_Irland;;Wilhelm von Horn;1831;Kein Eintrag vorhanden;432;BSB München;https://reise.isgv.de/logs/Q109943991
205;1831;Skizzen einer Reise von Wien über Prag, Teplitz, Dresden, Berlin, Leipzig, Weimar, Frankfurt am Main, Darmstadt, Heidelberg, Mannheim, Karlsruhe, Stuttgart, München, Salzburg, Linz, und von dort nach Wien zurück;Seite(n)28-44;https://www.digitale-sammlungen.de/de/view/bsb10466628?page=38;205_1831_Skizzen_einer_Reise_von_Wien_über_Prag,_Teplitz,_Dresden,_Berlin,_Leipzig,_Weimar,_Frankfurt_am_Main;;Johann Ludwig Deinhardstein;1831;Kein Eintrag vorhanden;192;BSB München;https://reise.isgv.de/logs/Q109943939
206;1831;Skizzen einer Reise von Wien über Prag, Teplitz, Dresden, Berlin, Leipzig, Weimar, Frankfurt am Main, Darmstadt, Heidelberg, Mannheim, Karlsruhe, Stuttgart, München, Salzburg, Linz, und von dort nach Wien zurück;Seite(n)27-28;https://www.digitale-sammlungen.de/de/view/bsb10466628?page=37;206_1831_Skizzen_einer_Reise_von_Wien_über_Prag,_Teplitz,_Dresden,_Berlin,_Leipzig,_Weimar,_Frankfurt_am_Main;;Johann Ludwig Deinhardstein;1831;Kein Eintrag vorhanden;192;BSB München;https://reise.isgv.de/logs/Q109943939
