Index|Year|Title|Author|Travel Period|Pages|Full Page Count|Link|Folder|Digitally Available at|Citable URL|Gender
87|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)166-229|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/172|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male
88|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)130-166|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/136|088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male
90|1795|Wanderungen und Kreuzzüge durch einen Theil Deutschlands|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)176-266|270|https://www.digitale-sammlungen.de/de/view/bsb10469118?page=176|090_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands|BSB München|https://reise.isgv.de/logs/Q109944052|male
91|1795|Wanderungen und Kreuzzüge durch einen Theil Deutschlands|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)141-169|270|https://www.digitale-sammlungen.de/de/view/bsb10469118?page=141|091_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands|BSB München|https://reise.isgv.de/logs/Q109944052|male
92|1795|Wanderungen und Kreuzzüge durch einen Theil Deutschlands|Emanuel Bozenhard|1793|Seite(n)138-141|184|https://www.digitale-sammlungen.de/de/view/bsb10469118?page=138|092_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands|BSB München|https://reise.isgv.de/logs/Q109943926|male
93|1795|Bemerkungen auf einer Reise von Kopenhagen nach Wien im Jahr 1793|Christian Weiß|1796 bis 1797|Seite(n)54-66|271|https://www.digitale-sammlungen.de/de/view/bsb10468856?page=58|093_1795_Bemerkungen_auf_einer_Reise_von_Kopenhagen_nach_Wien_im_Jahr_1793|ULB Münster|https://reise.isgv.de/logs/Q109944107|male
95|1796|Reisen durch Deutschland, Frankreich, England und Holland in verschiedener, besonders politischer Hinsicht|Andreas Riem|1785 bis 1798|Seite(n)207-214|286|https://www.digitale-sammlungen.de/de/view/bsb11249684?page=213|095_1796_Reisen_durch_Deutschland,_Frankreich,_England_und_Holland_in_verschiedener,_besonders_politischer_Hi|BSB München|https://reise.isgv.de/logs/Q109944060|male
96|1796|Reisen durch Deutschland, Frankreich, England und Holland in verschiedener, besonders politischer Hinsicht|Carl Gottlob Küttner|1793 bis 1794|Seite(n)154-155|572|https://www.digitale-sammlungen.de/de/view/bsb11249684?page=160|096_1796_Reisen_durch_Deutschland,_Frankreich,_England_und_Holland_in_verschiedener,_besonders_politischer_Hi|BSB München|https://reise.isgv.de/logs/Q109944009|male
97|1796|Wanderungen durch die Niederlande, Deutschland, die Schweiz und Italien 1793 und 1794|Kein Eintrag vorhanden|Kein Eintrag vorhanden|Seite(n)499-502|316|https://www.digitale-sammlungen.de/de/view/bsb10467215?page=519|097_1796_Wanderungen_durch_die_Niederlande,_Deutschland,_die_Schweiz_und_Italien_1793_und_1794|BSB München|https://reise.isgv.de/logs/Q109944161|male
98|1797|Reisen und merkwürdige Nachrichten zweier Neufranken durch Deutschland, Rußland, Polen und die Oesterreichischen Staaten während des jetzigen wichtigen Krieges|Friedrich Philipp Wilmsen|1796|Seite(n)30-53|376|https://www.digitale-sammlungen.de/de/view/bsb10469984?page=36|098_1797_Reisen_und_merkwürdige_Nachrichten_zweier_Neufranken_durch_Deutschland,_Rußland,_Polen_und_die_Oeste|BSB München|https://reise.isgv.de/logs/Q109944115|male
99|1798|Erzählungen von einer Reise durch einen großen Theil Deutschlands und der Schweiz, im Jahre 1796|Friedrich Philipp Wilmsen|1796|Seite(n)54-67|376|https://www.digitale-sammlungen.de/de/view/bsb11095854?page=68|099_1798_Erzählungen_von_einer_Reise_durch_einen_großen_Theil_Deutschlands_und_der_Schweiz,_im_Jahre_1796|BSB München|https://reise.isgv.de/logs/Q109944115|male
100|1798|Erzählungen von einer Reise durch einen großen Theil Deutschlands und der Schweiz, im Jahre 1796|Carl Friedrich Wilhelm August Vater|1798|Seite(n)17-44|39|https://www.digitale-sammlungen.de/de/view/bsb11095854?page=31|100_1798_Erzählungen_von_einer_Reise_durch_einen_großen_Theil_Deutschlands_und_der_Schweiz,_im_Jahre_1796|SLUB Dresden|https://reise.isgv.de/logs/Q109944103|male
101|1798|Meine Reise in das Sächsische Erzgebirge im Monath August 1798|Carl Friedrich Wilhelm August Vater|1798|Seite(n)36|39|https://digital.slub-dresden.de/werkansicht/dlf/78092/40|101_1798_Meine_Reise_in_das_Sächsische_Erzgebirge_im_Monath_August_1798|SLUB Dresden|https://reise.isgv.de/logs/Q109944103|male
102|1798|Meine Reise in das Sächsische Erzgebirge im Monath August 1798|Jacob Pickhart|Kein Eintrag vorhanden|Seite(n)10-11|414|https://digital.slub-dresden.de/werkansicht/dlf/78092/14|102_1798_Meine_Reise_in_das_Sächsische_Erzgebirge_im_Monath_August_1798|Kein Eintrag vorhanden|https://reise.isgv.de/logs/Q109944042|male
104|1798|Reisen nach und in der Oberlausitz|Gottfried Benjamin Meissner|1795|Seite(n)239|258|https://www.digitale-sammlungen.de/de/view/bsb11095838?page=383|104_1798_Reisen_nach_und_in_der_Oberlausitz|BSB München|https://reise.isgv.de/logs/Q109944032|male
105|1798|Reisen nach und in der Oberlausitz|Gottfried Benjamin Meissner|1795|Seite(n)12-16|258|https://www.digitale-sammlungen.de/de/view/bsb11095838?page=150|105_1798_Reisen_nach_und_in_der_Oberlausitz|SLUB Dresden|https://reise.isgv.de/logs/Q109944031|male
106|1798|Gemälde über die Ober-Lausitz. Gesammelt auf einer kleinen Fußreise|Gottfried Benjamin Meissner|1795|Seite(n)239|258|https://digital.slub-dresden.de/werkansicht/dlf/77508/247|106_1798_Gemälde_über_die_Ober-Lausitz._Gesammelt_auf_einer_kleinen_Fußreise|SLUB Dresden|https://reise.isgv.de/logs/Q109944031|male
107|1798|Gemälde über die Ober-Lausitz. Gesammelt auf einer kleinen Fußreise|Gottfried Benjamin Meissner|Kein Eintrag vorhanden|Seite(n)12-21|48|https://digital.slub-dresden.de/werkansicht/dlf/77508/20|107_1798_Gemälde_über_die_Ober-Lausitz._Gesammelt_auf_einer_kleinen_Fußreise|BSB München|https://reise.isgv.de/logs/Q109944030|male
108|1798|Fußreise von Dresden nach den zwei verfallenen Bergschlössern, die Rathen, und die dortige Gegend|Gottfried Benjamin Meissner|Kein Eintrag vorhanden|Seite(n)47-50|42|https://www.digitale-sammlungen.de/de/view/bsb11095838?page=69|108_1798_Fußreise_von_Dresden_nach_den_zwei_verfallenen_Bergschlössern,_die_Rathen,_und_die_dortige_Gegend|BSB München|https://reise.isgv.de/logs/Q109944029|male
109|1798|Eine kleine Fußreise von Dresden nach Pirna. An Herrn J. Hermsdorf in Görlitz|Gottfried Benjamin Meissner|Kein Eintrag vorhanden|Seite(n)30-31|42|https://www.digitale-sammlungen.de/de/view/bsb11095838?page=168|109_1798_Eine_kleine_Fußreise_von_Dresden_nach_Pirna._An_Herrn_J._Hermsdorf_in_Görlitz|BSB München|https://reise.isgv.de/logs/Q109944029|male
110|1798|Eine kleine Fußreise von Dresden nach Pirna. An Herrn J. Hermsdorf in Görlitz|Kein Eintrag vorhanden|Kein Eintrag vorhanden|Seite(n)5-7|218|https://www.digitale-sammlungen.de/de/view/bsb11095838?page=27|110_1798_Eine_kleine_Fußreise_von_Dresden_nach_Pirna._An_Herrn_J._Hermsdorf_in_Görlitz|SLUB Dresden|https://reise.isgv.de/logs/Q109944122|male
111|1799|Neue Ansicht von Dresden. Für Reisende von einem Reisenden|Nikolai Michailowitsch Karamsin|Kein Eintrag vorhanden|Seite(n)2-218|216|https://digital.slub-dresden.de/werkansicht/dlf/80669/10|111_1799_Neue_Ansicht_von_Dresden._Für_Reisende_von_einem_Reisenden|BSB München|https://reise.isgv.de/logs/Q109943994|male
112|1799|Briefe eines reisenden Russen|Johann Christoph Friedrich GutsMuths|Kein Eintrag vorhanden|Seite(n)192-216|260|https://www.digitale-sammlungen.de/de/view/bsb10470042?page=222|112_1799_Briefe_eines_reisenden_Russen|SLUB Dresden|https://reise.isgv.de/logs/Q109943978|male
113|1799|Meine Reise im deutschen Vaterlande, aus Thüringen ins Riesengebürge zu den Elbquellen und durch Böhmen ins Erzgebürge|Johann Christoph Friedrich GutsMuths|Kein Eintrag vorhanden|Seite(n)51-78|260|https://digital.slub-dresden.de/werkansicht/dlf/90361/63|113_1799_Meine_Reise_im_deutschen_Vaterlande,_aus_Thüringen_ins_Riesengebürge_zu_den_Elbquellen_und_durch_Böh|SLUB Dresden|https://reise.isgv.de/logs/Q109943978|male
114|1799|Meine Reise im deutschen Vaterlande, aus Thüringen ins Riesengebürge zu den Elbquellen und durch Böhmen ins Erzgebürge|Johann Christoph Friedrich GutsMuths|Kein Eintrag vorhanden|Seite(n)44-46|260|https://digital.slub-dresden.de/werkansicht/dlf/90361/56|114_1799_Meine_Reise_im_deutschen_Vaterlande,_aus_Thüringen_ins_Riesengebürge_zu_den_Elbquellen_und_durch_Böh|SLUB Dresden|https://reise.isgv.de/logs/Q109943978|male
115|1799|Meine Reise im deutschen Vaterlande, aus Thüringen ins Riesengebürge zu den Elbquellen und durch Böhmen ins Erzgebürge|Esther Domeier|Kein Eintrag vorhanden|Seite(n)28-38|21|https://digital.slub-dresden.de/werkansicht/dlf/90361/40|115_1799_Meine_Reise_im_deutschen_Vaterlande,_aus_Thüringen_ins_Riesengebürge_zu_den_Elbquellen_und_durch_Böh|UB Bielefeld|https://reise.isgv.de/logs/Q109943940|female
119|1801|Schönheiten der Natur und Kunst dargestellt auf einer Reise durch einen Theil der Sächsischen Staaten|Kein Eintrag vorhanden|Kein Eintrag vorhanden|Seite(n)624-634|642|https://digital.slub-dresden.de/werkansicht/dlf/93539/529|119_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate|SLUB Dresden|https://reise.isgv.de/logs/Q109944163|male
120|1801|Schönheiten der Natur und Kunst dargestellt auf einer Reise durch einen Theil der Sächsischen Staaten|Kein Eintrag vorhanden|Kein Eintrag vorhanden|Seite(n)521-621|642|https://digital.slub-dresden.de/werkansicht/?id=5363&tx_dlf%5Bid%5D=93539&tx_dlf%5Bpage%5D=456|120_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate|SLUB Dresden|https://reise.isgv.de/logs/Q109944163|male
121|1801|Schönheiten der Natur und Kunst dargestellt auf einer Reise durch einen Theil der Sächsischen Staaten|Kein Eintrag vorhanden|Kein Eintrag vorhanden|Seite(n)448-510|642|https://digital.slub-dresden.de/werkansicht/?id=5363&tx_dlf%5Bid%5D=93539&tx_dlf%5Bpage%5D=318|121_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate|SLUB Dresden|https://reise.isgv.de/logs/Q109944163|male
122|1801|Schönheiten der Natur und Kunst dargestellt auf einer Reise durch einen Theil der Sächsischen Staaten|Carl Gottlob Küttner|1797 bis 1799|Seite(n)310-390|1671|https://www.digitale-sammlungen.de/de/view/bsb10467220?page=318|122_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate|BSB München|https://reise.isgv.de/logs/Q109944008|male
123|1801|Reise durch Deutschland, Dänemark, Schweden, Norwegen und einen Theil von Italien, in den Jahren 1797, 1798, 1799|Carl Gottlob Küttner|1797 bis 1799|Seite(n)294-298|1671|https://www.digitale-sammlungen.de/de/view/bsb10467220?page=280|123_1801_Reise_durch_Deutschland,_Dänemark,_Schweden,_Norwegen_und_einen_Theil_von_Italien,_in_den_Jahren_179|BSB München|https://reise.isgv.de/logs/Q109944008|male
128|1801|Meine Freuden in Sachsen|Johann Gottfried Seume|Kein Eintrag vorhanden|Seite(n)76-78|491|https://www.digitale-sammlungen.de/de/view/bsb10468177?page=25|128_1801_Meine_Freuden_in_Sachsen|BSB München|https://reise.isgv.de/logs/Q109944085|male
129|1803|Spaziergang nach Syrakus|Lüder Hermann Hans von Engel|Kein Eintrag vorhanden|Seite(n)3-10|232|https://digital.slub-dresden.de/werkansicht/dlf/94391/47|129_1803_Spaziergang_nach_Syrakus|SLUB Dresden|https://reise.isgv.de/logs/Q109943948|male
138|1805|Fußreise durch Sachsen und dessen romantische Schweizergegenden, einen Theil der Anhaltschen, Brandenburg und Braunschweigschen Lande nach Hannover|Georg Reinbeck|Kein Eintrag vorhanden|Seite(n)25-28|324|https://www.digitale-sammlungen.de/de/view/bsb10467875?page=320|138_1805_Fußreise_durch_Sachsen_und_dessen_romantische_Schweizergegenden,_einen_Theil_der_Anhaltschen,_Brande|BSB München|https://reise.isgv.de/logs/Q109944058|male
144|1807|Beobachtungen und Fantasien auf einer Reise durch Sachsen und Brandenburg im Herbst 1802|Carl Theodor Baron von Uklanski|1807 bis 1808|Seite(n)191-193|386|https://www.digitale-sammlungen.de/de/view/bsb10468464?page=285|144_1807_Beobachtungen_und_Fantasien_auf_einer_Reise_durch_Sachsen_und_Brandenburg_im_Herbst_1802|BSB München|https://reise.isgv.de/logs/Q109944102|male
145|1808|Briefe über Polen, Österreich, Sachsen, Bayern, Italien, Etrurien, den Kirchenstaat und Neapel, an die Comtesse Constance de S.|Joseph Röckl|1805|Seite(n)277-295|406|https://www.digitale-sammlungen.de/de/view/bsb10724489?page=144|145_1808_Briefe_über_Polen,_Österreich,_Sachsen,_Bayern,_Italien,_Etrurien,_den_Kirchenstaat_und_Neapel,_an_d|BSB München|https://reise.isgv.de/logs/Q109944062|male
149|1808|Reise durch Schottland, seine Inseln, Dänemark und einen Theil von Deutschland|Johann Gebhard Maaß|1807|Seite(n)210-219|206|https://digital.slub-dresden.de/werkansicht/dlf/101035/80|149_1808_Reise_durch_Schottland,_seine_Inseln,_Dänemark_und_einen_Theil_von_Deutschland|SLUB Dresden|https://reise.isgv.de/logs/Q109944022|male
150|1808|Bemerkungen auf einer Reise von Wittenberg nach Dresden, Pirna u.s.w. im Sommer 1807|Johann Gebhard Maaß|1807|Seite(n)70|206|https://digital.slub-dresden.de/werkansicht/dlf/101035/57|150_1808_Bemerkungen_auf_einer_Reise_von_Wittenberg_nach_Dresden,_Pirna_u.s.w._im_Sommer_1807|SLUB Dresden|https://reise.isgv.de/logs/Q109944022|male
151|1808|Bemerkungen auf einer Reise von Wittenberg nach Dresden, Pirna u.s.w. im Sommer 1807|Johann Gebhard Maaß|1807|Seite(n)47-57|206|https://digital.slub-dresden.de/werkansicht/dlf/101035/33|151_1808_Bemerkungen_auf_einer_Reise_von_Wittenberg_nach_Dresden,_Pirna_u.s.w._im_Sommer_1807|SLUB Dresden|https://reise.isgv.de/logs/Q109944022|male
152|1808|Bemerkungen auf einer Reise von Wittenberg nach Dresden, Pirna u.s.w. im Sommer 1807|Johann Gebhard Maaß|1807|Seite(n)23-27|206|https://digital.slub-dresden.de/werkansicht/dlf/101035/27|152_1808_Bemerkungen_auf_einer_Reise_von_Wittenberg_nach_Dresden,_Pirna_u.s.w._im_Sommer_1807|SLUB Dresden|https://reise.isgv.de/logs/Q109944022|male
153|1808|Bemerkungen auf einer Reise von Wittenberg nach Dresden, Pirna u.s.w. im Sommer 1807|Johann Gebhard Maaß|1806 bis 1807|Seite(n)17-18|368|https://digital.slub-dresden.de/werkansicht/dlf/101044/368|153_1808_Bemerkungen_auf_einer_Reise_von_Wittenberg_nach_Dresden,_Pirna_u.s.w._im_Sommer_1807|SLUB Dresden|https://reise.isgv.de/logs/Q109944021|male
154|1808|Bemerkungen auf meiner Reise von Wittenberg aus durch einen Theil des Wittenbergischen Kreises, die Nieder- und Oberlausitz und einen Theil des Meißnischen Kreises|Johann Gebhard Maaß|1806 bis 1807|Seite(n)318-323|368|https://digital.slub-dresden.de/werkansicht/dlf/101044/333|154_1808_Bemerkungen_auf_meiner_Reise_von_Wittenberg_aus_durch_einen_Theil_des_Wittenbergischen_Kreises,_die_|SLUB Dresden|https://reise.isgv.de/logs/Q109944021|male
155|1808|Bemerkungen auf meiner Reise von Wittenberg aus durch einen Theil des Wittenbergischen Kreises, die Nieder- und Oberlausitz und einen Theil des Meißnischen Kreises|Gottlieb Hiller|Kein Eintrag vorhanden|Seite(n)283-306|348|https://www.digitale-sammlungen.de/de/view/bsb11095837?page=74|155_1808_Bemerkungen_auf_meiner_Reise_von_Wittenberg_aus_durch_einen_Theil_des_Wittenbergischen_Kreises,_die_|BSB München|https://reise.isgv.de/logs/Q109943988|male
156|1808|Gedichte und Selbstbiographie, Teil 2: Reise durch einen Theil von Sachsen, Böhmen, Oesterreich und Ungarn|Johann Christian Fick|Kein Eintrag vorhanden|Seite(n)52-77|522|https://www.digitale-sammlungen.de/de/view/bsb10469652?page=430|156_1808_Gedichte_und_Selbstbiographie,_Teil_2_Reise_durch_einen_Theil_von_Sachsen,_Böhmen,_Oesterreich_und_U|BSB München|https://reise.isgv.de/logs/Q109943953|male
157|1809|Neues Handbuch für Reisende jeder Gattung durch Deutschland und die angränzenden Länder|Johann Christian Fick|Kein Eintrag vorhanden|Seite(n)382-384|522|https://www.digitale-sammlungen.de/de/view/bsb10469652?page=362|157_1809_Neues_Handbuch_für_Reisende_jeder_Gattung_durch_Deutschland_und_die_angränzenden_Länder|BSB München|https://reise.isgv.de/logs/Q109943953|male
158|1809|Neues Handbuch für Reisende jeder Gattung durch Deutschland und die angränzenden Länder|Johann Christian Fick|Kein Eintrag vorhanden|Seite(n)314|522|https://www.digitale-sammlungen.de/de/view/bsb10469652?page=360|158_1809_Neues_Handbuch_für_Reisende_jeder_Gattung_durch_Deutschland_und_die_angränzenden_Länder|BSB München|https://reise.isgv.de/logs/Q109943953|male
159|1809|Neues Handbuch für Reisende jeder Gattung durch Deutschland und die angränzenden Länder|Johann Christian Fick|Kein Eintrag vorhanden|Seite(n)312-313|522|https://www.digitale-sammlungen.de/de/view/bsb10469652?page=355|159_1809_Neues_Handbuch_für_Reisende_jeder_Gattung_durch_Deutschland_und_die_angränzenden_Länder|BSB München|https://reise.isgv.de/logs/Q109943953|male
160|1809|Neues Handbuch für Reisende jeder Gattung durch Deutschland und die angränzenden Länder|Johann Christian Fick|Kein Eintrag vorhanden|Seite(n)307-312|522|https://www.digitale-sammlungen.de/de/view/bsb10469652?page=136|160_1809_Neues_Handbuch_für_Reisende_jeder_Gattung_durch_Deutschland_und_die_angränzenden_Länder|BSB München|https://reise.isgv.de/logs/Q109943953|male
161|1809|Neues Handbuch für Reisende jeder Gattung durch Deutschland und die angränzenden Länder|Johann Christian Fick|Kein Eintrag vorhanden|Seite(n)88-91|522|https://www.digitale-sammlungen.de/de/view/bsb10469652?page=75|161_1809_Neues_Handbuch_für_Reisende_jeder_Gattung_durch_Deutschland_und_die_angränzenden_Länder|BSB München|https://reise.isgv.de/logs/Q109943953|male
167|1810|Meine Fußreisen im Jahre 1809 zur Zeit des österreichischen Krieges|Christian von Eggers|Kein Eintrag vorhanden|Seite(n)166-193|500|https://digital.slub-dresden.de/werkansicht/dlf/13943/418|167_1810_Meine_Fußreisen_im_Jahre_1809_zur_Zeit_des_österreichischen_Krieges|SLUB Dresden|https://reise.isgv.de/logs/Q109943946|male
168|1810|Reise durch Franken Baiern, Oesterreich, Preußen und Sachsen|Johann Friedrich Raupach|1809 bis 1810|Seite(n)410-433|429|https://www.digitale-sammlungen.de/de/view/bsb10469992?page=18|168_1810_Reise_durch_Franken_Baiern,_Oesterreich,_Preußen_und_Sachsen|BSB München|https://reise.isgv.de/logs/Q109944051|male
169|1811|Durchflug eines Humoristen durch Deutschland, die Schweitz und das südliche Franckreich|Peter Treschow Hanson|Kein Eintrag vorhanden|Seite(n)14-15|314|https://digital.slub-dresden.de/werkansicht/dlf/99374/141|169_1811_Durchflug_eines_Humoristen_durch_Deutschland,_die_Schweitz_und_das_südliche_Franckreich|SLUB Dresden|https://reise.isgv.de/logs/Q109943981|male
176|1816|Vier Erholungs-Wochen oder Reise durch die neupreussischen Markgrafthümer, Nieder- und Oberlausitz|Pauline Dorothea Frisch|1797 bis 1804|Seite(n)208-226|403|https://www.digitale-sammlungen.de/de/view/bsb10469982?page=403|176_1816_Vier_Erholungs-Wochen_oder_Reise_durch_die_neupreussischen_Markgrafthümer,_Nieder-_und_Oberlausitz|BSB München|https://reise.isgv.de/logs/Q109943968|female
177|1816|Reise durch Teutschland, Holland und Frankreich, die Schweiz und Italien in den Jahren 1797, 1803 und 1804|Pauline Dorothea Frisch|1797 bis 1804|Seite(n)399-400|403|https://www.digitale-sammlungen.de/de/view/bsb10469982?page=401|177_1816_Reise_durch_Teutschland,_Holland_und_Frankreich,_die_Schweiz_und_Italien_in_den_Jahren_1797,_1803_un|BSB München|https://reise.isgv.de/logs/Q109943968|female
182|1816|Auszüge aus der Brieftasche eines Rheinländers, seinen Durchflug durch Sachsen betreffend|Karl Heinrich von Lang|Kein Eintrag vorhanden|Seite(n)762-765|87|https://www.digitale-sammlungen.de/de/view/bsb10946792?q=%28Merkw%C3%BCrdige+Reise+%C3%BCber+Erlangen,+Dre%C3%9Fden,+Kassel+und+Fulda+nach+Hammelburg%29&page=32,33|182_1816_Auszüge_aus_der_Brieftasche_eines_Rheinländers,_seinen_Durchflug_durch_Sachsen_betreffend|BSB München|https://reise.isgv.de/logs/Q109944010|male
183|1817|Merkwürdige Reise über Erlangen, Dreßden, Kassel und Fulda nach Hammelburg|Johann Gebhard Maaß|1818|Seite(n)29-31|188|https://digital.slub-dresden.de/werkansicht/dlf/95118/170|183_1817_Merkwürdige_Reise_über_Erlangen,_Dreßden,_Kassel_und_Fulda_nach_Hammelburg|SLUB Dresden|https://reise.isgv.de/logs/Q109944025|male
184|1819|Beobachtungen bey meinem Aufenthalt in der Oberlausitz und auf einer Reise über Dresden nach Wittenberg im Jahre 1818|Johann Gebhard Maaß|1818|Seite(n)148-149|188|https://digital.slub-dresden.de/werkansicht/?id=5363&tx_dlf%5Bid%5D=95118&tx_dlf%5Bpage%5D=94|184_1819_Beobachtungen_bey_meinem_Aufenthalt_in_der_Oberlausitz_und_auf_einer_Reise_über_Dresden_nach_Wittenb|SLUB Dresden|https://reise.isgv.de/logs/Q109944025|male
185|1819|Beobachtungen bey meinem Aufenthalt in der Oberlausitz und auf einer Reise über Dresden nach Wittenberg im Jahre 1818|Johann Gebhard Maaß|1818|Seite(n)72-74|188|https://digital.slub-dresden.de/werkansicht/dlf/95118/80|185_1819_Beobachtungen_bey_meinem_Aufenthalt_in_der_Oberlausitz_und_auf_einer_Reise_über_Dresden_nach_Wittenb|SLUB Dresden|https://reise.isgv.de/logs/Q109944025|male
190|1820|Reisen durch einige Theile von Deutschland, Polen, der Moldau und der Türkei. Ester Theil|Ernst Heinrich Zober|Kein Eintrag vorhanden|Seite(n)83-88|331|https://www.digitale-sammlungen.de/de/view/bsb11246750?page=264|190_1820_Reisen_durch_einige_Theile_von_Deutschland,_Polen,_der_Moldau_und_der_Türkei._Ester_Theil|BSB München|https://reise.isgv.de/logs/Q109944121|male
191|1822|Der deutsche Wanderer|Wilhelm Christian Müller|1820 bis 1821|Seite(n)232-236|490|https://www.digitale-sammlungen.de/de/view/bsb10467599?page=33|191_1822_Der_deutsche_Wanderer|BSB München|https://reise.isgv.de/logs/Q109590352|male
192|1824|Briefe an deutsche Freunde von einer Reise durch Italien über Sachsen, Böhmen, und Oestreich, 1820 und 1821 geschrieben und als Skizzen zum Gemälde unserer Zeit herausgegeben.|Wilhelm Ferdinand Bischoff|1822 bis 1823|Seite(n)11-13|243|https://www.digitale-sammlungen.de/de/view/bsb10467599?page=33|192_1824_Briefe_an_deutsche_Freunde_von_einer_Reise_durch_Italien_über_Sachsen,_Böhmen,_und_Oestreich,_1820_u|SLUB Dresden|https://reise.isgv.de/logs/Q109943921|male
193|1825|Reise durch die Königreiche Sachsen und Böhmen in den Jahren 1822 und 1823|Wilhelm Ferdinand Bischoff|1822 bis 1823|Seite(n)112|243|https://digital.slub-dresden.de/werkansicht/dlf/89780/124|193_1825_Reise_durch_die_Königreiche_Sachsen_und_Böhmen_in_den_Jahren_1822_und_1823|SLUB Dresden|https://reise.isgv.de/logs/Q109943921|male
194|1825|Reise durch die Königreiche Sachsen und Böhmen in den Jahren 1822 und 1823|Wilhelm Ferdinand Bischoff|1822 bis 1823|Seite(n)105|243|https://digital.slub-dresden.de/werkansicht/dlf/89780/117|194_1825_Reise_durch_die_Königreiche_Sachsen_und_Böhmen_in_den_Jahren_1822_und_1823|SLUB Dresden|https://reise.isgv.de/logs/Q109943921|male
195|1825|Reise durch die Königreiche Sachsen und Böhmen in den Jahren 1822 und 1823|Kein Eintrag vorhanden|Kein Eintrag vorhanden|Seite(n)20-102|130|https://digital.slub-dresden.de/werkansicht/dlf/89780/32|195_1825_Reise_durch_die_Königreiche_Sachsen_und_Böhmen_in_den_Jahren_1822_und_1823|BSB München|https://reise.isgv.de/logs/Q109944167|male
196|1826|Wanderbilder. Gesammelt auf einer Reise von Wien über Dresden, Leipzig, Cassel nach Hamburg|Kein Eintrag vorhanden|Kein Eintrag vorhanden|Seite(n)76-77|130|https://www.digitale-sammlungen.de/de/view/bsb10727721?page=84|196_1826_Wanderbilder._Gesammelt_auf_einer_Reise_von_Wien_über_Dresden,_Leipzig,_Cassel_nach_Hamburg|BSB München|https://reise.isgv.de/logs/Q109944167|male
197|1826|Wanderbilder. Gesammelt auf einer Reise von Wien über Dresden, Leipzig, Cassel nach Hamburg|Kein Eintrag vorhanden|Kein Eintrag vorhanden|Seite(n)67|130|https://www.digitale-sammlungen.de/de/view/bsb10727721?page=75|197_1826_Wanderbilder._Gesammelt_auf_einer_Reise_von_Wien_über_Dresden,_Leipzig,_Cassel_nach_Hamburg|BSB München|https://reise.isgv.de/logs/Q109944167|male
198|1826|Wanderbilder. Gesammelt auf einer Reise von Wien über Dresden, Leipzig, Cassel nach Hamburg|Kein Eintrag vorhanden|Kein Eintrag vorhanden|Seite(n)60|130|https://www.digitale-sammlungen.de/de/view/bsb10727721?page=68|198_1826_Wanderbilder._Gesammelt_auf_einer_Reise_von_Wien_über_Dresden,_Leipzig,_Cassel_nach_Hamburg|BSB München|https://reise.isgv.de/logs/Q109944167|male
199|1826|Wanderbilder. Gesammelt auf einer Reise von Wien über Dresden, Leipzig, Cassel nach Hamburg|Kein Eintrag vorhanden|Kein Eintrag vorhanden|Seite(n)58-59|130|https://www.digitale-sammlungen.de/de/view/bsb10727721?page=66|199_1826_Wanderbilder._Gesammelt_auf_einer_Reise_von_Wien_über_Dresden,_Leipzig,_Cassel_nach_Hamburg|BSB München|https://reise.isgv.de/logs/Q109944167|male
200|1826|Wanderbilder. Gesammelt auf einer Reise von Wien über Dresden, Leipzig, Cassel nach Hamburg|Kein Eintrag vorhanden|Kein Eintrag vorhanden|Seite(n)54-56|130|https://www.digitale-sammlungen.de/de/view/bsb10727721?page=62|200_1826_Wanderbilder._Gesammelt_auf_einer_Reise_von_Wien_über_Dresden,_Leipzig,_Cassel_nach_Hamburg|BSB München|https://reise.isgv.de/logs/Q109944167|male
