Entity|Type|Link|latitude|longitude|geocode_query|geocode_status|Subfolder|SourceFileStem|distance_to_dresden_km|Index|Year|Title|Author|Travel Period|Pages|Full Page Count|Link_meta|Folder|Digitally Available at|Citable URL|Gender
Münzkabinet (Münzkabinett)|Location|https://de.wikipedia.org/wiki/Dresdner_M%C3%BCnzkabinett|51.0530006|13.7382396|Münzkabinett|ok|082_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg|00000045.tif.original|0.29653849866314114|82|1795|Kleine Wanderungen durch Sachsen und Brandenburg|Joachim Christoph Friedrich Schulz|Kein Eintrag vorhanden|Seite(n)23-48|1400|https://digital.slub-dresden.de/werkansicht/dlf/69234/39|082_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg|BBAW|https://reise.isgv.de/logs/Q109944078|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|082_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg|00000046.tif.original|0.13293315314514328|82|1795|Kleine Wanderungen durch Sachsen und Brandenburg|Joachim Christoph Friedrich Schulz|Kein Eintrag vorhanden|Seite(n)23-48|1400|https://digital.slub-dresden.de/werkansicht/dlf/69234/39|082_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg|BBAW|https://reise.isgv.de/logs/Q109944078|male
Kreuzkirche|Location|https://de.wikipedia.org/wiki/Kreuzkirche_(Dresden)|51.0487258|13.7392255|Kreuzkirche|ok|082_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg|00000047.tif.original|0.22972383500968407|82|1795|Kleine Wanderungen durch Sachsen und Brandenburg|Joachim Christoph Friedrich Schulz|Kein Eintrag vorhanden|Seite(n)23-48|1400|https://digital.slub-dresden.de/werkansicht/dlf/69234/39|082_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg|BBAW|https://reise.isgv.de/logs/Q109944078|male
Pirna|Location|https://de.wikipedia.org/wiki/Pirna|50.9616923|13.9386643|Pirna|ok|082_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg|00000047.tif.original|17.198782687222987|82|1795|Kleine Wanderungen durch Sachsen und Brandenburg|Joachim Christoph Friedrich Schulz|Kein Eintrag vorhanden|Seite(n)23-48|1400|https://digital.slub-dresden.de/werkansicht/dlf/69234/39|082_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg|BBAW|https://reise.isgv.de/logs/Q109944078|male
Katholische Hofkirche|Location|https://de.wikipedia.org/wiki/Katholische_Hofkirche_(Dresden)|51.0534998|13.7373501|Katholische Hofkirche|ok|082_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg|00000048.tif.original|0.3447002989029597|82|1795|Kleine Wanderungen durch Sachsen und Brandenburg|Joachim Christoph Friedrich Schulz|Kein Eintrag vorhanden|Seite(n)23-48|1400|https://digital.slub-dresden.de/werkansicht/dlf/69234/39|082_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg|BBAW|https://reise.isgv.de/logs/Q109944078|male
Loschewiz|Location|https://de.wikipedia.org/wiki/Loschwitz|51.0555235|13.8154546|Loschwitz|ok|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|00000168.tif.original|5.492431569916458|87|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)166-229|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/172|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male
Pillnitz|Location|https://de.wikipedia.org/wiki/Pillnitz|51.0126628|13.8713801|Pillnitz|ok|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|00000168.tif.original|10.272337221479125|87|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)166-229|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/172|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|00000168.tif.original|0.13293315314514328|87|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)166-229|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/172|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male
Pillnitz|Location|https://de.wikipedia.org/wiki/Pillnitz_(Dresden)|51.0126628|13.8713801|Pillnitz|ok|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|00000170.tif.original|10.272337221479125|87|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)166-229|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/172|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male
Borsberg|Location||51.0127446|13.8958848|Borsberg|ok|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|00000170.tif.original|11.853906116791585|87|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)166-229|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/172|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male
Pirna|Location|https://de.wikipedia.org/wiki/Pirna|50.9616923|13.9386643|Pirna|ok|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|00000170.tif.original|17.198782687222987|87|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)166-229|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/172|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male
Pillnitz|Location|https://de.wikipedia.org/wiki/Pillnitz|51.0126628|13.8713801|Pillnitz|ok|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|00000171.tif.original|10.272337221479125|87|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)166-229|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/172|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male
Schloss Pillnitz|Location|https://de.wikipedia.org/wiki/Schloss_Pillnitz|51.0087637|13.8688717|Schloss Pillnitz|ok|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|00000171.tif.original|10.300291033070446|87|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)166-229|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/172|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|00000172.tif.original|0.13293315314514328|87|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)166-229|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/172|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male
Pirna|Location|https://de.wikipedia.org/wiki/Pirna|50.9616923|13.9386643|Pirna|ok|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|00000172.tif.original|17.198782687222987|87|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)166-229|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/172|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male
Pillnitz|Location|https://de.wikipedia.org/wiki/Pillnitz_(Dresden)|51.0126628|13.8713801|Pillnitz|ok|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|00000175.tif.original|10.272337221479125|87|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)166-229|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/172|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|00000179.tif.original|0.13293315314514328|87|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)166-229|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/172|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male
Friedrichsstädtter Allee|Location|https://de.wikipedia.org/wiki/Friedrichstadt_(Dresden)|51.0603608|13.7278829|Friedrichstadt Allee|ok|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|00000180.tif.original|1.2884031817075432|87|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)166-229|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/172|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|00000181.tif.original|0.13293315314514328|87|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)166-229|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/172|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|00000182.tif.original|0.13293315314514328|87|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)166-229|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/172|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|00000185.tif.original|0.13293315314514328|87|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)166-229|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/172|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|00000186.tif.original|0.13293315314514328|87|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)166-229|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/172|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|00000187.tif.original|0.13293315314514328|87|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)166-229|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/172|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|00000188.tif.original|0.13293315314514328|87|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)166-229|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/172|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male
Dreess|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|00000194.tif.original|0.13293315314514328|87|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)166-229|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/172|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|00000195.tif.original|0.13293315314514328|87|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)166-229|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/172|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|00000196.tif.original|0.13293315314514328|87|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)166-229|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/172|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|00000198.tif.original|0.13293315314514328|87|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)166-229|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/172|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|00000202.tif.original|0.13293315314514328|87|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)166-229|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/172|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|00000203.tif.original|0.13293315314514328|87|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)166-229|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/172|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|00000204.tif.original|0.13293315314514328|87|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)166-229|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/172|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|00000208.tif.original|0.13293315314514328|87|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)166-229|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/172|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|00000210.tif.original|0.13293315314514328|87|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)166-229|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/172|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|00000214.tif.original|0.13293315314514328|87|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)166-229|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/172|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|00000216.tif.original|0.13293315314514328|87|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)166-229|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/172|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|00000217.tif.original|0.13293315314514328|87|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)166-229|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/172|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|00000218.tif.original|0.13293315314514328|87|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)166-229|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/172|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|00000219.tif.original|0.13293315314514328|87|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)166-229|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/172|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|00000226.tif.original|0.13293315314514328|87|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)166-229|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/172|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|00000227.tif.original|0.13293315314514328|87|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)166-229|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/172|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|00000228.tif.original|0.13293315314514328|87|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)166-229|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/172|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|00000229.tif.original|0.13293315314514328|87|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)166-229|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/172|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|00000133.tif.original|0.13293315314514328|88|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)130-166|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/136|088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|00000134.tif.original|0.13293315314514328|88|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)130-166|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/136|088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|00000136.tif.original|0.13293315314514328|88|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)130-166|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/136|088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|00000137.tif.original|0.13293315314514328|88|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)130-166|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/136|088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male
