Entity|Type|Link|latitude|longitude|geocode_query|geocode_status|Subfolder|SourceFileStem|distance_to_dresden_km|Index|Year|Title|Author|Travel Period|Pages|Full Page Count|Link_meta|Folder|Digitally Available at|Citable URL|Gender
Altstadt (Dresden)|Location|https://de.wikipedia.org/wiki/Altstadt_(Dresden)|51.0523842|13.7381876|Altstadt (Dresden)|ok|046_1785_Beschreibung_seiner_Reise_durch_Ober-_und_Nieder-Sachsen_und_Hessen|00000126.tif.original|0.22919071582787018|46|1785|Beschreibung seiner Reise durch Ober- und Nieder-Sachsen und Hessen|Kein Eintrag vorhanden|1783|Seite(n)111-139|236|https://digital.slub-dresden.de/werkansicht/dlf/55914/125|046_1785_Beschreibung_seiner_Reise_durch_Ober-_und_Nieder-Sachsen_und_Hessen|Kein Eintrag vorhanden|https://reise.isgv.de/logs/Q109944123|male
Pirna|Location|https://de.wikipedia.org/wiki/Pirna|50.9616923|13.9386643|Pirna|ok|046_1785_Beschreibung_seiner_Reise_durch_Ober-_und_Nieder-Sachsen_und_Hessen|00000126.tif.original|17.198782687222987|46|1785|Beschreibung seiner Reise durch Ober- und Nieder-Sachsen und Hessen|Kein Eintrag vorhanden|1783|Seite(n)111-139|236|https://digital.slub-dresden.de/werkansicht/dlf/55914/125|046_1785_Beschreibung_seiner_Reise_durch_Ober-_und_Nieder-Sachsen_und_Hessen|Kein Eintrag vorhanden|https://reise.isgv.de/logs/Q109944123|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|046_1785_Beschreibung_seiner_Reise_durch_Ober-_und_Nieder-Sachsen_und_Hessen|00000127.tif.original|0.13293315314514328|46|1785|Beschreibung seiner Reise durch Ober- und Nieder-Sachsen und Hessen|Kein Eintrag vorhanden|1783|Seite(n)111-139|236|https://digital.slub-dresden.de/werkansicht/dlf/55914/125|046_1785_Beschreibung_seiner_Reise_durch_Ober-_und_Nieder-Sachsen_und_Hessen|Kein Eintrag vorhanden|https://reise.isgv.de/logs/Q109944123|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|046_1785_Beschreibung_seiner_Reise_durch_Ober-_und_Nieder-Sachsen_und_Hessen|00000128.tif.original|0.13293315314514328|46|1785|Beschreibung seiner Reise durch Ober- und Nieder-Sachsen und Hessen|Kein Eintrag vorhanden|1783|Seite(n)111-139|236|https://digital.slub-dresden.de/werkansicht/dlf/55914/125|046_1785_Beschreibung_seiner_Reise_durch_Ober-_und_Nieder-Sachsen_und_Hessen|Kein Eintrag vorhanden|https://reise.isgv.de/logs/Q109944123|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|046_1785_Beschreibung_seiner_Reise_durch_Ober-_und_Nieder-Sachsen_und_Hessen|00000129.tif.original|0.13293315314514328|46|1785|Beschreibung seiner Reise durch Ober- und Nieder-Sachsen und Hessen|Kein Eintrag vorhanden|1783|Seite(n)111-139|236|https://digital.slub-dresden.de/werkansicht/dlf/55914/125|046_1785_Beschreibung_seiner_Reise_durch_Ober-_und_Nieder-Sachsen_und_Hessen|Kein Eintrag vorhanden|https://reise.isgv.de/logs/Q109944123|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|046_1785_Beschreibung_seiner_Reise_durch_Ober-_und_Nieder-Sachsen_und_Hessen|00000131.tif.original|0.13293315314514328|46|1785|Beschreibung seiner Reise durch Ober- und Nieder-Sachsen und Hessen|Kein Eintrag vorhanden|1783|Seite(n)111-139|236|https://digital.slub-dresden.de/werkansicht/dlf/55914/125|046_1785_Beschreibung_seiner_Reise_durch_Ober-_und_Nieder-Sachsen_und_Hessen|Kein Eintrag vorhanden|https://reise.isgv.de/logs/Q109944123|male
St. Georg (Dresden)|Location|https://de.wikipedia.org/wiki/St._Georg_(Dresden)|51.046982|13.7603427|St. Georg (Dresden)|ok|046_1785_Beschreibung_seiner_Reise_durch_Ober-_und_Nieder-Sachsen_und_Hessen|00000131.tif.original|1.6550050548930628|46|1785|Beschreibung seiner Reise durch Ober- und Nieder-Sachsen und Hessen|Kein Eintrag vorhanden|1783|Seite(n)111-139|236|https://digital.slub-dresden.de/werkansicht/dlf/55914/125|046_1785_Beschreibung_seiner_Reise_durch_Ober-_und_Nieder-Sachsen_und_Hessen|Kein Eintrag vorhanden|https://reise.isgv.de/logs/Q109944123|male
Zwinger|Location|https://de.wikipedia.org/wiki/Zwinger_(Dresden)|51.0530296|13.7349775|Zwinger|ok|046_1785_Beschreibung_seiner_Reise_durch_Ober-_und_Nieder-Sachsen_und_Hessen|00000132.tif.original|0.33444218636878353|46|1785|Beschreibung seiner Reise durch Ober- und Nieder-Sachsen und Hessen|Kein Eintrag vorhanden|1783|Seite(n)111-139|236|https://digital.slub-dresden.de/werkansicht/dlf/55914/125|046_1785_Beschreibung_seiner_Reise_durch_Ober-_und_Nieder-Sachsen_und_Hessen|Kein Eintrag vorhanden|https://reise.isgv.de/logs/Q109944123|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|046_1785_Beschreibung_seiner_Reise_durch_Ober-_und_Nieder-Sachsen_und_Hessen|00000132.tif.original|0.13293315314514328|46|1785|Beschreibung seiner Reise durch Ober- und Nieder-Sachsen und Hessen|Kein Eintrag vorhanden|1783|Seite(n)111-139|236|https://digital.slub-dresden.de/werkansicht/dlf/55914/125|046_1785_Beschreibung_seiner_Reise_durch_Ober-_und_Nieder-Sachsen_und_Hessen|Kein Eintrag vorhanden|https://reise.isgv.de/logs/Q109944123|male
Jägerhof|Location|https://de.wikipedia.org/wiki/Jägerhof_(Dresden)|51.0577875|13.7438688|Jägerhof|ok|046_1785_Beschreibung_seiner_Reise_durch_Ober-_und_Nieder-Sachsen_und_Hessen|00000138.tif.original|0.9410565097750583|46|1785|Beschreibung seiner Reise durch Ober- und Nieder-Sachsen und Hessen|Kein Eintrag vorhanden|1783|Seite(n)111-139|236|https://digital.slub-dresden.de/werkansicht/dlf/55914/125|046_1785_Beschreibung_seiner_Reise_durch_Ober-_und_Nieder-Sachsen_und_Hessen|Kein Eintrag vorhanden|https://reise.isgv.de/logs/Q109944123|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|049_1786_Kleine_Wanderungen_durch_Teutschland|143|0.13293315314514328|49|1786|Kleine Wanderungen durch Teutschland|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)142-220|156|https://www.digitale-sammlungen.de/de/view/bsb10468145?page=146|049_1786_Kleine_Wanderungen_durch_Teutschland|BSB München|https://reise.isgv.de/logs/Q109944000|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|049_1786_Kleine_Wanderungen_durch_Teutschland|144|0.13293315314514328|49|1786|Kleine Wanderungen durch Teutschland|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)142-220|156|https://www.digitale-sammlungen.de/de/view/bsb10468145?page=146|049_1786_Kleine_Wanderungen_durch_Teutschland|BSB München|https://reise.isgv.de/logs/Q109944000|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|049_1786_Kleine_Wanderungen_durch_Teutschland|145|0.13293315314514328|49|1786|Kleine Wanderungen durch Teutschland|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)142-220|156|https://www.digitale-sammlungen.de/de/view/bsb10468145?page=146|049_1786_Kleine_Wanderungen_durch_Teutschland|BSB München|https://reise.isgv.de/logs/Q109944000|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|049_1786_Kleine_Wanderungen_durch_Teutschland|146|0.13293315314514328|49|1786|Kleine Wanderungen durch Teutschland|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)142-220|156|https://www.digitale-sammlungen.de/de/view/bsb10468145?page=146|049_1786_Kleine_Wanderungen_durch_Teutschland|BSB München|https://reise.isgv.de/logs/Q109944000|male
Alt‑dresden|Location|https://de.wikipedia.org/wiki/Altstadt_(Dresden)|51.049818|13.6989222|Alt‑dresden|ok|049_1786_Kleine_Wanderungen_durch_Teutschland|147|2.68345501748464|49|1786|Kleine Wanderungen durch Teutschland|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)142-220|156|https://www.digitale-sammlungen.de/de/view/bsb10468145?page=146|049_1786_Kleine_Wanderungen_durch_Teutschland|BSB München|https://reise.isgv.de/logs/Q109944000|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|049_1786_Kleine_Wanderungen_durch_Teutschland|150|0.13293315314514328|49|1786|Kleine Wanderungen durch Teutschland|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)142-220|156|https://www.digitale-sammlungen.de/de/view/bsb10468145?page=146|049_1786_Kleine_Wanderungen_durch_Teutschland|BSB München|https://reise.isgv.de/logs/Q109944000|male
Neustädter Markt|Location|https://de.wikipedia.org/wiki/Neustädter_Markt_(Dresden)|51.0582347|13.7414251|Neustädter Markt|ok|049_1786_Kleine_Wanderungen_durch_Teutschland|151|0.9176526061794544|49|1786|Kleine Wanderungen durch Teutschland|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)142-220|156|https://www.digitale-sammlungen.de/de/view/bsb10468145?page=146|049_1786_Kleine_Wanderungen_durch_Teutschland|BSB München|https://reise.isgv.de/logs/Q109944000|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|049_1786_Kleine_Wanderungen_durch_Teutschland|154|0.13293315314514328|49|1786|Kleine Wanderungen durch Teutschland|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)142-220|156|https://www.digitale-sammlungen.de/de/view/bsb10468145?page=146|049_1786_Kleine_Wanderungen_durch_Teutschland|BSB München|https://reise.isgv.de/logs/Q109944000|male
Plauenschen Grunde|Location|https://de.wikipedia.org/wiki/Plauenscher_Grund|51.0230112|13.699525|Plauenscher Grund|ok|049_1786_Kleine_Wanderungen_durch_Teutschland|154|4.031320384215671|49|1786|Kleine Wanderungen durch Teutschland|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)142-220|156|https://www.digitale-sammlungen.de/de/view/bsb10468145?page=146|049_1786_Kleine_Wanderungen_durch_Teutschland|BSB München|https://reise.isgv.de/logs/Q109944000|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|049_1786_Kleine_Wanderungen_durch_Teutschland|157|0.13293315314514328|49|1786|Kleine Wanderungen durch Teutschland|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)142-220|156|https://www.digitale-sammlungen.de/de/view/bsb10468145?page=146|049_1786_Kleine_Wanderungen_durch_Teutschland|BSB München|https://reise.isgv.de/logs/Q109944000|male
Weißeritz|Location|https://de.wikipedia.org/wiki/Weißeritz|51.0191561|13.677797|Weißeritz|ok|049_1786_Kleine_Wanderungen_durch_Teutschland|157|5.420478851941373|49|1786|Kleine Wanderungen durch Teutschland|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)142-220|156|https://www.digitale-sammlungen.de/de/view/bsb10468145?page=146|049_1786_Kleine_Wanderungen_durch_Teutschland|BSB München|https://reise.isgv.de/logs/Q109944000|male
Zwinger|Location|https://de.wikipedia.org/wiki/Zwinger_(Dresden)|51.0530296|13.7349775|Zwinger|ok|049_1786_Kleine_Wanderungen_durch_Teutschland|157|0.33444218636878353|49|1786|Kleine Wanderungen durch Teutschland|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)142-220|156|https://www.digitale-sammlungen.de/de/view/bsb10468145?page=146|049_1786_Kleine_Wanderungen_durch_Teutschland|BSB München|https://reise.isgv.de/logs/Q109944000|male
Brühlscher Garten|Location|https://de.wikipedia.org/wiki/Brühlscher_Garten|51.0528256|13.7449443|Brühlscher Garten|ok|049_1786_Kleine_Wanderungen_durch_Teutschland|157|0.598545920766925|49|1786|Kleine Wanderungen durch Teutschland|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)142-220|156|https://www.digitale-sammlungen.de/de/view/bsb10468145?page=146|049_1786_Kleine_Wanderungen_durch_Teutschland|BSB München|https://reise.isgv.de/logs/Q109944000|male
Brühlschen Garten|Location||51.0521957|13.7452865|Brühlschen Garten|ok|049_1786_Kleine_Wanderungen_durch_Teutschland|158|0.5928902758133366|49|1786|Kleine Wanderungen durch Teutschland|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)142-220|156|https://www.digitale-sammlungen.de/de/view/bsb10468145?page=146|049_1786_Kleine_Wanderungen_durch_Teutschland|BSB München|https://reise.isgv.de/logs/Q109944000|male
Plauenschen Grunde|Location|https://de.wikipedia.org/wiki/Plauenscher_Grund|51.0230112|13.699525|Plauenscher Grund|ok|049_1786_Kleine_Wanderungen_durch_Teutschland|161|4.031320384215671|49|1786|Kleine Wanderungen durch Teutschland|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)142-220|156|https://www.digitale-sammlungen.de/de/view/bsb10468145?page=146|049_1786_Kleine_Wanderungen_durch_Teutschland|BSB München|https://reise.isgv.de/logs/Q109944000|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|049_1786_Kleine_Wanderungen_durch_Teutschland|161|0.13293315314514328|49|1786|Kleine Wanderungen durch Teutschland|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)142-220|156|https://www.digitale-sammlungen.de/de/view/bsb10468145?page=146|049_1786_Kleine_Wanderungen_durch_Teutschland|BSB München|https://reise.isgv.de/logs/Q109944000|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|049_1786_Kleine_Wanderungen_durch_Teutschland|162|0.13293315314514328|49|1786|Kleine Wanderungen durch Teutschland|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)142-220|156|https://www.digitale-sammlungen.de/de/view/bsb10468145?page=146|049_1786_Kleine_Wanderungen_durch_Teutschland|BSB München|https://reise.isgv.de/logs/Q109944000|male
Pillnitz|Location|https://de.wikipedia.org/wiki/Pillnitz_(Dresden)|51.0126628|13.8713801|Pillnitz|ok|049_1786_Kleine_Wanderungen_durch_Teutschland|163|10.272337221479125|49|1786|Kleine Wanderungen durch Teutschland|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)142-220|156|https://www.digitale-sammlungen.de/de/view/bsb10468145?page=146|049_1786_Kleine_Wanderungen_durch_Teutschland|BSB München|https://reise.isgv.de/logs/Q109944000|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|049_1786_Kleine_Wanderungen_durch_Teutschland|163|0.13293315314514328|49|1786|Kleine Wanderungen durch Teutschland|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)142-220|156|https://www.digitale-sammlungen.de/de/view/bsb10468145?page=146|049_1786_Kleine_Wanderungen_durch_Teutschland|BSB München|https://reise.isgv.de/logs/Q109944000|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|049_1786_Kleine_Wanderungen_durch_Teutschland|164|0.13293315314514328|49|1786|Kleine Wanderungen durch Teutschland|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)142-220|156|https://www.digitale-sammlungen.de/de/view/bsb10468145?page=146|049_1786_Kleine_Wanderungen_durch_Teutschland|BSB München|https://reise.isgv.de/logs/Q109944000|male
Pillnitz|Location|https://de.wikipedia.org/wiki/Pillnitz_(Dresden)|51.0126628|13.8713801|Pillnitz|ok|049_1786_Kleine_Wanderungen_durch_Teutschland|164|10.272337221479125|49|1786|Kleine Wanderungen durch Teutschland|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)142-220|156|https://www.digitale-sammlungen.de/de/view/bsb10468145?page=146|049_1786_Kleine_Wanderungen_durch_Teutschland|BSB München|https://reise.isgv.de/logs/Q109944000|male
Porsberg|Location||51.0127316|13.903553|Porsberg|ok|049_1786_Kleine_Wanderungen_durch_Teutschland|164|12.357517333869541|49|1786|Kleine Wanderungen durch Teutschland|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)142-220|156|https://www.digitale-sammlungen.de/de/view/bsb10468145?page=146|049_1786_Kleine_Wanderungen_durch_Teutschland|BSB München|https://reise.isgv.de/logs/Q109944000|male
Borsberg|Location||51.0127446|13.8958848|Borsberg|ok|049_1786_Kleine_Wanderungen_durch_Teutschland|166|11.853906116791585|49|1786|Kleine Wanderungen durch Teutschland|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)142-220|156|https://www.digitale-sammlungen.de/de/view/bsb10468145?page=146|049_1786_Kleine_Wanderungen_durch_Teutschland|BSB München|https://reise.isgv.de/logs/Q109944000|male
Pillnitz|Location|https://de.wikipedia.org/wiki/Pillnitz|51.0126628|13.8713801|Pillnitz|ok|049_1786_Kleine_Wanderungen_durch_Teutschland|166|10.272337221479125|49|1786|Kleine Wanderungen durch Teutschland|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)142-220|156|https://www.digitale-sammlungen.de/de/view/bsb10468145?page=146|049_1786_Kleine_Wanderungen_durch_Teutschland|BSB München|https://reise.isgv.de/logs/Q109944000|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|049_1786_Kleine_Wanderungen_durch_Teutschland|166|0.13293315314514328|49|1786|Kleine Wanderungen durch Teutschland|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)142-220|156|https://www.digitale-sammlungen.de/de/view/bsb10468145?page=146|049_1786_Kleine_Wanderungen_durch_Teutschland|BSB München|https://reise.isgv.de/logs/Q109944000|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|049_1786_Kleine_Wanderungen_durch_Teutschland|167|0.13293315314514328|49|1786|Kleine Wanderungen durch Teutschland|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)142-220|156|https://www.digitale-sammlungen.de/de/view/bsb10468145?page=146|049_1786_Kleine_Wanderungen_durch_Teutschland|BSB München|https://reise.isgv.de/logs/Q109944000|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|049_1786_Kleine_Wanderungen_durch_Teutschland|168|0.13293315314514328|49|1786|Kleine Wanderungen durch Teutschland|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)142-220|156|https://www.digitale-sammlungen.de/de/view/bsb10468145?page=146|049_1786_Kleine_Wanderungen_durch_Teutschland|BSB München|https://reise.isgv.de/logs/Q109944000|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|049_1786_Kleine_Wanderungen_durch_Teutschland|180|0.13293315314514328|49|1786|Kleine Wanderungen durch Teutschland|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)142-220|156|https://www.digitale-sammlungen.de/de/view/bsb10468145?page=146|049_1786_Kleine_Wanderungen_durch_Teutschland|BSB München|https://reise.isgv.de/logs/Q109944000|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|049_1786_Kleine_Wanderungen_durch_Teutschland|183|0.13293315314514328|49|1786|Kleine Wanderungen durch Teutschland|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)142-220|156|https://www.digitale-sammlungen.de/de/view/bsb10468145?page=146|049_1786_Kleine_Wanderungen_durch_Teutschland|BSB München|https://reise.isgv.de/logs/Q109944000|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|049_1786_Kleine_Wanderungen_durch_Teutschland|184|0.13293315314514328|49|1786|Kleine Wanderungen durch Teutschland|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)142-220|156|https://www.digitale-sammlungen.de/de/view/bsb10468145?page=146|049_1786_Kleine_Wanderungen_durch_Teutschland|BSB München|https://reise.isgv.de/logs/Q109944000|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|049_1786_Kleine_Wanderungen_durch_Teutschland|185|0.13293315314514328|49|1786|Kleine Wanderungen durch Teutschland|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)142-220|156|https://www.digitale-sammlungen.de/de/view/bsb10468145?page=146|049_1786_Kleine_Wanderungen_durch_Teutschland|BSB München|https://reise.isgv.de/logs/Q109944000|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|049_1786_Kleine_Wanderungen_durch_Teutschland|188|0.13293315314514328|49|1786|Kleine Wanderungen durch Teutschland|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)142-220|156|https://www.digitale-sammlungen.de/de/view/bsb10468145?page=146|049_1786_Kleine_Wanderungen_durch_Teutschland|BSB München|https://reise.isgv.de/logs/Q109944000|male
Dresden|Place|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|049_1786_Kleine_Wanderungen_durch_Teutschland|189|0.13293315314514328|49|1786|Kleine Wanderungen durch Teutschland|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)142-220|156|https://www.digitale-sammlungen.de/de/view/bsb10468145?page=146|049_1786_Kleine_Wanderungen_durch_Teutschland|BSB München|https://reise.isgv.de/logs/Q109944000|male
Alt-Dresden|Place|https://de.wikipedia.org/wiki/Altstadt_(Dresden)|51.049818|13.6989222|Alt-Dresden|ok|049_1786_Kleine_Wanderungen_durch_Teutschland|189|2.68345501748464|49|1786|Kleine Wanderungen durch Teutschland|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)142-220|156|https://www.digitale-sammlungen.de/de/view/bsb10468145?page=146|049_1786_Kleine_Wanderungen_durch_Teutschland|BSB München|https://reise.isgv.de/logs/Q109944000|male
Pillnitz|Location|https://de.wikipedia.org/wiki/Pillnitz_(Dresden)|51.0126628|13.8713801|Pillnitz|ok|049_1786_Kleine_Wanderungen_durch_Teutschland|190|10.272337221479125|49|1786|Kleine Wanderungen durch Teutschland|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)142-220|156|https://www.digitale-sammlungen.de/de/view/bsb10468145?page=146|049_1786_Kleine_Wanderungen_durch_Teutschland|BSB München|https://reise.isgv.de/logs/Q109944000|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|049_1786_Kleine_Wanderungen_durch_Teutschland|190|0.13293315314514328|49|1786|Kleine Wanderungen durch Teutschland|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)142-220|156|https://www.digitale-sammlungen.de/de/view/bsb10468145?page=146|049_1786_Kleine_Wanderungen_durch_Teutschland|BSB München|https://reise.isgv.de/logs/Q109944000|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|049_1786_Kleine_Wanderungen_durch_Teutschland|191|0.13293315314514328|49|1786|Kleine Wanderungen durch Teutschland|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)142-220|156|https://www.digitale-sammlungen.de/de/view/bsb10468145?page=146|049_1786_Kleine_Wanderungen_durch_Teutschland|BSB München|https://reise.isgv.de/logs/Q109944000|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|049_1786_Kleine_Wanderungen_durch_Teutschland|192|0.13293315314514328|49|1786|Kleine Wanderungen durch Teutschland|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)142-220|156|https://www.digitale-sammlungen.de/de/view/bsb10468145?page=146|049_1786_Kleine_Wanderungen_durch_Teutschland|BSB München|https://reise.isgv.de/logs/Q109944000|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|049_1786_Kleine_Wanderungen_durch_Teutschland|193|0.13293315314514328|49|1786|Kleine Wanderungen durch Teutschland|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)142-220|156|https://www.digitale-sammlungen.de/de/view/bsb10468145?page=146|049_1786_Kleine_Wanderungen_durch_Teutschland|BSB München|https://reise.isgv.de/logs/Q109944000|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|049_1786_Kleine_Wanderungen_durch_Teutschland|194|0.13293315314514328|49|1786|Kleine Wanderungen durch Teutschland|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)142-220|156|https://www.digitale-sammlungen.de/de/view/bsb10468145?page=146|049_1786_Kleine_Wanderungen_durch_Teutschland|BSB München|https://reise.isgv.de/logs/Q109944000|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|049_1786_Kleine_Wanderungen_durch_Teutschland|197|0.13293315314514328|49|1786|Kleine Wanderungen durch Teutschland|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)142-220|156|https://www.digitale-sammlungen.de/de/view/bsb10468145?page=146|049_1786_Kleine_Wanderungen_durch_Teutschland|BSB München|https://reise.isgv.de/logs/Q109944000|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|049_1786_Kleine_Wanderungen_durch_Teutschland|199|0.13293315314514328|49|1786|Kleine Wanderungen durch Teutschland|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)142-220|156|https://www.digitale-sammlungen.de/de/view/bsb10468145?page=146|049_1786_Kleine_Wanderungen_durch_Teutschland|BSB München|https://reise.isgv.de/logs/Q109944000|male
Dresden|Location|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|049_1786_Kleine_Wanderungen_durch_Teutschland|200|0.13293315314514328|49|1786|Kleine Wanderungen durch Teutschland|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)142-220|156|https://www.digitale-sammlungen.de/de/view/bsb10468145?page=146|049_1786_Kleine_Wanderungen_durch_Teutschland|BSB München|https://reise.isgv.de/logs/Q109944000|male
Pillnitz|Location|https://de.wikipedia.org/wiki/Pillnitz_(Dresden)|51.0126628|13.8713801|Pillnitz|ok|049_1786_Kleine_Wanderungen_durch_Teutschland|201|10.272337221479125|49|1786|Kleine Wanderungen durch Teutschland|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)142-220|156|https://www.digitale-sammlungen.de/de/view/bsb10468145?page=146|049_1786_Kleine_Wanderungen_durch_Teutschland|BSB München|https://reise.isgv.de/logs/Q109944000|male
Kreuzkirche|Location|https://de.wikipedia.org/wiki/Kreuzkirche_(Dresden)|51.0487258|13.7392255|Kreuzkirche|ok|049_1786_Kleine_Wanderungen_durch_Teutschland|201|0.22972383500968407|49|1786|Kleine Wanderungen durch Teutschland|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)142-220|156|https://www.digitale-sammlungen.de/de/view/bsb10468145?page=146|049_1786_Kleine_Wanderungen_durch_Teutschland|BSB München|https://reise.isgv.de/logs/Q109944000|male
Kesidenz|Location||51.0322245|13.5942849|Kesselsdorf|ok|049_1786_Kleine_Wanderungen_durch_Teutschland|202|10.20110488619748|49|1786|Kleine Wanderungen durch Teutschland|Christian Gottfried Klose|Kein Eintrag vorhanden|Seite(n)142-220|156|https://www.digitale-sammlungen.de/de/view/bsb10468145?page=146|049_1786_Kleine_Wanderungen_durch_Teutschland|BSB München|https://reise.isgv.de/logs/Q109944000|male
