u,v,key,osmid,highway,maxspeed,name,oneway,reversed,length,geometry,service,lanes,bridge,access,width,ref,junction,tunnel,est_width,area
1927448099,27682460,0,384397128,primary,50,Bautzner Straße,False,False,82.38995701632226,"LINESTRING (13.7957873 51.0660985, 13.79565 51.0661311, 13.795481 51.0661754, 13.7947085 51.066397)",,4,,,,B 6,,,,
1927448099,3876966664,0,"[384397129, 384397130, 384397131, 777497218]",primary,50,Bautzner Straße,False,True,97.4083359233664,"LINESTRING (13.7957873 51.0660985, 13.7959189 51.0660713, 13.7960711 51.0660469, 13.7962166 51.066025, 13.7963958 51.066007, 13.7966464 51.0659904, 13.7969467 51.0659824, 13.7969977 51.0659812, 13.7971613 51.0659778)",,4,,,,B 6,,,,
2198154299,3160439119,0,79498469,primary,50,Bautzner Straße,False,True,11.392704579978233,"LINESTRING (13.7608523 51.0638537, 13.7606944 51.0638282)",,2,,,,B 6,,,,
2198154299,253894583,0,1413564142,primary,50,Bautzner Straße,False,False,41.506505804820506,"LINESTRING (13.7608523 51.0638537, 13.7609941 51.0638802, 13.7614164 51.0639704)",,2,,,,B 6,,,,
2290849554,1152939223,0,133959425,primary,50,Bautzner Straße,True,False,81.8712443227726,"LINESTRING (13.7766672 51.0672824, 13.7767719 51.0672632, 13.7768776 51.0672409, 13.7770377 51.0672058, 13.7771906 51.0671725, 13.7773959 51.0671342, 13.7776378 51.0670972, 13.7777919 51.0670797)",,1,,,,B 6,,,,
2294504615,11279901523,0,1158439219,primary,50,Bautzner Straße,False,True,47.37874926337097,"LINESTRING (13.787171 51.0669677, 13.7878412 51.0670323)",,4,,,,B 6,,,,
2294504615,11005259,0,"[102579496, 777497219]",primary,50,Bautzner Straße,False,False,40.55522500611608,"LINESTRING (13.787171 51.0669677, 13.7869468 51.0669461, 13.7865973 51.0669125)",,4,,,,B 6,,,,
2294768731,11005394,0,257038587,primary,50,Bautzner Straße,False,False,28.24377212449855,"LINESTRING (13.8115839 51.0642894, 13.8116878 51.0642825, 13.8117934 51.0642733, 13.8118477 51.0642626, 13.8118979 51.0642498, 13.8119703 51.0642256)",,4,,,,B 6,,,,
2294768731,303159242,0,"[384397136, 384397137, 777497213]",primary,50,Bautzner Straße,False,True,152.7907344386574,"LINESTRING (13.8115839 51.0642894, 13.8113947 51.0643001, 13.8109844 51.0643247, 13.8107737 51.0643549, 13.8105952 51.0643878, 13.8103633 51.0644438, 13.810195 51.0644956, 13.8098957 51.0645973, 13.8097282 51.0646566, 13.8095334 51.0647121)",,"['2', '4']",,,,B 6,,,,
2369461298,2369461421,0,79641861,primary,50,Bautzner Straße,False,False,36.848270327397785,"LINESTRING (13.7651932 51.064941, 13.7656672 51.0650862)",,2,,,,B 6,,,,
2369461298,3160439145,0,79641861,primary,50,Bautzner Straße,False,True,67.13122599617083,"LINESTRING (13.7651932 51.064941, 13.7643211 51.0646878)",,2,,,,B 6,,,,
2369461421,13286030941,0,79641861,primary,50,Bautzner Straße,False,False,15.631857962941924,"LINESTRING (13.7656672 51.0650862, 13.7658698 51.0651458)",,2,,,,B 6,,,,
2369461421,2369461298,0,79641861,primary,50,Bautzner Straße,False,True,36.848270327397785,"LINESTRING (13.7656672 51.0650862, 13.7651932 51.064941)",,2,,,,B 6,,,,
2369461447,67273166,0,326894421,residential,20,Bautzner Straße,True,False,58.06903659050262,"LINESTRING (13.749552 51.0634004, 13.7488965 51.0634822, 13.7487477 51.0634409)",,1,,,6.2,,,,,
2379417678,2379417689,0,"[257039812, 770995556]",primary,50,Bautzner Straße,True,False,32.25181105948642,"LINESTRING (13.7778951 51.0675094, 13.7776149 51.0675403, 13.7775183 51.0675476, 13.7774387 51.067551)",,"['2', '3']",,,,B 6,,,,
2379417689,2379417692,0,257039812,primary,50,Bautzner Straße,True,False,21.29213847233646,"LINESTRING (13.7774387 51.067551, 13.7772815 51.0675556, 13.7771342 51.0675533)",,3,,,,B 6,,,,
2379417692,30405016,0,257039812,primary,50,Bautzner Straße,True,False,29.89358053311806,"LINESTRING (13.7771342 51.0675533, 13.7769819 51.0675461, 13.7767576 51.0675258, 13.7767099 51.0675204)",,3,,,,B 6,,,,
2453945778,2561643152,0,1036528807,pedestrian,,Augustusstraße,False,True,21.269157022595596,"LINESTRING (13.7381189 51.053242, 13.7383463 51.0531149)",,,,,,,,,,
2510607353,221935639,0,350179565,pedestrian,,Brühlsche Terrasse,False,False,10.643874188948386,"LINESTRING (13.7392641 51.0535148, 13.7391643 51.0535871)",,,,,,,,,,
2510607353,2510607366,0,350179565,pedestrian,,Brühlsche Terrasse,False,True,18.379713522694665,"LINESTRING (13.7392641 51.0535148, 13.739519 51.0534742)",,,,,,,,,,
2510607366,2510607353,0,350179565,pedestrian,,Brühlsche Terrasse,False,False,18.379713522694665,"LINESTRING (13.739519 51.0534742, 13.7392641 51.0535148)",,,,,,,,,,
2510607366,2510607403,0,683443085,pedestrian,,Brühlsche Terrasse,False,False,18.446005721492817,"LINESTRING (13.739519 51.0534742, 13.7395813 51.0536354)",,,,,,,,,,
2510607366,3562818601,0,683443085,pedestrian,,Brühlsche Terrasse,False,True,29.047073346615278,"LINESTRING (13.739519 51.0534742, 13.7397691 51.0534361, 13.7398041 51.0535331)",,,,,,,,,,
2510607403,2510607366,0,683443085,pedestrian,,Brühlsche Terrasse,False,True,18.446005721492817,"LINESTRING (13.7395813 51.0536354, 13.739519 51.0534742)",,,,,,,,,,
2510607403,3562818601,0,"[683443083, 683443084]",pedestrian,,Brühlsche Terrasse,False,True,25.588898794503088,"LINESTRING (13.7395813 51.0536354, 13.7398306 51.0536007, 13.7398041 51.0535331)",,,,,,,,,,
2510607403,221935639,0,683443086,pedestrian,,Brühlsche Terrasse,False,False,33.17509569573597,"LINESTRING (13.7395813 51.0536354, 13.7393152 51.0536718, 13.7391643 51.0535871)",,,,,,,,,,
2515689534,1749554806,0,"[4621436, 244326503]","['living_street', 'pedestrian']",,Augustusstraße,False,False,22.24341191236726,"LINESTRING (13.7398335 51.05229, 13.739807 51.0523391, 13.7397311 51.0524794)",,,,,,,,,,
2515689534,2544975287,0,"[925831675, 4621436]",pedestrian,,Augustusstraße,False,True,65.32202593506199,"LINESTRING (13.7398335 51.05229, 13.7400344 51.0519185, 13.7401603 51.0517402)",,,,,,,,,,
2515851156,2517502174,0,244298441,residential,30,Brühlscher Garten,False,False,7.449849042297538,"LINESTRING (13.7453613 51.0516505, 13.7453497 51.0517171)",,,,,,,,,,
2517197942,3175417565,0,255598297,residential,30,Schießgasse,False,True,52.72447089802477,"LINESTRING (13.7438184 51.0501291, 13.7438723 51.0501991, 13.744147 51.0505559)",,,,,,,,,,
2517197942,25117106,0,913446177,residential,30,Schießgasse,False,False,17.101966429759884,"LINESTRING (13.7438184 51.0501291, 13.743796 51.0501009, 13.7437091 51.0499915)",,,,,,,,,,
2517502174,2515851156,0,244298441,residential,30,Brühlscher Garten,False,True,7.449849042297538,"LINESTRING (13.7453497 51.0517171, 13.7453613 51.0516505)",,,,,,,,,,
2517502174,312304340,0,"[684023323, 244245423]","['pedestrian', 'residential']",30,Brühlscher Garten,False,False,61.86022875255023,"LINESTRING (13.7453497 51.0517171, 13.7453406 51.051748, 13.7453126 51.0518137, 13.7452831 51.0518595, 13.7452093 51.0519158, 13.7451524 51.0519588, 13.7448583 51.0521672)",,,,,,,,,,
2526290026,2530827472,0,508306574,residential,30,Schießgasse,False,True,9.553166526361904,"LINESTRING (13.7445001 51.0510376, 13.7445523 51.051117)",,,,,,,,,,
2526290026,30122604,0,"[255598297, 508306574]",residential,30,Schießgasse,False,False,20.94562462277751,"LINESTRING (13.7445001 51.0510376, 13.7444653 51.0509846, 13.7443857 51.0508635)",,,,,,,,,,
2530827413,29348305,0,205991584,tertiary,50,Wilsdruffer Straße,True,False,11.403299901778604,"LINESTRING (13.7406963 51.0500135, 13.740537 51.0500356)",,1,,,,,,,,
2530827472,2526290026,0,508306574,residential,30,Schießgasse,False,False,9.553166526361904,"LINESTRING (13.7445523 51.051117, 13.7445001 51.0510376)",,,,,,,,,,
2530827472,26889714,0,508306574,residential,30,Schießgasse,False,True,14.014501617019379,"LINESTRING (13.7445523 51.051117, 13.7446288 51.0512335)",,,,,,,,,,
2544975287,2515689534,0,"[925831675, 4621436]",pedestrian,,Augustusstraße,False,False,65.32202593506199,"LINESTRING (13.7401603 51.0517402, 13.7400344 51.0519185, 13.7398335 51.05229)",,,,,,,,,,
2550321350,899125162,0,"[248200563, 998474741]",living_street,,Jüdenhof,False,True,53.16275921682186,"LINESTRING (13.7391347 51.0517373, 13.7390894 51.0514186, 13.7390669 51.0512611)",,,,,,,,,,
2550321350,10926325898,0,363907551,pedestrian,,Jüdenhof,False,True,45.314702524196875,"LINESTRING (13.7391347 51.0517373, 13.7392283 51.0517176, 13.7393309 51.0516961, 13.7393975 51.0516884, 13.7394803 51.0516905, 13.7397692 51.0517116)",,,,,,,,,,
2561643152,2453945778,0,1036528807,pedestrian,,Augustusstraße,False,False,21.269157022595596,"LINESTRING (13.7383463 51.0531149, 13.7381189 51.053242)",,,,,,,,,,
2561643152,25873142,0,244326505,pedestrian,,Augustusstraße,False,True,113.73703631375284,"LINESTRING (13.7383463 51.0531149, 13.7385543 51.0530073, 13.7395749 51.0525937, 13.7396957 51.052545)",,,,,,,,,,
2569330415,12057153505,0,1385283961,tertiary,20,Wilsdruffer Straße,True,False,56.2435941353041,"LINESTRING (13.7370923 51.0505169, 13.7363035 51.0506167)",,1,,,,,,,,
2569330418,25117028,0,28425009,tertiary,20,Wilsdruffer Straße,True,False,13.215709732171605,"LINESTRING (13.7370236 51.0503156, 13.7372088 51.0502917)",,1,,,3.25,,,,,
2569330419,3904070639,0,"[250494376, 387067012]","['footway', 'pedestrian']",,Altmarkt,False,True,23.38640205506845,"LINESTRING (13.7370081 51.0502695, 13.737074 51.0502604, 13.7371057 51.05027, 13.7370598 51.0501271)",,,,,,,,,,
2569330423,3904070639,0,250494376,pedestrian,,Altmarkt,False,False,107.25153278532852,"LINESTRING (13.7368526 51.0491755, 13.7369226 51.0498066, 13.7370598 51.0501271)",,,,,,,,,,
2610832901,25117016,0,61320006,tertiary,20,Wilsdruffer Straße,True,False,68.01625923354625,"LINESTRING (13.7382166 51.0503688, 13.7372643 51.0504944)",,1,,,3.25,,,,,
2610832910,30409381,0,1226680710,tertiary,20,Wilsdruffer Straße,True,False,68.30675828195467,"LINESTRING (13.7381626 51.0501646, 13.7391197 51.0500407)",,1,,,3.25,,,,,
2970538972,8491016501,0,277710968,primary,50,Bautzner Straße,True,False,95.07648124871251,"LINESTRING (13.7834078 51.0669244, 13.7846007 51.066904, 13.7847678 51.0668989)",,3,,,,B 6,,,,
2970538973,2970538972,0,235255128,primary,50,Bautzner Straße,True,False,27.98885602177726,"LINESTRING (13.7830083 51.0669426, 13.7834078 51.0669244)",,3,,,,B 6,,,,
2970538995,7196901425,0,770995554,primary,50,Bautzner Straße,True,False,22.397107193580023,"LINESTRING (13.7762967 51.0674532, 13.7762432 51.0674431, 13.7759897 51.0673953)",,2,,,,B 6,,,,
2970751883,2970751887,0,1290088650,primary,50,Bautzner Straße,True,False,20.159238325443322,"LINESTRING (13.7740269 51.0670396, 13.7737478 51.0669937)",,1,,,,B 6,,,,
2970751887,3160483032,0,"[1290088650, 235255127]",primary,50,Bautzner Straße,True,False,106.21304832630713,"LINESTRING (13.7737478 51.0669937, 13.7733595 51.0669254, 13.7725093 51.0667758, 13.7723821 51.0667286, 13.7723075 51.0667015)",,1,,,,B 6,,,,
2970916265,1762496637,0,828446186,primary,50,Bautzner Straße,True,False,29.876210284055833,"LINESTRING (13.7826049 51.0671095, 13.7821932 51.067037)",,2,,,,B 6,,,,
3137684024,3629320949,0,308489420,primary,50,Bautzner Straße,True,False,40.371806158706654,"LINESTRING (13.7537973 51.0629055, 13.7536212 51.0629394, 13.7532542 51.0629591, 13.7532291 51.0629605)",,1,,,5,B 6,,,,
3137684026,3137684038,0,28813887,primary,50,Bautzner Straße,True,False,31.35689192099584,"LINESTRING (13.7518135 51.0629839, 13.7518374 51.062978, 13.7518891 51.0629642, 13.7519852 51.0629388, 13.7520559 51.06292, 13.7522333 51.0628852)",,1,,,5,B 6,,,,
3137684026,3870487960,0,383734606,primary,50,Bautzner Straße,False,True,18.715511872256403,"LINESTRING (13.7518135 51.0629839, 13.7517866 51.0629868, 13.7515924 51.0630089, 13.7515501 51.0630143)",,4,,,,B 6,,,,
3137684031,3137684024,0,308489420,primary,50,Bautzner Straße,True,False,4.794762933747093,"LINESTRING (13.7538504 51.0628782, 13.7538132 51.0628977, 13.7537973 51.0629055)",,1,,,5,B 6,,,,
3137684031,3160439109,0,"[383734604, 1124864541, 308489422]",primary,50,Bautzner Straße,False,False,87.61800351815499,"LINESTRING (13.7538504 51.0628782, 13.7540581 51.0628762, 13.7541474 51.0628753, 13.7543989 51.062873, 13.7545777 51.062881, 13.754825 51.0629015, 13.7548827 51.0629063, 13.7550952 51.0629378)",,"['5', '4']",,,,B 6,,,,
3137684038,3629320945,0,28813887,primary,50,Bautzner Straße,True,False,69.41043927521665,"LINESTRING (13.7522333 51.0628852, 13.7529744 51.0628513, 13.7532243 51.0628438)",,1,,,5,B 6,,,,
3137684071,3137684026,0,308489420,primary,50,Bautzner Straße,True,False,30.481452555025765,"LINESTRING (13.7522473 51.0630125, 13.7519453 51.062993, 13.751836 51.0629855, 13.7518135 51.0629839)",,1,,,5,B 6,,,,
3160439109,4128308070,0,383734603,primary,50,Bautzner Straße,False,False,50.17565993726155,"LINESTRING (13.7550952 51.0629378, 13.7553957 51.0629851, 13.7557926 51.0630451)",,3,,,,B 6,,,,
3160439109,3137684031,0,"[383734604, 1124864541, 308489422]",primary,50,Bautzner Straße,False,True,87.61800351815499,"LINESTRING (13.7550952 51.0629378, 13.7548827 51.0629063, 13.754825 51.0629015, 13.7545777 51.062881, 13.7543989 51.062873, 13.7541474 51.0628753, 13.7540581 51.0628762, 13.7538504 51.0628782)",,"['5', '4']",,,,B 6,,,,
3160439119,2198154299,0,79498469,primary,50,Bautzner Straße,False,False,11.392704579978233,"LINESTRING (13.7606944 51.0638282, 13.7608523 51.0638537)",,2,,,,B 6,,,,
3160439119,439764063,0,79498469,primary,50,Bautzner Straße,False,True,25.42524127453504,"LINESTRING (13.7606944 51.0638282, 13.7603428 51.0637694)",,2,,,,B 6,,,,
3160439137,25949615,0,877615383,primary,50,Bautzner Straße,False,True,20.020375463452424,"LINESTRING (13.7633468 51.0644208, 13.7630752 51.0643635)",,2,,,,B 6,,,,
3160439137,3160439138,0,79641861,primary,50,Bautzner Straße,False,False,9.798538903976526,"LINESTRING (13.7633468 51.0644208, 13.7634079 51.0644345, 13.7634787 51.0644507)",,2,,,,B 6,,,,
3160439138,3160439140,0,79641861,primary,50,Bautzner Straße,False,False,19.565834051566412,"LINESTRING (13.7634787 51.0644507, 13.7637376 51.0645177)",,2,,,,B 6,,,,
3160439138,3160439137,0,79641861,primary,50,Bautzner Straße,False,True,9.798538903976526,"LINESTRING (13.7634787 51.0644507, 13.7634079 51.0644345, 13.7633468 51.0644208)",,2,,,,B 6,,,,
3160439140,3160439145,0,79641861,primary,50,Bautzner Straße,False,False,44.94821647937891,"LINESTRING (13.7637376 51.0645177, 13.7643211 51.0646878)",,2,,,,B 6,,,,
3160439140,3160439138,0,79641861,primary,50,Bautzner Straße,False,True,19.565834051566412,"LINESTRING (13.7637376 51.0645177, 13.7634787 51.0644507)",,2,,,,B 6,,,,
3160439145,2369461298,0,79641861,primary,50,Bautzner Straße,False,False,67.13122599617083,"LINESTRING (13.7643211 51.0646878, 13.7651932 51.064941)",,2,,,,B 6,,,,
3160439145,3160439140,0,79641861,primary,50,Bautzner Straße,False,True,44.94821647937891,"LINESTRING (13.7643211 51.0646878, 13.7637376 51.0645177)",,2,,,,B 6,,,,
3160439147,7655588703,0,79641861,primary,50,Bautzner Straße,False,False,9.706769338653322,"LINESTRING (13.7662218 51.0652506, 13.7663494 51.0652851)",,2,,,,B 6,,,,
3160439147,3160439149,0,79641861,primary,50,Bautzner Straße,False,True,9.344598186836283,"LINESTRING (13.7662218 51.0652506, 13.7661015 51.0652139)",,2,,,,B 6,,,,
3160439149,3160439147,0,79641861,primary,50,Bautzner Straße,False,False,9.344598186836283,"LINESTRING (13.7661015 51.0652139, 13.7662218 51.0652506)",,2,,,,B 6,,,,
3160439149,13286030941,0,79641861,primary,50,Bautzner Straße,False,True,17.874233180861772,"LINESTRING (13.7661015 51.0652139, 13.7658698 51.0651458)",,2,,,,B 6,,,,
3160439160,7414319733,0,79641861,primary,50,Bautzner Straße,False,True,73.67053113144006,"LINESTRING (13.7690305 51.066025, 13.7680696 51.0657524)",,2,,,,B 6,,,,
3160439160,3160483035,0,79641861,primary,50,Bautzner Straße,False,False,29.361385836168765,"LINESTRING (13.7690305 51.066025, 13.7691926 51.0660724, 13.7692441 51.0660874, 13.7692822 51.0660984, 13.7694119 51.0661358)",,2,,,,B 6,,,,
3160483032,9166955443,0,28586200,primary,50,Bautzner Straße,False,True,48.74272617223794,"LINESTRING (13.7723075 51.0667015, 13.7716376 51.0665793)",,2,,,,B 6,,,,
3160483032,1458120254,0,37202136,primary,50,Bautzner Straße,True,False,62.60663275861434,"LINESTRING (13.7723075 51.0667015, 13.7723751 51.0666987, 13.7725553 51.0666897, 13.7731871 51.0667786)",,1,,,,B 6,,,,
3160483035,3654830697,0,28586200,primary,50,Bautzner Straße,False,False,77.87338077563786,"LINESTRING (13.7694119 51.0661358, 13.7695211 51.0661655, 13.7696852 51.0662102, 13.7700251 51.0662849, 13.7704634 51.0663651)",,2,,,,B 6,,,,
3160483035,3160439160,0,79641861,primary,50,Bautzner Straße,False,True,29.361385836168765,"LINESTRING (13.7694119 51.0661358, 13.7692822 51.0660984, 13.7692441 51.0660874, 13.7691926 51.0660724, 13.7690305 51.066025)",,2,,,,B 6,,,,
3160522706,11279901540,0,130274112,primary,50,Bautzner Straße,True,False,40.69182160655002,"LINESTRING (13.7895745 51.0671422, 13.7897088 51.0671399, 13.7898382 51.0671299, 13.7900128 51.0671119, 13.7901498 51.0670918)",,1,,,,B 6,,,,
3161628588,3876926870,0,"[777497216, 384397135]",primary,50,Bautzner Straße,False,False,14.392525290907354,"LINESTRING (13.7993286 51.0659413, 13.7992679 51.0659423, 13.7991227 51.0659446)",,4,,,,B 6,,,,
3161628588,31237331,0,"[220328114, 384397135]",primary,50,Bautzner Straße,False,True,88.30837220655805,"LINESTRING (13.7993286 51.0659413, 13.799466 51.0659387, 13.8005918 51.0659178)",,"['2', '4']",,,,B 6,,,,
3175417565,30122604,0,255598297,residential,30,Schießgasse,False,True,38.05636497571986,"LINESTRING (13.744147 51.0505559, 13.7443857 51.0508635)",,,,,,,,,,
3175417565,2517197942,0,255598297,residential,30,Schießgasse,False,False,52.72447089802477,"LINESTRING (13.744147 51.0505559, 13.7438723 51.0501991, 13.7438184 51.0501291)",,,,,,,,,,
3175569186,1150742693,0,"[769451718, 769451719]",tertiary,20,Wilsdruffer Straße,True,False,39.92626862123302,"LINESTRING (13.7343288 51.0508389, 13.7340477 51.0508778, 13.7339812 51.050887, 13.7338819 51.0508999, 13.7337707 51.0509153)",,1,,,4,,,,,
3371595465,3745445164,0,370870667,primary,50,Bautzner Straße,True,False,8.93385133109549,"LINESTRING (13.7475143 51.0636816, 13.7473902 51.0637009)",,2,,,,B 6,,,,
3459501214,92307034,0,91767581,secondary,,Lockwitzgrund,False,True,8.253385499762533,"LINESTRING (13.8001457 50.9840527, 13.8002566 50.9840779)",,2,,,,S 183,,,,
3459501214,257891398,0,91767584,secondary,50,Lockwitzgrund,False,False,82.24295888760244,"LINESTRING (13.8001457 50.9840527, 13.7993722 50.9838625, 13.7990511 50.983784)",,2,,,,S 183,,,,
3459501218,5240901760,0,91767584,secondary,50,Lockwitzgrund,False,False,49.285129703825746,"LINESTRING (13.7983194 50.9836086, 13.798001 50.9835247, 13.7976877 50.9834145)",,2,,,,S 183,,,,
3459501218,257891398,0,91767584,secondary,50,Lockwitzgrund,False,True,54.810211774558795,"LINESTRING (13.7983194 50.9836086, 13.7988455 50.9837326, 13.7990511 50.983784)",,2,,,,S 183,,,,
3459763910,6744668581,0,91796021,secondary,30,Lockwitzgrund,False,False,18.008606434561585,"LINESTRING (13.7941764 50.9779494, 13.7940943 50.977931, 13.7939396 50.9778865)",,2,,,,S 183,,,,
3459763910,85890601,0,"[208772475, 91796021, 91796022, 1087196387]",secondary,"['30', '50']",Lockwitzgrund,False,True,511.6405728577613,"LINESTRING (13.7941764 50.9779494, 13.7950435 50.9782106, 13.7952692 50.9783071, 13.7953897 50.9783703, 13.7954876 50.9784741, 13.795556 50.9786329, 13.7955622 50.9787563, 13.7955135 50.9789988, 13.7954372 50.9795553, 13.7953079 50.980319, 13.7952824 50.9805521, 13.7952864 50.9807522, 13.7953075 50.9808679, 13.7953615 50.9810325, 13.7954514 50.9811879, 13.7959271 50.9818257, 13.796032 50.9819687)",,2,,,,S 183,,,,
3559302869,3562818601,0,350179564,pedestrian,,Brühlsche Terrasse,False,False,109.75351432563961,"LINESTRING (13.7413534 51.0533725, 13.741289 51.0533792, 13.7400231 51.0535104, 13.739816 51.0535319, 13.7398041 51.0535331)",,,,,,,,,,
3559302869,7412460798,0,683443080,pedestrian,,Brühlsche Terrasse,False,False,137.35390405061815,"LINESTRING (13.7413534 51.0533725, 13.741391 51.0533694, 13.743302 51.0532128)",,,,,,,,,,
3559302870,7412460798,0,683443080,pedestrian,,Brühlsche Terrasse,False,True,7.381571307749495,"LINESTRING (13.7433958 51.0531823, 13.743302 51.0532128)",,,,,,,,,,
3559302870,304869297,0,"[684023315, 27763740, 350181327]","['pedestrian', 'steps', 'path']",,Brühlsche Terrasse,False,"[False, True]",68.64852723013723,"LINESTRING (13.7433958 51.0531823, 13.7435312 51.0531937, 13.7442803 51.0531672, 13.7443738 51.0531558)",,,,,,,,,,
3559302870,7412460810,0,684023319,pedestrian,,Brühlsche Terrasse,False,True,53.21319454300314,"LINESTRING (13.7433958 51.0531823, 13.7435749 51.0530886, 13.7439289 51.0528421)",,,,,,,,,,
3562818601,3559302869,0,350179564,pedestrian,,Brühlsche Terrasse,False,True,109.75351432563961,"LINESTRING (13.7398041 51.0535331, 13.739816 51.0535319, 13.7400231 51.0535104, 13.741289 51.0533792, 13.7413534 51.0533725)",,,,,,,,,,
3562818601,2510607403,0,"[683443083, 683443084]",pedestrian,,Brühlsche Terrasse,False,False,25.588898794503088,"LINESTRING (13.7398041 51.0535331, 13.7398306 51.0536007, 13.7395813 51.0536354)",,,,,,,,,,
3562818601,2510607366,0,683443085,pedestrian,,Brühlsche Terrasse,False,False,29.047073346615278,"LINESTRING (13.7398041 51.0535331, 13.7397691 51.0534361, 13.739519 51.0534742)",,,,,,,,,,
3586382638,11158723156,0,"[352633794, 352633787, 352860508]","['footway', 'steps', 'pedestrian']",,Altmarkt,False,"[False, True]",13.702452484828266,"LINESTRING (13.7378908 51.0494592, 13.7379154 51.0494576, 13.7379128 51.0494417, 13.7379016 51.0493764, 13.7378998 51.049366, 13.7378752 51.0493677)",,,,,1,,,building_passage,,
3586382638,11158723156,1,"[352633794, 352860508, 352860501]","['footway', 'steps', 'pedestrian']",,Altmarkt,False,"[False, True]",13.700257154014887,"LINESTRING (13.7378908 51.0494592, 13.7378662 51.0494609, 13.7378635 51.0494449, 13.7378523 51.0493797, 13.7378505 51.0493694, 13.7378752 51.0493677)",,,,,1,,,building_passage,,
3596577472,6407768808,0,353857861,pedestrian,,Brühlsche Terrasse,False,False,58.59919002293968,"LINESTRING (13.7446995 51.052289, 13.7441327 51.0526773)",,,,,,,,,,
3596577472,312304340,0,353857861,pedestrian,,Brühlsche Terrasse,False,True,17.51101201661153,"LINESTRING (13.7446995 51.052289, 13.7448583 51.0521672)",,,,,,,,,,
3629320945,6265339791,0,28813887,primary,50,Bautzner Straße,True,False,1.0421989185393223,"LINESTRING (13.7532243 51.0628438, 13.7532392 51.0628434)",,1,,,5,B 6,,,,
3629320949,3137684071,0,308489420,primary,50,Bautzner Straße,True,False,68.85365123679846,"LINESTRING (13.7532291 51.0629605, 13.7522865 51.0630104, 13.7522473 51.0630125)",,1,,,5,B 6,,,,
3648736378,355347952,0,9722489,residential,50,Bautzner Straße,True,False,4.682333444552769,"LINESTRING (13.7498025 51.0629025, 13.7498695 51.0629021)",,,,,,,,,,
3654830697,7203078678,0,28586200,primary,50,Bautzner Straße,False,False,52.650355312022015,"LINESTRING (13.7704634 51.0663651, 13.771187 51.0664971)",,2,,,,B 6,,,,
3654830697,3160483035,0,28586200,primary,50,Bautzner Straße,False,True,77.87338077563786,"LINESTRING (13.7704634 51.0663651, 13.7700251 51.0662849, 13.7696852 51.0662102, 13.7695211 51.0661655, 13.7694119 51.0661358)",,2,,,,B 6,,,,
3655203473,9525276141,0,9706536,residential,20,Bautzner Straße,True,False,21.1194186536231,"LINESTRING (13.7506987 51.0632491, 13.7504034 51.0632895)",,1,,,,,,,,
3700070054,3160522706,0,777497220,primary,50,Bautzner Straße,True,False,29.533550407433804,"LINESTRING (13.7891586 51.0670949, 13.7895745 51.0671422)",,1,,,,B 6,,,,
3745445125,3371595465,0,370870667,primary,50,Bautzner Straße,True,False,56.602028632980684,"LINESTRING (13.7482934 51.0635424, 13.7475869 51.0636686, 13.7475143 51.0636816)",,2,,,,B 6,,,,
3745445127,3745445128,0,"[667642369, 684106659]","['path', 'pedestrian']",,Bautzner Straße,False,True,6.909448212921675,"LINESTRING (13.7483152 51.0635862, 13.7482711 51.0635936, 13.7482181 51.0635967)",,,,,,,,,,
3745445128,309707754,0,684106658,pedestrian,,Bautzner Straße,False,True,49.8386869131184,"LINESTRING (13.7482181 51.0635967, 13.7475327 51.0637206)",,,,,,,,,,
3745445128,3745445127,0,"[667642369, 684106659]","['pedestrian', 'path']",,Bautzner Straße,False,False,6.909448212921675,"LINESTRING (13.7482181 51.0635967, 13.7482711 51.0635936, 13.7483152 51.0635862)",,,,,,,,,,
3745445158,1167820733,0,55914185,primary,50,Bautzner Straße,True,False,8.561878704624595,"LINESTRING (13.7473241 51.0635396, 13.7474389 51.0635127)",,2,,,,B 6,,,,
3745445164,3745445177,0,400616580,primary,50,Bautzner Straße,True,False,25.40664426486017,"LINESTRING (13.7473902 51.0637009, 13.747106 51.0637438, 13.7470362 51.0637529)",,2,,,,B 6,,,,
3745445171,3745445158,0,"[55914185, 55914188]",primary,50,Bautzner Straße,True,False,23.138914584802265,"LINESTRING (13.7470263 51.0636277, 13.7470737 51.0636049, 13.7471457 51.063582, 13.7473241 51.0635396)",,2,,,,B 6,,,,
3745445177,1150742708,0,400616580,primary,50,Bautzner Straße,True,False,15.661181903341843,"LINESTRING (13.7470362 51.0637529, 13.7469892 51.0637567, 13.7469189 51.0637595, 13.7468732 51.0637606, 13.7468339 51.0637614, 13.7468127 51.0637621)",,2,,,,B 6,,,,
3870487960,3137684026,0,383734606,primary,50,Bautzner Straße,False,False,18.715511872256407,"LINESTRING (13.7515501 51.0630143, 13.7515924 51.0630089, 13.7517866 51.0629868, 13.7518135 51.0629839)",,4,,,,B 6,,,,
3870487960,344931540,0,383734606,primary,50,Bautzner Straße,False,True,8.408069222480776,"LINESTRING (13.7515501 51.0630143, 13.7515142 51.0630184, 13.7514325 51.0630302)",,4,,,,B 6,,,,
3876926870,3876966665,0,"[384397133, 384397134]",primary,50,Bautzner Straße,False,False,39.653772080336466,"LINESTRING (13.7991227 51.0659446, 13.7990412 51.0659459, 13.798847 51.0659488, 13.7985554 51.0659534)",,4,,,,B 6,,,,
